"Product","Gene_Name","Count","Example_Tag","DbXrefs"
"tRNA cytosine(34) acetyltransferase TmcA","tmcA",9,"GEGEGB_02040","BlastRules:WP_000829360, BlastRules:WP_001279831, COG:COG1444, COG:J, EC:2.3.1.193, GO:0000049, GO:0002101, GO:0005524, GO:0005737, GO:0051391, GO:0051392, RefSeq:WP_001279850.1, SO:0001217, UniParc:UPI0000059AC6, UniRef:UniRef100_A0A725GC31, UniRef:UniRef50_Q8ZN74, UniRef:UniRef90_Q8ZN74"
"tRNA dihydrouridine synthase DusB","dusB",9,"GEGEGB_17380","COG:COG0042, COG:J, EC:1.3.1.-, GO:0000049, GO:0003824, GO:0008033, GO:0010181, GO:0016491, GO:0017150, GO:0050660, RefSeq:WP_001219664.1, SO:0001217, UniParc:UPI000013B1F2, UniRef:UniRef100_P0A2R7, UniRef:UniRef50_Q8ZAX7, UniRef:UniRef90_P0A2R7"
"tRNA dihydrouridine(16) synthase DusC","dusC",9,"GEGEGB_03645","COG:COG0042, COG:J, EC:1.3.1.-, GO:0000049, GO:0002943, GO:0010181, GO:0017150, GO:0050660, GO:0102262, KEGG:K05541, RefSeq:WP_001802202.1, SO:0001217, UniParc:UPI0000059BE4, UniRef:UniRef100_Q8Z5B2, UniRef:UniRef50_P33371, UniRef:UniRef90_Q8ZNM4"
"tRNA dihydrouridine(20/20a) synthase DusA","dusA",9,"GEGEGB_21925","COG:COG0042, COG:J, EC:1.3.1.-, EC:1.3.1.91, GO:0000049, GO:0002943, GO:0010181, GO:0017150, GO:0050660, GO:0102264, GO:0102266, RefSeq:WP_001182236.1, SO:0001217, UniParc:UPI000005A838, UniRef:UniRef100_Q8Z1T1, UniRef:UniRef50_Q8ZKH4, UniRef:UniRef90_Q8ZKH4"
"tRNA epoxyqueuosine(34) reductase QueG","queG",9,"GEGEGB_23260","COG:COG1600, COG:J, EC:1.17.99.6, GO:0005737, GO:0008033, GO:0008616, GO:0046872, GO:0051539, GO:0052693, RefSeq:WP_001682125.1, SO:0001217, UniParc:UPI000190B5A2, UniRef:UniRef100_A0A725VLK2, UniRef:UniRef50_P39288, UniRef:UniRef90_Q8ZKA8"
"tRNA glutamyl-Q(34) synthetase GluQRS","gluQRS",9,"GEGEGB_01020","COG:COG0008, COG:J, EC:6.1.1.-, GO:0000166, GO:0004812, GO:0004818, GO:0005524, GO:0005829, GO:0006400, GO:0006424, GO:0008270, GO:0043039, SO:0001217, UniRef:UniRef50_Q8ZBL1, UniRef:UniRef90_Q8ZRQ7"
"tRNA guanosine(34) transglycosylase Tgt","tgt",9,"GEGEGB_12955","COG:COG0343, COG:J, EC:2.4.2.29, GO:0005737, GO:0006400, GO:0008479, GO:0008616, GO:0046872, GO:0101030, KEGG:K00773, RefSeq:WP_000667304.1, SO:0001217, UniParc:UPI000005A244, UniRef:UniRef100_Q8Z8Y0, UniRef:UniRef50_P44594, UniRef:UniRef90_Q8Z8Y0"
"tRNA isopentenyl-2-thiomethyl-A-37 hydroxylase MiaE","miaE",9,"GEGEGB_23770","BlastRules:WP_000218459, COG:COG4445, COG:J, EC:1.14.99.69, GO:0004497, GO:0045301, GO:0046872, SO:0001217, UniParc:UPI000005A986, UniRef:UniRef100_A0A5U5UMT4, UniRef:UniRef50_Q08015, UniRef:UniRef90_Q08015"
"tRNA lysidine(34) synthetase TilS","tilS",9,"GEGEGB_01275","COG:COG0037, COG:J, EC:6.3.4.19, GO:0000166, GO:0005524, GO:0005737, GO:0006400, GO:0008033, GO:0016879, RefSeq:WP_000210062.1, SO:0001217, UniParc:UPI0000059A4A, UniRef:UniRef100_Q8Z996, UniRef:UniRef50_P52097, UniRef:UniRef90_Q8ZRN5"
"tRNA modification GTPase MnmE","mnmE",9,"GEGEGB_19415","RefSeq:WP_000019075.1, SO:0001217, UniParc:UPI000005A695, UniRef:UniRef100_Q8Z2N8, UniRef:UniRef90_Q8ZKY3"
"tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA","queA",9,"GEGEGB_12960","COG:COG0809, COG:J, EC:2.4.99.17, GO:0005737, GO:0006400, GO:0008616, GO:0051075, RefSeq:WP_001266528.1, SO:0001217, UniParc:UPI000005A245, UniRef:UniRef100_Q8Z8Y1, UniRef:UniRef50_Q6LU70, UniRef:UniRef90_Q8Z8Y1"
"tRNA pseudouridine(13) synthase TruD","truD",9,"GEGEGB_14855","COG:COG0585, COG:J, EC:5.4.99.27, GO:0001522, GO:0003723, GO:0009982, GO:0031119, GO:0106029, RefSeq:WP_000134253.1, SO:0001217, UniParc:UPI000005A392, UniRef:UniRef100_Q8Z473, UniRef:UniRef50_Q7N8K5, UniRef:UniRef90_Q8Z473"
"tRNA pseudouridine(38-40) synthase TruA","truA",9,"GEGEGB_02690","COG:COG0101, COG:J, EC:5.4.99.12, GO:0003723, GO:0006400, GO:0009982, GO:0031119, GO:0106029, KEGG:K06173, RefSeq:WP_000016631.1, SO:0001217, UniParc:UPI0000059B34, UniRef:UniRef100_B5EZQ2, UniRef:UniRef50_A8ADR1, UniRef:UniRef90_Q8ZNB9"
"tRNA pseudouridine(55) synthase TruB","truB",9,"GEGEGB_16870","COG:COG0130, COG:J, EC:5.4.99.25, GO:0003723, GO:0004730, GO:0006400, GO:0009982, GO:0031119, GO:0106029, GO:1990481, RefSeq:WP_000089682.1, SO:0001217, UniParc:UPI000005A4F0, UniRef:UniRef100_Q8Z3H9, UniRef:UniRef50_P45142, UniRef:UniRef90_P60342"
"tRNA pseudouridine(65) synthase TruC","truC",9,"GEGEGB_15090","COG:COG0564, COG:J, EC:5.4.99.26, GO:0000455, GO:0001522, GO:0003723, GO:0008033, GO:0009982, GO:0106029, RefSeq:WP_000890022.1, SO:0001217, UniParc:UPI000005A3BD, UniRef:UniRef100_Q8Z439, UniRef:UniRef50_P44197, UniRef:UniRef90_Q8ZMD5"
"tRNA sulfurtransferase","thiI",9,"GEGEGB_12850","COG:COG0607, COG:P, EC:2.8.1.4, GO:0000049, GO:0002937, GO:0004810, GO:0005524, GO:0005829, GO:0009228, GO:0009229, GO:0052837, GO:0140741, RefSeq:WP_000668658.1, SO:0001217, UniParc:UPI000005A230, UniRef:UniRef100_Q8Z8X1, UniRef:UniRef50_Q8XE74, UniRef:UniRef90_Q8XE74"
"tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM","cmoM",9,"GEGEGB_10255","COG:COG2227, COG:H, EC:2.1.1.-, RefSeq:WP_001154025.1, SO:0001217, UniParc:UPI000005A068, UniRef:UniRef100_A0A3Z3HTC5, UniRef:UniRef50_P36566, UniRef:UniRef90_A0A8E7D3Q1"
"tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","mnmG",9,"GEGEGB_19245","COG:COG0445, COG:J, GO:0002098, GO:0005737, GO:0008033, GO:0050660, RefSeq:WP_000499882.1, SO:0001217, UniParc:UPI000005A677, UniRef:UniRef100_Q8Z2Q7, UniRef:UniRef50_P44763, UniRef:UniRef90_Q0SYT5"
"tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase TrmN","trmN",9,"GEGEGB_01450","BlastRules:WP_000083343, BlastRules:WP_000083348, COG:COG4123, COG:J, EC:2.1.1.223, GO:0003676, GO:0005737, GO:0016430, RefSeq:WP_000083348.1, SO:0001217, UniParc:UPI0000059A63, UniRef:UniRef100_Q8Z4J9, UniRef:UniRef50_Q8XA22, UniRef:UniRef90_A9MGW2"
"tRNA-modifying protein YgfZ","ygfZ",9,"GEGEGB_15605","COG:COG0354, COG:O, GO:0005542, GO:0005737, GO:0008033, GO:0009451, RefSeq:WP_000874170.1, SO:0001217, UniParc:UPI000005A414, UniRef:UniRef100_B4TUR5, UniRef:UniRef50_Q8ZM80, UniRef:UniRef90_Q8ZM80"
"tRNA-uridine aminocarboxypropyltransferase","tapT",9,"GEGEGB_01410","BlastRules:WP_001300438, COG:COG3148, COG:J, EC:2.5.1.25, RefSeq:WP_000183640.1, SO:0001217, UniParc:UPI0000059A5C, UniRef:UniRef100_A0A725G8B2, UniRef:UniRef50_W9BQ16, UniRef:UniRef90_A0A2I5HDF2"
"tagatose bisphosphate family class II aldolase","gatY",9,"GEGEGB_16710","COG:COG0191, COG:G, EC:4.1.2.40, GO:0008270, GO:0009025, GO:0019404, GO:2001059, RefSeq:WP_000469985.1, SO:0001217, UniParc:UPI000005A4D4, UniRef:UniRef100_Q8XGZ9, UniRef:UniRef50_P0C8J7, UniRef:UniRef90_Q8XGZ9"
"tellurite resistance methyltransferase TehB","tehB",9,"GEGEGB_08010","COG:C, COG:COG4106, EC:2.1.1.265, GO:0008757, GO:0046690, RefSeq:WP_000218282.1, SO:0001217, UniParc:UPI0000059EDA, UniRef:UniRef100_A0A725FVN9, UniRef:UniRef50_P25397, UniRef:UniRef90_A0A2I5HGJ4"
"terminus macrodomain insulation protein YfbV","yfbV",9,"GEGEGB_02850","COG:COG3092, COG:S, GO:0005886, RefSeq:WP_000106616.1, SO:0001217, UniParc:UPI0000059B54, UniRef:UniRef100_Q8Z521, UniRef:UniRef50_Q8Z521, UniRef:UniRef90_Q8Z521"
"tetraacyldisaccharide 4'-kinase","lpxK",9,"GEGEGB_10290","COG:COG1663, COG:M, EC:2.7.1.130, GO:0005524, GO:0009029, GO:0009245, GO:0016310, RefSeq:WP_000561698.1, SO:0001217, UniParc:UPI000005A06D, UniRef:UniRef100_Q8Z801, UniRef:UniRef50_P27300, UniRef:UniRef90_Q8Z801"
"tetrathionate reductase subunit TtrA","ttrA",9,"GEGEGB_06645","COG:C, COG:COG0243, EC:1.8.-.-, GO:0005886, GO:0016491, GO:0042597, GO:0043546, GO:0046872, GO:0051539, RefSeq:WP_000002364.1, SO:0001217, UniParc:UPI0000059DE8, UniRef:UniRef100_A0A725K3Q0, UniRef:UniRef50_Q9Z4S6, UniRef:UniRef90_Q9Z4S6"
"tetrathionate reductase subunit TtrB","ttrB",9,"GEGEGB_06655","COG:C, COG:COG0437, GO:0005886, GO:0042597, GO:0046872, GO:0051539, RefSeq:WP_001523928.1, SO:0001217, UniParc:UPI00004F7BC6, UniRef:UniRef100_Q7CQM9, UniRef:UniRef50_Q7CQM9, UniRef:UniRef90_Q7CQM9"
"tetrathionate reductase subunit TtrC","ttrC",9,"GEGEGB_06650","COG:COG3301, COG:P, GO:0005886, RefSeq:WP_000149765.1, SO:0001217, UniParc:UPI0000059DE9, UniRef:UniRef100_A0A726A8C1, UniRef:UniRef50_Q9Z4S7, UniRef:UniRef90_Q9Z4S7"
"thiamine ABC transporter ATP-binding protein ThiQ","thiQ",9,"GEGEGB_00575","COG:COG3840, COG:H, EC:7.6.2.-, EC:7.6.2.15, GO:0005524, GO:0005886, GO:0016887, GO:0048502, RefSeq:WP_000915973.1, SO:0001217, UniParc:UPI00000599CD, UniRef:UniRef100_Q8Z9I6, UniRef:UniRef50_Q8ZRV2, UniRef:UniRef90_Q8ZRV2"
"thiamine ABC transporter substrate binding subunit","thiB",9,"GEGEGB_00585","COG:COG4143, COG:H, GO:0009897, GO:0015888, GO:0030288, GO:0030974, GO:0030975, GO:0030976, GO:0048502, GO:0055052, GO:0055085, KEGG:K02064, RefSeq:WP_000915326.1, SO:0001217, UniParc:UPI00000599CF, UniRef:UniRef100_Q7CR85, UniRef:UniRef50_Q7CR85, UniRef:UniRef90_Q7CR85"
"thiamine kinase","thiK",9,"GEGEGB_09055","COG:COG0510, COG:H, EC:2.7.1.89, GO:0005524, GO:0006772, GO:0009229, GO:0016310, GO:0019165, RefSeq:WP_001257320.1, SO:0001217, UniParc:UPI0000059F90, UniRef:UniRef100_B5F8E6, UniRef:UniRef50_Q8ZQ07, UniRef:UniRef90_Q8ZQ07"
"thiamine phosphate synthase","thiE",9,"GEGEGB_18265","COG:COG0352, COG:H, EC:2.5.1.3, GO:0000287, GO:0004789, GO:0005737, GO:0009228, GO:0009229, RefSeq:WP_000284626.1, SO:0001217, UniParc:UPI000005A5D9, UniRef:UniRef100_Q8Z325, UniRef:UniRef50_Q9L9I8, UniRef:UniRef90_Q9L9I8"
"thiamine-phosphate kinase","thiL",9,"GEGEGB_12880","COG:COG0611, COG:H, EC:2.7.4.16, GO:0000287, GO:0005524, GO:0009030, GO:0009228, GO:0009229, GO:0016310, RefSeq:WP_000752139.1, SO:0001217, UniParc:UPI000005A236, UniRef:UniRef100_A0A725GCC1, UniRef:UniRef50_P55881, UniRef:UniRef90_P55881"
"thiamine/thiamine pyrophosphate ABC transporter permease ThiP","thiP",9,"GEGEGB_00580","COG:COG1178, COG:P, EC:7.6.2.-, GO:0005886, GO:0015888, GO:0022857, KEGG:K02063, RefSeq:WP_000235645.1, SO:0001217, UniParc:UPI00000599CE, UniRef:UniRef100_A0A725G727, UniRef:UniRef50_Q8ZRV1, UniRef:UniRef90_Q8ZRV1"
"thiazole synthase","thiG",9,"GEGEGB_18275","BlastRules:WP_000944065, BlastRules:WP_000944073, COG:COG2022, COG:H, EC:2.8.1.10, GO:0005737, GO:0009229, GO:1990107, RefSeq:WP_000944065.1, SO:0001217, UniParc:UPI000005A5DC, UniRef:UniRef100_Q8Z322, UniRef:UniRef50_A8LFH1, UniRef:UniRef90_Q57H64"
"thioesterase family protein","yigI",9,"GEGEGB_17620","COG:COG2050, COG:Q, EC:3.1.2.20, GO:0005737, GO:0006629, GO:0016289, RefSeq:WP_001277136.1, SO:0001217, UniParc:UPI000005A56D, UniRef:UniRef100_P0A1U1, UniRef:UniRef50_P0ADP3, UniRef:UniRef90_P0ADP3"
"thiol peroxidase","tpx",9,"GEGEGB_08395","COG:COG2077, COG:O, EC:1.11.1.-, EC:1.11.1.24, GO:0008379, GO:0016684, KEGG:K11065, RefSeq:WP_000084375.1, SO:0001217, UniParc:UPI0000059F1A, UniRef:UniRef100_Q8Z7A8, UniRef:UniRef50_Q8ZP65, UniRef:UniRef90_Q8ZP65"
"thiol:disulfide interchange protein DsbA","dsbA",9,"GEGEGB_19120","COG:COG1651, COG:O, EC:1.8.4.15, GO:0015036, GO:0016491, GO:0042597, KEGG:K03673, RefSeq:WP_000725369.1, SO:0001217, UniParc:UPI000005A665, UniRef:UniRef100_Q9X6N0, UniRef:UniRef50_P52234, UniRef:UniRef90_Q9X6N0"
"thiol:disulfide interchange protein DsbG","dsbG",9,"GEGEGB_11920","COG:COG1651, COG:O, EC:1.8.4.-, KEGG:K03805, RefSeq:WP_000597117.1, SO:0001217, UniParc:UPI000005A18B, UniRef:UniRef100_A0A725K2F3, UniRef:UniRef50_P77202, UniRef:UniRef90_A0A3S4GW75"
"thioredoxin TrxA","trxA",9,"GEGEGB_17830","GO:0005737, GO:0005829, GO:0006662, GO:0015035, GO:0030337, GO:0045454, RefSeq:WP_001280776.1, SO:0001217, UniParc:UPI000003112A, UniRef:UniRef100_P0AA27, UniRef:UniRef50_P0AA27, UniRef:UniRef90_P0AA27"
"thioredoxin TrxC","trxC",9,"GEGEGB_01415","COG:COG3118, COG:O, EC:1.8.1.8, GO:0005737, GO:0006662, GO:0015035, GO:0046872, GO:0047134, RefSeq:WP_001098738.1, SO:0001217, UniParc:UPI0000059A5D, UniRef:UniRef100_A0A725G2L2, UniRef:UniRef50_P0AGG6, UniRef:UniRef90_P0AGG6"
"thioredoxin-dependent thiol peroxidase","bcp",9,"GEGEGB_02010","COG:COG1225, COG:O, EC:1.11.1.24, GO:0016209, GO:0016491, RefSeq:WP_001068686.1, SO:0001217, UniParc:UPI0000059AC0, UniRef:UniRef100_A0A8E6XFQ2, UniRef:UniRef50_P0AE52, UniRef:UniRef90_A0A0F6RFL6"
"thioredoxin-disulfide reductase","trxB",9,"GEGEGB_10430","COG:COG0492, COG:O, EC:1.8.1.9, GO:0004791, GO:0005829, GO:0019430, GO:0045454, GO:0050660, GO:1902515, KEGG:K00384, RefSeq:WP_000537407.1, SO:0001217, UniParc:UPI000005A087, UniRef:UniRef100_A0A3Z3HXL0, UniRef:UniRef50_P0A9P5, UniRef:UniRef90_P0A9P5"
"thiosulfate reductase PhsA","phsA",9,"GEGEGB_04305","COG:C, COG:COG0243, EC:1.8.2.5, EC:1.8.5.5, GO:0016491, GO:0042597, GO:0043546, GO:0046872, GO:0051539, RefSeq:WP_000028230.1, SO:0001217, UniParc:UPI0000059C5B, UniRef:UniRef100_A0A725G7D5, UniRef:UniRef50_P37600, UniRef:UniRef90_P37600"
"thiosulfate reductase cytochrome B subunit","phsC",9,"GEGEGB_04315","COG:COG4117, COG:P, GO:0005886, GO:0009055, GO:0020037, GO:0022904, GO:0046872, RefSeq:WP_001092553.1, SO:0001217, UniParc:UPI0000059C5D, UniRef:UniRef100_A0A5H6KLK3, UniRef:UniRef50_P37602, UniRef:UniRef90_P37602"
"thiosulfate reductase electron transport protein PhsB","phsB",9,"GEGEGB_04310","BlastRules:WP_001016236, COG:C, COG:COG0437, GO:0005886, GO:0046872, GO:0051539, KEGG:K08353, RefSeq:WP_001016236.1, SO:0001217, UniParc:UPI0000059C5C, UniRef:UniRef100_P0A1I2, UniRef:UniRef50_P0A1I2, UniRef:UniRef90_P0A1I2"
"thiosulfate sulfurtransferase GlpE","glpE",9,"GEGEGB_21085","COG:COG0607, COG:P, EC:2.8.1.1, GO:0004792, GO:0005737, GO:0006071, RefSeq:WP_000434523.1, SO:0001217, UniParc:UPI000005A7A7, UniRef:UniRef100_Q57IV0, UniRef:UniRef50_A8AQX5, UniRef:UniRef90_Q57IV0"
"thiosulfate sulfurtransferase PspE","pspE",9,"GEGEGB_08430","COG:COG0607, COG:P, EC:2.8.1.1, RefSeq:WP_000913432.1, SO:0001217, UniParc:UPI0000059F1E, UniRef:UniRef100_A0A1S0ZKP3, UniRef:UniRef50_A0A0G3CQH4, UniRef:UniRef90_A0A5I9MB14"
"thiosulfate/sulfate ABC transporter substrate-binding protein CysP","cysP",9,"GEGEGB_02255","BlastRules:WP_000290230, COG:COG4150, COG:P, GO:0042597, GO:1901681, GO:1902358, RefSeq:WP_000290267.1, SO:0001217, UniParc:UPI0000059AEE, UniRef:UniRef100_A0A725K3I2, UniRef:UniRef50_P16700, UniRef:UniRef90_P16700"
"threonine ammonia-lyase, biosynthetic","ilvA",9,"GEGEGB_17895","COG:COG1171, COG:E, EC:4.3.1.19, GO:0003941, GO:0004794, GO:0006565, GO:0006566, GO:0006567, GO:0009097, GO:0030170, RefSeq:WP_010989250.1, SO:0001217, UniParc:UPI000005A59C, UniRef:UniRef100_A0A725K2Z1, UniRef:UniRef50_P04968, UniRef:UniRef90_P20506"
"threonine export protein RhtC","rhtC",9,"GEGEGB_17605","COG:COG1280, COG:E, GO:0005886, GO:0006865, GO:0015171, RefSeq:WP_000928814.1, SO:0001217, UniParc:UPI000005A56A, UniRef:UniRef100_Q8Z3B3, UniRef:UniRef50_P0AG39, UniRef:UniRef90_P0AG39"
"threonine synthase","thrC",9,"GEGEGB_00020","COG:COG0498, COG:E, EC:4.2.3.1, GO:0004795, GO:0005829, GO:0009088, GO:0030170, RefSeq:WP_000781103.1, SO:0001217, UniParc:UPI0000059965, UniRef:UniRef100_A0A725G067, UniRef:UniRef50_P00934, UniRef:UniRef90_P00934"
"threonine-phosphate decarboxylase CobD","cobD",9,"GEGEGB_11720","COG:COG0079, COG:E, EC:4.1.1.81, GO:0005737, GO:0009236, GO:0030170, GO:0042802, GO:0042803, GO:0048472, RefSeq:WP_001173241.1, SO:0001217, UniParc:UPI000005A168, UniRef:UniRef100_Q8Z8H8, UniRef:UniRef50_P97084, UniRef:UniRef90_P97084"
"threonine/homoserine exporter RhtA","rhtA",9,"GEGEGB_10845","COG:COG5006, COG:E, GO:0005886, GO:0015565, RefSeq:WP_001119558.1, SO:0001217, UniParc:UPI000005A0D5, UniRef:UniRef100_A0A725VN24, UniRef:UniRef50_E1W9W8, UniRef:UniRef90_E1W9W8"
"threonine/serine exporter","yjjB",9,"GEGEGB_24240","COG:COG3610, COG:S, GO:0005886, GO:0015744, RefSeq:WP_000511327.1, SO:0001217, UniParc:UPI000005A9CD, UniRef:UniRef100_Q8Z0W0, UniRef:UniRef50_A0A0H3FQN0, UniRef:UniRef90_Q8Z0W0"
"thymidine kinase","tdk",9,"GEGEGB_08790","COG:COG1435, COG:F, EC:2.7.1.21, GO:0004797, GO:0005524, GO:0005737, GO:0008270, GO:0016310, GO:0071897, RefSeq:WP_000068097.1, SO:0001217, UniParc:UPI0000059F5F, UniRef:UniRef100_Q5PCT4, UniRef:UniRef50_Q5ZXU5, UniRef:UniRef90_Q5PCT4"
"thymidine phosphorylase","deoA",9,"GEGEGB_24355","COG:COG0213, COG:F, EC:2.4.2.4, GO:0004645, GO:0006139, GO:0006206, GO:0009032, GO:0016154, GO:0046104, RefSeq:WP_000477838.1, SO:0001217, UniParc:UPI000005A9E1, UniRef:UniRef100_B5FTC6, UniRef:UniRef50_Q74PY8, UniRef:UniRef90_Q57G40"
"thymidylate synthase","thyA",9,"GEGEGB_15295","COG:COG0207, COG:F, EC:2.1.1.45, GO:0004799, GO:0005737, GO:0006231, GO:0006235, GO:0032259, KEGG:K00560, RefSeq:WP_000816222.1, SO:0001217, UniParc:UPI000005A3DF, UniRef:UniRef100_Q8Z412, UniRef:UniRef50_Q7N8U4, UniRef:UniRef90_Q8Z412"
"transaldolase","tal",9,"GEGEGB_02110","COG:COG0176, COG:G, EC:2.2.1.2, GO:0004801, GO:0005829, GO:0005975, GO:0006098, KEGG:K00616, RefSeq:WP_001072452.1, SO:0001217, UniParc:UPI0000059AD2, UniRef:UniRef100_A0A3U8Y8E8, UniRef:UniRef50_Q57TP8, UniRef:UniRef90_Q8ZN83"
"transaldolase B","tal",9,"GEGEGB_00035","BlastRules:WP_000130175, COG:COG0176, COG:G, EC:2.2.1.2, GO:0004801, GO:0005829, GO:0005975, GO:0006098, RefSeq:WP_000130175.1, SO:0001217, UniParc:UPI0000059968, UniRef:UniRef100_Q57TP8, UniRef:UniRef50_Q57TP8, UniRef:UniRef90_Q57TP8"
"transcription antitermination factor NusB","nusB",9,"GEGEGB_12885","GO:0003723, GO:0006353, GO:0006355, GO:0031564, RefSeq:WP_000801120.1, SO:0001217, UniParc:UPI000005A237, UniRef:UniRef100_Q8Z8X6, UniRef:UniRef50_Q6D847, UniRef:UniRef90_A8AK38"
"transcription elongation factor GreA","greA",9,"GEGEGB_16940","COG:COG0782, COG:K, GO:0003677, GO:0032784, GO:0070063, RefSeq:WP_001148008.1, SO:0001217, UniParc:UPI000005A4FC, UniRef:UniRef100_P64282, UniRef:UniRef50_P0A6W7, UniRef:UniRef90_P0A6W7"
"transcription elongation factor GreB","greB",9,"GEGEGB_21160","COG:COG0782, COG:K, GO:0003677, GO:0003711, GO:0006354, GO:0032784, GO:0070063, RefSeq:WP_000856695.1, SO:0001217, UniParc:UPI000005A7B6, UniRef:UniRef100_Q8Z217, UniRef:UniRef50_P30128, UniRef:UniRef90_P30128"
"transcription modulator YdgT","ydgT",9,"GEGEGB_07040","GO:0003677, RefSeq:WP_000217946.1, SO:0001217, UniParc:UPI0000059E31, UniRef:UniRef100_A0A0H3NGF1, UniRef:UniRef50_A0A0H3NGF1, UniRef:UniRef90_A0A0H3NGF1"
"transcription termination factor Rho","rho",9,"GEGEGB_17825","EC:3.6.4.-, GO:0003723, GO:0004386, GO:0005524, GO:0005829, GO:0006353, GO:0008186, GO:0016887, RefSeq:WP_001054532.1, SO:0001217, UniParc:UPI000005A590, UniRef:UniRef100_P0A296, UniRef:UniRef50_P0AG32, UniRef:UniRef90_P0AG32"
"transcription-repair coupling factor","mfd",9,"GEGEGB_09010","COG:COG1197, COG:LK, EC:3.6.1.-, EC:3.6.4.-, GO:0000716, GO:0003676, GO:0003677, GO:0003684, GO:0005524, GO:0005829, GO:0006281, GO:0006283, GO:0006294, GO:0006355, GO:0006974, GO:0015616, GO:0016787, GO:0043175, GO:1990391, RefSeq:WP_001114340.1, SO:0001217, UniParc:UPI0000059F88, UniRef:UniRef100_A0A725VIH3, UniRef:UniRef50_P30958, UniRef:UniRef90_P30958"
"transcription/translation regulatory transformer protein RfaH","rfaH",9,"GEGEGB_17510","GO:0006355, RefSeq:WP_001192407.1, SO:0001217, UniParc:UPI000005A558, UniRef:UniRef100_A0A725G3E8, UniRef:UniRef50_A0A381HAF1, UniRef:UniRef90_A0A381HAF1"
"transcriptional activator NhaR","nhaR",9,"GEGEGB_00225","COG:COG0583, COG:K, GO:0003677, GO:0003700, GO:0005737, GO:0006355, SO:0001217, UniParc:UPI0001603D0A, UniRef:UniRef100_A0A3Y4H234, UniRef:UniRef50_P0A9G2, UniRef:UniRef90_P0A9G2"
"transcriptional regulator ArgR","argR",9,"GEGEGB_17260","COG:COG1438, COG:K, GO:0003677, GO:0003700, GO:0005737, GO:0006526, GO:0034618, GO:0051259, RefSeq:WP_001257852.1, SO:0001217, UniParc:UPI000005A533, UniRef:UniRef100_B5F7M0, UniRef:UniRef50_Q9KUT4, UniRef:UniRef90_A8AQC9"
"transcriptional regulator AsnC","asnC",9,"GEGEGB_19235","COG:COG1522, COG:K, GO:0043565, RefSeq:WP_000433016.1, SO:0001217, UniParc:UPI000005A675, UniRef:UniRef100_A0A1S0Z8M0, UniRef:UniRef50_P0ACI8, UniRef:UniRef90_A0A078L5L5"
"transcriptional regulator BolA","bolA",9,"GEGEGB_12730","COG:COG0271, COG:KT, RefSeq:WP_024139872.1, SO:0001217, UniParc:UPI0003E4C605, UniRef:UniRef100_M7SGQ9, UniRef:UniRef50_P0ABE3, UniRef:UniRef90_A8AK18"
"transcriptional regulator CecR","cecR",9,"GEGEGB_10920","COG:COG1309, COG:K, RefSeq:WP_001025256.1, SO:0001217, UniParc:UPI000005A0DF, UniRef:UniRef100_A0A5I1DIE3, UniRef:UniRef50_A8AIZ0, UniRef:UniRef90_E8XBT2"
"transcriptional regulator ChbR","chbR",9,"GEGEGB_06330","COG:COG2207, COG:K, GO:0003700, GO:0006355, RefSeq:WP_001537753.1, SO:0001217, UniParc:UPI000048ED13, UniRef:UniRef100_A0A5I4K5C4, UniRef:UniRef50_P17410, UniRef:UniRef90_D4BAF5"
"transcriptional regulator GutM","gutM",9,"GEGEGB_14415","COG:COG4578, COG:K, RefSeq:WP_000255198.1, SO:0001217, UniParc:UPI000005A33B, UniRef:UniRef100_A0A8X6K232, UniRef:UniRef50_P15081, UniRef:UniRef90_A0A6C6Z5S5"
"transcriptional regulator HilA","hilA",9,"GEGEGB_14610","BlastRules:WP_001120085, COG:CO, COG:COG4235, GO:0000156, GO:0000976, GO:0005829, GO:0006355, GO:0032993, RefSeq:WP_001120092.1, SO:0001217, UniParc:UPI000005A364, UniRef:UniRef100_P43016, UniRef:UniRef50_P43015, UniRef:UniRef90_P43015"
"transcriptional regulator LeuO","leuO",9,"GEGEGB_00630","COG:COG0583, COG:K, GO:0000976, GO:0001216, GO:0003700, GO:0006355, GO:0032993, GO:0045893, RefSeq:WP_001115425.1, SO:0001217, UniParc:UPI00000599D6, UniRef:UniRef100_A0A725VK26, UniRef:UniRef50_P10151, UniRef:UniRef90_P46924"
"transcriptional regulator LldR","lldR",9,"GEGEGB_20225","COG:COG2186, COG:K, GO:0003700, GO:0006355, RefSeq:WP_000636695.1, SO:0001217, UniParc:UPI000005A712, UniRef:UniRef100_A0A725G302, UniRef:UniRef50_P0ACL7, UniRef:UniRef90_A9MLC4"
"transcriptional regulator LrhA","lrhA",9,"GEGEGB_02880","COG:COG0583, COG:K, GO:0003700, GO:0006355, RefSeq:WP_000606282.1, SO:0001217, UniParc:UPI0000059B5A, UniRef:UniRef100_A0A725VEB1, UniRef:UniRef50_P36771, UniRef:UniRef90_A0A402SM69"
