"Gene","Non-unique Gene name","Annotation","GCF_000022165.1","GCF_000020925.1","GCF_000020885.1","GCF_000007545.1","GCF_000170215.1","GCF_000020745.1","GCF_000171535.2","GCF_000171415.1","GCF_000171515.1"
"group_1406","","hypothetical protein","","","","GEGEGB_22580","","","","",""
"group_1405","","hypothetical protein","","","","GEGEGB_04615","","","","",""
"group_1404","","ACT domain-containing protein","","","BEJGEH_13280","","","","","",""
"group_1403","lysR","LysR family transcriptional regulator","","HFCAGB_11260","","","","","","",""
"group_1401","rusA","Crossover junction endodeoxyribonuclease rusA","","","","","","LNHIMF_21455","","",""
"group_1400","","Secreted protein","","","","","","LNHIMF_19795","","",""
"group_1398","","Head-tail adaptor","","","","GEGEGB_09960","","","","",""
"mor","mor","Transcriptional regulator middle operon regulator (Mor) family","","","","GEGEGB_07355","","","","",""
"group_1397","","PTS sorbose transporter subunit IIB","","","BEJGEH_21950","","","","","",""
"group_1396","","hypothetical protein","","","BEJGEH_07655","","","","","",""
"group_1395","","Lysine-specific metallo-endopeptidase domain-containing protein","","HFCAGB_03115","","","","","","",""
"group_1392","","DUF551 domain-containing protein","","","","","","","","","PKJKAM_15915"
"rmtC","rmtC","RmtC family 16S rRNA (guanine(1405)-N(7))-methyltransferase","","","","","","","ONMMKP_14820","",""
"group_1391","","hypothetical protein","","","","","","","ONMMKP_06785","",""
"group_1390","","NimC/NimA family protein","","","","","","LNHIMF_23550","","",""
"group_1389","","TIGR03757 family integrating conjugative element protein","","","","GEGEGB_22585","","","","",""
"group_1388","","DUF2570 domain-containing protein","","HFCAGB_11015","","","","","","",""
"mcjB","mcjB","Microcin J25-processing protein McjB C-terminal domain-containing protein","","","","","","","ONMMKP_14925","",""
"group_1386","","hypothetical protein","","","","","","","ONMMKP_11445","",""
"group_1385","","Ornithine carbamoyltransferase","","","","","","","ONMMKP_06710","",""
"group_1384","","HK97 gp10 family phage protein","","","","","","","ONMMKP_03740","",""
"group_1383","ssb","Single-stranded DNA-binding protein","","","","","","LNHIMF_03300","","",""
"group_1382","","hypothetical protein","","","","GEGEGB_04630","","","","",""
"group_1381","tnp","IS200/IS605 family transposase","","HFCAGB_14885","","","","","","",""
"group_1378","","Gp22","","","","","","","ONMMKP_03675","",""
"group_1377","","DNA primase","","","","","","LNHIMF_03255","","",""
"group_1375","","Phage protein","","","","","","","","","PKJKAM_09140"
"group_1374","","Phage protein","","","","","","","ONMMKP_20590","",""
"group_1373","","Phage Gp30-7 protein","","","","","","","ONMMKP_06825","",""
"group_1372","","DUF3168 domain-containing protein","","","","","","","ONMMKP_06750","",""
"tae2","tae2","Type VI secretion amidase effector 2 protein","","","","GEGEGB_13615","","","","",""
"group_1371","vapC","tRNA(fMet)-specific endonuclease VapC","","","BEJGEH_22625","","","","","",""
"group_1369","","Phage protein","","","","","","","","IKCLMC_04690",""
"group_1368","","hypothetical protein","","","","","","","ONMMKP_23355","",""
"group_1367","","Cytoplasmic protein","","","","","","LNHIMF_03315","","",""
"group_1366","","Fic family protein","","","BEJGEH_23045","","","","","",""
"group_1365","","Rap1a immunity protein domain-containing protein","","","BEJGEH_21255","","","","","",""
"group_1364","hns","DNA-binding protein H-NS","","HFCAGB_11285","","","","","","",""
"group_1362","","Decoration protein","","HFCAGB_03120","","","","","","",""
"group_1358","","Eaa protein","","","","","","","","","PKJKAM_09150"
"group_1355","","Recombination protein","","","","","","","","IKCLMC_11745",""
"perR","perR","HTH-type transcriptional regulator PerR","","","","","","","","IKCLMC_07065",""
"group_1354","","DUF1682 domain-containing protein","","","","GEGEGB_15525","","","","",""
"group_1351","","Gas vesicle protein","","","","","","","","IKCLMC_04615",""
"group_1350","","Secreted protein","","","","","","","ONMMKP_09430","",""
"group_1349","","hypothetical protein","","","","","","","ONMMKP_03715","",""
"group_1348","","phage head closure protein","","","","","","LNHIMF_21550","","",""
"group_1347","","DUF1499 domain-containing protein","","","","","","LNHIMF_03150","","",""
"group_1346","","Helix-turn-helix domain-containing protein","","","","","ODDLKH_08290","","","",""
"group_1345","","DUF4494 domain-containing protein","","HFCAGB_05380","","","","","","",""
"group_1343","","Conjugative transfer ATPase","","","","GEGEGB_22570","","","","",""
"group_1341","","AAA family ATPase","","","","","","","ONMMKP_14770","",""
"group_1340","lexA","SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase)","","","","","","","ONMMKP_03620","",""
"pilM","pilM","Type IV pilus biogenesis protein PilM","","","","GEGEGB_22420","","","","",""
"group_1339","","Bacteriophage protein","","","","GEGEGB_09970","","","","",""
"group_1338","","Helix-turn-helix domain-containing protein","","","BEJGEH_06015","","","","","",""
"group_1336","","KilA-N domain-containing protein","AJBGEP_10655","","","","","","","",""
"group_1335","","Ubiquitin carboxyl-hydrolase","","","","","","","","","PKJKAM_15725"
"merC","merC","organomercurial transporter MerC","","","","","","LNHIMF_23700","","",""
"group_1334","","Transmembrane protein","","","","","","LNHIMF_13985","","",""
"fosA72","fosA7.2","fosfomycin resistance glutathione transferase FosA7-2","","","BEJGEH_23050","","","","","",""
"group_1331","","Replication protein","","","","","","","","","PKJKAM_09135"
"group_1330","","HK97 gp10 family phage protein","","","","","","","","IKCLMC_11875",""
"group_1329","","Transcriptional regulator","","","","","","","","IKCLMC_04480",""
"group_1328","","hypothetical protein","","","","","","","ONMMKP_05425","",""
"group_1327","","hypothetical protein","","","","","","LNHIMF_18905","","",""
"arsC","arsC","glutaredoxin-dependent arsenate reductase","","","","","","LNHIMF_03510","","",""
"group_1326","","Cytoplasmic protein","","","","GEGEGB_13610","","","","",""
"group_1324","","DUF4054 domain-containing protein","","HFCAGB_05425","","","","","","",""
"group_1321","","Transmembrane protein","","","","","","","","IKCLMC_16670",""
"group_1320","","Bacteriophage protein","","","","GEGEGB_09905","","","","",""
"group_1319","","Secreted protein","","","BEJGEH_10825","","","","","",""
"vapC","vapC","Ribonuclease/mRNA interferase VapC contains PIN domain","","HFCAGB_24350","","","","","","",""
"group_1318","","Type I restriction modification DNA specificity domain protein","","HFCAGB_23795","","","","","","",""
"group_1317","","HNH endonuclease","","HFCAGB_06740","","","","","","",""
"segE","segE","Putative endonuclease SegE GIY-YIG domain-containing protein","","","","","","","ONMMKP_06680","",""
"group_1314","","DUF3102 domain-containing protein","","","","GEGEGB_07285","","","","",""
"group_1313","","hypothetical protein","","","BEJGEH_01490","","","","","",""
"group_1312","tnp","IS200/IS605 family ISSen6 transposase","","","BEJGEH_00515","","","","","",""
"group_1310","","ORF19","","HFCAGB_05430","","","","","","",""
"group_1308","merR","mercury resistance transcriptional regulator MerR","","","","","","","ONMMKP_14760","",""
"merR","merR","mercury resistance transcriptional regulator MerR","","","","","","LNHIMF_23715","","",""
"group_1307","","Sea24","","","","","","LNHIMF_08055","","",""
"group_1306","","hypothetical protein","","","","","","LNHIMF_03225","","",""
"group_1305","","Periplasmic protein","","HFCAGB_11010","","","","","","",""
"group_1304","","HK97 gp10 family phage protein","","","","","","LNHIMF_03065","","",""
"group_1303","","DUF4231 domain-containing protein","","","BEJGEH_09880","","","","","",""
"group_1302","","Phage tail protein","","HFCAGB_05445","","","","","","",""
"group_1301","","hypothetical protein","","HFCAGB_01525","","","","","","",""
"group_1299","","Reverse transcriptase","","","","","","LNHIMF_13950","","",""
"group_1298","","Tail assembly chaperone","","","","GEGEGB_18095","","","","",""
"group_1297","","DUF3277 domain-containing protein","","","","GEGEGB_09945","","","","",""
"ninB","ninB","Protein ninB","","","","","","","","","PKJKAM_15800"
"cmtB","cmtB","PTS mannitol transporter subunit IIA","","","","","","LNHIMF_15655","","",""
"group_1294","","SMI1/KNR4 family protein","","","","GEGEGB_13510","","","","",""
"group_1291","","Phage tail protein","","","","","","","","IKCLMC_04685",""
"group_1290","","DUF4054 domain-containing protein","","","","","","","","IKCLMC_04660",""
"group_1289","","DUF1320 domain-containing protein","","","","GEGEGB_07210","","","","",""
"group_1288","","DUF1240 domain-containing protein","","","BEJGEH_05195","","","","","",""
"group_1287","","Type IV secretion protein Rhs","","HFCAGB_01550","","","","","","",""
"group_1283","","Phage protein","","","","","","LNHIMF_21590","","",""
"group_1282","","STY4534 family ICE replication protein","","","","GEGEGB_22390","","","","",""
"group_1277","","hypothetical protein","","","","","","","ONMMKP_09420","",""
"group_1276","","Lipoprotein YfjS/YafY domain-containing protein","","","","","","","ONMMKP_09415","",""
"group_1275","","Lysozyme","","","","","","","ONMMKP_06685","",""
"group_1274","","SLATT domain-containing protein","","","","GEGEGB_23030","","","","",""
"group_1273","","hypothetical protein","","","","GEGEGB_22660","","","","",""
"group_1272","","Bacteriophage protein","","","","GEGEGB_09940","","","","",""
"gemA","gemA","Regulatory protein GemA","","","","GEGEGB_07350","","","","",""
"group_1271","","Capsid completion protein","","","BEJGEH_13375","","","","","",""
"group_1270","","Lysozyme","AJBGEP_13995","","","","","","","",""
"group_1268","","Protein gp14","","","","","","","","","PKJKAM_15680"
"group_1267","","P4 prophage-derived uncharacterized protein t2654","","","","GEGEGB_14000","","","","",""
"group_1264","","Protein gp14","","HFCAGB_03170","","","","","","",""
"group_1261","","DUF1795 domain-containing protein","","","","","","","","","PKJKAM_17325"
"group_1260","","Antirestriction protein","","","","","","","ONMMKP_09450","",""
"group_1259","","DUF4231 domain-containing protein","","","","GEGEGB_22670","","","","",""
"gpG","gpG","phage virion morphogenesis protein","","","","GEGEGB_07230","","","","",""
"group_1254","","DNA stabilization protein","","","","","","","","","PKJKAM_15695"
"group_1253","","Phage membrane protein","","","","","","","ONMMKP_21690","",""
"group_1252","","hypothetical protein","","","","","","","ONMMKP_18675","",""
"group_1251","","DNA-binding protein","","","","","","","ONMMKP_06850","",""
"group_1250","","Ash family protein","","","","GEGEGB_23060","","","","",""
"csgD","csgD","DNA-binding transcriptional regulator CsgD family","","","","","","","ONMMKP_09070","",""
"group_1245","","phage terminase small subunit P27 family","","","","","","LNHIMF_21515","","",""
"group_1243","","Gp37 family protein","","","","GEGEGB_07205","","","","",""
"group_1239","","hypothetical protein","","","","","","","","IKCLMC_07570",""
"group_1238","","Transposase","","","","","","LNHIMF_03535","","",""
"group_1237","","Spanin inner membrane subunit","","","","","","LNHIMF_02995","","",""
"group_1236","","IS3 family transposase","","","","GEGEGB_23990","","","","",""
"group_1235","","Pili assembly chaperone","","","","GEGEGB_22485","","","","",""
"group_1232","","Regulator","AJBGEP_06270","","","","","","","",""
"group_1231","parB","ParB","","","","","","","","","PKJKAM_20105"
"group_1230","","hypothetical protein","","","","","","","","IKCLMC_16640",""
"group_1229","","DUF1833 domain-containing protein","","","","","","","","IKCLMC_11905",""
"traB","traB","TraB","","","","","","LNHIMF_23665","","",""
"group_1228","","Prophage protein","","","","","","LNHIMF_02885","","",""
"group_1226","","hypothetical protein","","","BEJGEH_22985","","","","","",""
"envY","envY","Porin thermoregulatory protein EnvY","","","BEJGEH_21820","","","","","",""
"group_1225","","Spanin inner membrane subunit","","HFCAGB_03100","","","","","","",""
"group_1224","","Class I SAM-dependent methyltransferase","AJBGEP_06300","","","","","","","",""
"dfrA1","dfrA1","trimethoprim-resistant dihydrofolate reductase DfrA1","","","","","","","ONMMKP_14860","",""
"group_1220","","Phage tail protein","","","","","","","ONMMKP_06740","",""
"tetR","tetR","TetR family transcriptional regulator","","","","","","LNHIMF_15905","","",""
"group_1218","","Methyltransferase type 11 domain-containing protein","","HFCAGB_11140","","","","","","",""
"group_1217","perC","PerC family transcriptional regulator","","HFCAGB_11060","","","","","","",""
"group_1213","","Lytic transglycosylase domain-containing protein","","","","GEGEGB_22460","","","","",""
"group_1211","","Adhesin","","","BEJGEH_04525","","","","","",""
"group_1210","","Lysozyme","","HFCAGB_11020","","","","","","",""
"group_1208","","hypothetical protein","","","","","","","ONMMKP_14855","",""
"group_1207","","MPN domain-containing protein","","","","","","","ONMMKP_09455","",""
"group_1206","xerD","integron integrase","","","","","","LNHIMF_23500","","",""
"group_1205","","Hcp family type VI secretion system effector","","","BEJGEH_05225","","","","","",""
"group_1204","","Type VI secretion system tube protein Hcp","","HFCAGB_05960","","","","","","",""
"group_1203","","Siphovirus Gp157 family protein","","","","","","","","","PKJKAM_15890"
"group_1202","","Phage protein gp13","","","","","","","","IKCLMC_04645",""
"group_1201","","BRCT domain-containing protein","","","","","","","ONMMKP_20980","",""
"group_1200","","Phosphotriesterase","","","","","","LNHIMF_01550","","",""
"group_1199","","Glycine zipper 2TM domain-containing protein","","","","GEGEGB_01925","","","","",""
"group_1198","","PTS mannose/fructose/sorbose transporter subunit IIB","","","BEJGEH_21955","","","","","",""
"group_1197","","Phage tail protein","","","BEJGEH_13370","","","","","",""
"perC","perC","PerC family transcriptional regulator","AJBGEP_10705","","","","","","","",""
"vgrG","vgrG","Type VI secretion system tip protein VgrG","","","BEJGEH_01465","","","","","",""
"group_1195","","Large polyvalent protein-associated domain-containing protein","","HFCAGB_05420","","","","","","",""
"group_1194","","Inner membrane protein","AJBGEP_24255","","","","","","","",""
"group_1193","","Spanin inner membrane subunit","AJBGEP_10660","","","","","","","",""
"group_1191","","Lysozyme","","","","","","","","IKCLMC_01015",""
"group_1190","yhbS","putative N-acetyltransferase YhbS","","","","GEGEGB_23025","","","","",""
"group_1189","","Terminase small subunit","","HFCAGB_03125","","","","","","",""
"group_1188","","Antitermination protein","","HFCAGB_03085","","","","","","",""
"group_1185","","Periplasmic protein","AJBGEP_24215","","","","","","","",""
"ydaT","ydaT","toxin YdaT family protein","","","","","","","","IKCLMC_04490",""
"group_1184","","GNAT family N-acetyltransferase","","","","","","","ONMMKP_11450","",""
"group_1183","","Phage protein","","","","","","","ONMMKP_09490","",""
"group_1181","","hypothetical protein","","","BEJGEH_21945","","","","","",""
"group_1180","","Prophage protein","","","","","","","ONMMKP_09485","",""
"group_1179","","Adhesin","","","","","","LNHIMF_06180","","",""
"group_1178","","Pilus assembly protein","","","","","","LNHIMF_01580","","",""
"group_1177","","Type VI secretion system amidase effector protein Tae4","","","","GEGEGB_13580","","","","",""
"group_1175","","hypothetical protein","","","","GEGEGB_08485","","","","",""
"group_1174","","glycosyltransferase","","","BEJGEH_06005","","","","","",""
"group_1171","","DUF1441 domain-containing protein","","","","","","LNHIMF_03360","","",""
"group_1170","","DNA-binding protein","","","","","","LNHIMF_03000","","",""
"group_1169","","SAR-endolysin","","","","","","LNHIMF_02985","","",""
"group_1168","","Eae-like protein","","","","","","LNHIMF_02845","","",""
"group_1167","","Death-on-curing family protein","","","","GEGEGB_10080","","","","",""
"group_1166","","Bacteriophage protein","","","","GEGEGB_09985","","","","",""
"group_1165","","Putatve membrane protein","","HFCAGB_11185","","","","","","",""
"group_1164","","hypothetical protein","","HFCAGB_05460","","","","","","",""
"pmgT","pmgT","PmgT","","","","","","","ONMMKP_05635","",""
"group_1161","","Ead/Ea22-like family protein","","","","","","LNHIMF_02840","","",""
"traW","traW","Putative traW protein","","","","GEGEGB_22510","","","","",""
"delta","delta","Transactivation protein","","","","GEGEGB_13960","","","","",""
"group_1160","","DUF2971 domain-containing protein","","","BEJGEH_09930","","","","","",""
"group_1158","","Peptidoglycan hydrolase gp4","","HFCAGB_03155","","","","","","",""
"group_1156","","Phage regulatory CII family protein","","","","","","","","","PKJKAM_09125"
"group_1155","","Phage protein","","","","","","","","IKCLMC_11900",""
"group_1154","","Lysis protein","","","","","","","","IKCLMC_01020",""
"group_1152","","hypothetical protein","","","","","","","ONMMKP_06840","",""
"group_1151","rrrD","lysozyme RrrD","","","","","","","ONMMKP_03815","",""
"group_1146","","hypothetical protein","","","","","","","","","PKJKAM_17300"
"group_1144","","transposase","","","BEJGEH_04535","","","","","",""
"ssb","ssb","Single-stranded DNA-binding protein","","HFCAGB_02970","","","","","","",""
"group_1143","","hypothetical protein","","","","","","","","IKCLMC_11830",""
"group_1142","","Protein ORFb in retron Ec67","","","","GEGEGB_17945","","","","",""
"group_1141","","hypothetical protein","","","","GEGEGB_04650","","","","",""
"group_1138","","Phage protein","","","","","","LNHIMF_21555","","",""
"group_1137","","FimD/PapC N-terminal domain-containing protein","","","","GEGEGB_19330","","","","",""
"lysM","lysM","LysM domain-containing protein","","","BEJGEH_05190","","","","","",""
"group_1134","","Transposase","","","","GEGEGB_04655","","","","",""
"group_1132","","DUF262 domain-containing protein","AJBGEP_10770","","","","","","","",""
"group_1128","","Endodeoxyribonuclease","","","","","","","","IKCLMC_11785",""
"group_1127","","Transglycosylase SLT domain-containing protein","","","","","","","ONMMKP_11405","",""
"group_1126","","Phage tail protein","","","","","","","ONMMKP_06770","",""
"group_1125","","Tail fiber assembly protein","","","","","","LNHIMF_03465","","",""
"group_1124","","Endodeoxyribonuclease","","","","","","LNHIMF_02975","","",""
"group_1123","","Tail fiber assembly protein","","","","GEGEGB_09875","","","","",""
"pefA","pefA","major pilin PefA","AJBGEP_24195","","","","","","","",""
"group_1120","","DNA-binding protein","","","","","","","ONMMKP_03800","",""
"group_1119","","MotA/TolQ/ExbB proton channel domain-containing protein","","","","","","LNHIMF_18915","","",""
"group_1118","","phage major tail tube protein","","","","GEGEGB_07190","","","","",""
"group_1114","","Resolvase/invertase-type recombinase catalytic domain-containing protein","","","","","","LNHIMF_23685","","",""
"group_1113","","Type 1 fimbrial protein","","","","","","LNHIMF_06175","","",""
"group_1111","","DUF1851 domain-containing protein","","HFCAGB_06845","","","","","","",""
"group_1108","","Phage baseplate assembly protein V","","","","GEGEGB_07150","","","","",""
"group_1107","","hypothetical protein","","","BEJGEH_23010","","","","","",""
"group_1103","","Prophage host-nuclease inhibitor protein","","","","GEGEGB_07310","","","","",""
"group_1102","","Nucleoid-associated protein","","","","GEGEGB_07280","","","","",""
"group_1101","","Tail fiber assembly protein","","","BEJGEH_13305","","","","","",""
"group_1100","","KilA-N domain-containing protein","","HFCAGB_03105","","","","","","",""
"group_1098","","Regulator protein","","","","","","","ONMMKP_14965","",""
"group_1097","","N-acetyltransferase domain-containing protein","","","","","","LNHIMF_21360","","",""
"group_1096","","hypothetical protein","","","","","","LNHIMF_03355","","",""
"group_1095","","HTH-like domain","","HFCAGB_23570","","","","","","",""
"group_1094","tagK","type VI secretion system-associated protein TagK","","","","","","","ONMMKP_09365","",""
"group_1093","","DUF2514 domain-containing protein","","","","","","LNHIMF_03345","","",""
"ssb2","ssb2","Single-stranded DNA-binding protein 2","","","","GEGEGB_22400","","","","",""
"group_1091","","DUF4339 domain-containing protein","","","","","","","ONMMKP_09425","",""
"group_1090","","Malate transporter","","","","","ODDLKH_01850","","","",""
"tviA","tviA","Vi polysaccharide biosynthesis regulator TviA","","","","GEGEGB_22995","","","","",""
"group_1088","","DUF2514 domain-containing protein","","","","GEGEGB_10025","","","","",""
"group_1087","","Hydrocephalus-inducing protein Hy-3","","","","GEGEGB_01920","","","","",""
"group_1082","","SMI1/KNR4 family protein","","","","","","","","IKCLMC_10235",""
"group_1081","","S49 family peptidase","","","","","","","","IKCLMC_01485",""
"group_1080","","Tunicamycin resistance protein","","","","","","","ONMMKP_14795","",""
"group_1079","","Terminase small subunit","","","","","","","ONMMKP_06780","",""
"group_1078","","Lipoprotein","","","","","","LNHIMF_17885","","",""
"group_1077","","Fimbrial protein","","","","","","LNHIMF_06200","","",""
"group_1076","","Cytoplasmic protein","","","","GEGEGB_22620","","","","",""
"group_1074","","Phage protein","","","","","","","","IKCLMC_04675",""
"group_1073","","Superinfection exclusion protein B","","","","","","","ONMMKP_20820","",""
"group_1072","","hypothetical protein","","","","","","","ONMMKP_11470","",""
"group_1071","","Phage protein","","","","","","LNHIMF_21560","","",""
"group_1070","","Terminase","","","","GEGEGB_07250","","","","",""
"group_1069","","IS3 family transposase","","","BEJGEH_22915","","","","","",""
"group_1067","","Bacteriophage protein","","","","GEGEGB_09955","","","","",""
"group_1066","","Endonuclease","","HFCAGB_02965","","","","","","",""
"group_1065","ymfL","YmfL family putative regulatory protein","","","","","","LNHIMF_21430","","",""
"group_1064","","Eaa protein","AJBGEP_06225","","","","","","","",""
"group_1062","","HNH endonuclease","","","","","","","ONMMKP_03640","",""
"group_1061","","Phage protein","","","","","","LNHIMF_10905","","",""
"group_1060","","ATP-binding protein","","","","","","LNHIMF_09155","","",""
"group_1059","","Bacteriophage protein","","","","GEGEGB_09965","","","","",""
"group_1055","","DUF2857 domain-containing protein","","","","GEGEGB_22355","","","","",""
"group_1052","","Outer membrane protein","AJBGEP_24180","","","","","","","",""
"rck","rck","complement resistance protein Rck","AJBGEP_24140","","","","","","","",""
"tnpR","tnpR","Transposon Tn21 resolvase","","","","","","LNHIMF_23565","","",""
"group_1050","","Prophage protein","","HFCAGB_03150","","","","","","",""
"group_1046","","Ead/Ea22-like family protein","","","","","","","","IKCLMC_11625",""
"group_1045","","TIGR03759 family integrating conjugative element protein","","","","","","","ONMMKP_11400","",""
"group_1044","","Helix-turn-helix domain-containing protein","","","","","","LNHIMF_21640","","",""
"group_1043","","Helix-turn-helix domain-containing protein","","","","","","LNHIMF_13990","","",""
"group_1042","","SIS domain-containing protein","","","BEJGEH_21975","","","","","",""
"group_1038","","YokE-like PH domain-containing protein","","","","","","","","","PKJKAM_09110"
"group_1037","","Phage polarity suppression protein","","","","","","","","IKCLMC_20555",""
"group_1036","","Lipoprotein","","","","","","","ONMMKP_09410","",""
"group_1035","","Phage tail protein","","","","","","","ONMMKP_06720","",""
"group_1034","","Polarity suppression protein","","","","GEGEGB_23865","","","","",""
"group_1028","","Phage tail protein","","","","","","","","IKCLMC_11650",""
"group_1027","","hypothetical protein","","","","","","","ONMMKP_06675","",""
"trbI","trbI","Conjugal transfer protein TrbI","","","","","","LNHIMF_23670","","",""
"group_1026","","Restriction endonuclease","","","","GEGEGB_22515","","","","",""
"group_1025","","Prophage protein","","","","GEGEGB_19910","","","","",""
"group_1024","","Phage repressor protein","","","","GEGEGB_17935","","","","",""
"group_1023","","3'-5' exoribonuclease","","","BEJGEH_13420","","","","","",""
"group_1022","","Fimbrial protein","","HFCAGB_24405","","","","","","",""
"group_1019","","Repressor protein CI","","","","","","","ONMMKP_20565","",""
"psu","psu","Polarity suppression protein","","","","GEGEGB_13955","","","","",""
"group_1017","","DNA-invertase","","","","GEGEGB_07115","","","","",""
"group_1014","","Mutator family transposase","","","","","","LNHIMF_23600","","",""
"lpfA","lpfA","chaperone-usher fimbrial major subunit","","","","GEGEGB_19320","","","","",""
"group_1010","","hypothetical protein","","","","","","","ONMMKP_06820","",""
"gpV","gpV","Phage P2 baseplate assembly protein gpV","","","","GEGEGB_18065","","","","",""
"group_1009","gpI","phage tail protein I","","","","GEGEGB_07135","","","","",""
"group_1006","","Phage repressor protein","","","","","","","","","PKJKAM_09115"
"group_1005","","DUF4102 domain-containing protein","","","BEJGEH_13785","","","","","",""
"group_1003","","Mu-like prophage protein gpG","","","","","","","","IKCLMC_04665",""
"group_1002","","DNA-invertase","","","","","","","ONMMKP_14875","",""
"group_1001","","CHAT domain-containing protein","","","","","","LNHIMF_18930","","",""
"group_1000","","Putative exonuclease","","","","GEGEGB_22885","","","","",""
"group_999","","Fimbrial protein","","","","GEGEGB_01005","","","","",""
"group_998","","Fimbrial protein","","","BEJGEH_19015","","","","","",""
"sieB","sieB","SieB","","","","","","","","IKCLMC_11685",""
"group_997","mtlR","DNA-binding transcriptional regulator MltR family","","","","","","LNHIMF_15635","","",""
"pilP","pilP","Type IV pilus biogenesis protein PilP","","","","GEGEGB_22440","","","","",""
"group_995","","hypothetical protein","","HFCAGB_05450","","","","","","",""
"group_993","","S-adenosylmethionine-binding protein","","","","","","","","","PKJKAM_15795"
"group_992","","Phage regulatory CII family protein","","","","","","","ONMMKP_20575","",""
"group_991","","Phage repressor protein","","","","GEGEGB_13975","","","","",""
"group_989","","Fimbrial protein","","","","","","LNHIMF_00980","","",""
"pilX","pilX","Pilus assembly protein PilX","","","","GEGEGB_22455","","","","",""
"group_988","","Tail fiber assembly protein","","","","GEGEGB_18090","","","","",""
"group_987","","fimbrial-like protein","","","BEJGEH_19005","","","","","",""
"group_986","","Superinfection exclusion protein B","","HFCAGB_14855","","","","","","",""
"group_985","","Rha family transcriptional regulator","","","","","","LNHIMF_03235","","",""
"group_984","","TIGR02646 family protein","","","","GEGEGB_19915","","","","",""
"group_983","","Transposase for insertion sequence element IS200","","","","GEGEGB_02120","","","","",""
"group_980","","Phage protein","","","","","","","","IKCLMC_11810",""
"group_979","","Putative phage protein","","","","","","","","IKCLMC_04730",""
"group_978","","hypothetical protein","","","","","","LNHIMF_18940","","",""
"group_977","","Pentatricopeptide","","","BEJGEH_09935","","","","","",""
"group_976","","Cytoplasmic protein","AJBGEP_23545","","","","","","","",""
"group_973","ninG","Protein ninG","","","","","","","ONMMKP_03855","",""
"group_972","","DNA single-strand annealing protein essential recombination function protein Erf","","","","","","LNHIMF_02860","","",""
"group_971","","Phosphoserine phosphatase","","","","","","LNHIMF_23630","","",""
"group_970","staE","fimbrial protein StaE","","","","","","LNHIMF_00960","","",""
"group_969","","Rpn family recombination-promoting nuclease/putative transposase","","","","GEGEGB_22405","","","","",""
"group_968","","Phage head morphogenesis protein","","","","GEGEGB_09995","","","","",""
"staE","staE","fimbrial protein StaE","","","","GEGEGB_00985","","","","",""
"group_967","","Fimbrial protein","","","BEJGEH_19010","","","","","",""
"group_966","","hypothetical protein","","HFCAGB_11195","","","","","","",""
"group_965","","DUF1819 domain-containing protein","AJBGEP_23550","","","","","","","",""
"group_962","","Transcriptional regulator","","","","","","","ONMMKP_14960","",""
"group_961","spoIVCA","Site-specific DNA recombinase SpoIVCA/DNA invertase PinE","","","","","","","","","PKJKAM_20080"
"spoIVCA","spoIVCA","Site-specific DNA recombinase SpoIVCA/DNA invertase PinE","","","","","","","ONMMKP_14725","",""
"group_959","","Phage endolysin","","","","","","LNHIMF_10915","","",""
"group_958","","DUF4376 domain-containing protein","","","","","ODDLKH_00285","","","",""
"group_957","","Phage tail protein","","","","GEGEGB_07125","","","","",""
"group_954","","Sb32","AJBGEP_10775","","","","","","","",""
"group_950","","DUF2163 domain-containing protein","","","","","","","ONMMKP_06715","",""
"group_949","","Ead/Ea22-like family protein","","","","","","","ONMMKP_03985","",""
"group_948","","Nucleotide modification associated domain-containing protein","","","","","","","ONMMKP_03935","",""
"group_947","","Antitermination protein Q","","","","","","LNHIMF_02970","","",""
"group_945","","DUF1133 domain-containing protein","AJBGEP_10680","","","","","","","",""
"group_942","lexA","SOS-response repressor and protease LexA","","","","","","LNHIMF_21420","","",""
"ecpD2","ecpD2","Pilin chaperone ecpD2","","","BEJGEH_19030","","","","","",""
"group_941","","DUF2612 domain-containing protein","","HFCAGB_05490","","","","","","",""
"group_939","","Terminase","","","","","","","","IKCLMC_04620",""
"group_938","","S044","","","","","","","ONMMKP_14705","",""
"group_936","ydiV","Anti-FlhC(2)FlhD(4) factor YdiV","","","","","","LNHIMF_23645","","",""
"group_935","","Helix-turn-helix domain-containing protein","","","","","","LNHIMF_02900","","",""
"group_928","","Head completion protein","","","","","","","","","PKJKAM_15685"
"group_927","","Antirestriction protein","","","BEJGEH_22935","","","","","",""
"group_926","","hypothetical protein","","","BEJGEH_22825","","","","","",""
"ninG","ninG","Protein ninG","","","","","","","","IKCLMC_00975",""
"group_921","","ParB/Sulfiredoxin domain-containing protein","","","","GEGEGB_22615","","","","",""
"group_920","","Antitoxin of toxin-antitoxin stability system","","","","","","","ONMMKP_09480","",""
"group_919","","Uracil-DNA glycosylase","","","","GEGEGB_04640","","","","",""
"group_917","","Prophage protein","","","","","","LNHIMF_03290","","",""
"group_916","","DNA-binding protein","","","","GEGEGB_20780","","","","",""
"pilL","pilL","Pilus assembly protein PilL","","","","","","","ONMMKP_11395","",""
"group_914","","Bacteriophage protein","","","","GEGEGB_09930","","","","",""
"group_913","","Lipoprotein","","","","GEGEGB_07265","","","","",""
