"Product","Gene_Name","Count","Example_Tag","DbXrefs"
"purine nucleoside transporter PunC","punC",9,"GEGEGB_06870","COG:COG2814, COG:G, GO:0016020, GO:0042910, GO:1990961, RefSeq:WP_001182326.1, SO:0001217, UniParc:UPI0000059E10, UniRef:UniRef100_A0A725VLD4, UniRef:UniRef50_P37597, UniRef:UniRef90_B5RAN1"
"putative ABC transporter ATP-binding protein YbbA","ybbA",9,"GEGEGB_12395","COG:COG4181, COG:Q, RefSeq:WP_001110598.1, SO:0001217, UniParc:UPI000005A1DD, UniRef:UniRef100_A0A724LX71, UniRef:UniRef50_A0A6N3HTE4, UniRef:UniRef90_A0A381G3T6"
"putative ABC transporter permease subunit YbbP","ybbP",9,"GEGEGB_12390","COG:COG3127, COG:Q, RefSeq:WP_000561782.1, SO:0001217, UniParc:UPI000005A1DC, UniRef:UniRef100_A0A725K4T2, UniRef:UniRef50_P77504, UniRef:UniRef90_A9MLB7"
"putative CoA-binding protein","yccU",9,"GEGEGB_09755","COG:COG1832, COG:R, RefSeq:WP_001537782.1, SO:0001217, UniParc:UPI000048ED9C, UniRef:UniRef100_A0A5I0L127, UniRef:UniRef50_D4E829, UniRef:UniRef90_A0A0V9JRP3"
"putative Na+-dependent transporter YfeH","yfeH",9,"GEGEGB_02345","COG:COG0385, COG:R, RefSeq:WP_000765569.1, SO:0001217, UniParc:UPI0000059B00, UniRef:UniRef100_A0A725VI45, UniRef:UniRef50_P39836, UniRef:UniRef90_A0A7Z1QFY8"
"putative branched-chain amino acid permease (azaleucine resistance)","azlC",9,"GEGEGB_18860","COG:COG1296, COG:E, RefSeq:WP_000683586.1, SO:0001217, UniParc:UPI000005A63A, UniRef:UniRef100_A0A3U8PG92, UniRef:UniRef50_F0KGR4, UniRef:UniRef90_S5N2Y5"
"putative membrane transporter YfcC, affects glyoxylate shunt","yfcC",9,"GEGEGB_23735","COG:COG1288, COG:R, RefSeq:WP_000514432.1, SO:0001217, UniParc:UPI000005A97F, UniRef:UniRef100_A0A725K395, UniRef:UniRef50_B1VCC7, UniRef:UniRef90_A8AMC4"
"putative membrane transporter protein YfcA","yfcA",9,"GEGEGB_02615","COG:COG0730, COG:P, GO:0005886, GO:0009408, RefSeq:WP_000368599.1, SO:0001217, UniParc:UPI0000059B27, UniRef:UniRef100_A0A8E6XFP5, UniRef:UniRef50_P0AD32, UniRef:UniRef90_P0AD32"
"putative multidrug ABC transporter permease YbhR","ybhR",9,"GEGEGB_10940","COG:COG0842, COG:V, GO:0043190, GO:0140359, RefSeq:WP_000469048.1, SO:0001217, UniParc:UPI000005A0E3, UniRef:UniRef100_A0A5I4KA28, UniRef:UniRef50_P0AFQ0, UniRef:UniRef90_P0AFQ0"
"putative outer membrane lipoprotein",NA,9,"GEGEGB_05760","COG:COG4890, COG:S, RefSeq:WP_000270306.1, SO:0001217, UniParc:UPI00004F7CCB, UniRef:UniRef100_A0A5W9FGJ6, UniRef:UniRef50_Q32HS8, UniRef:UniRef90_A0A2I5HG51"
"putative transporter","yidE",9,"GEGEGB_19590","COG:COG2985, COG:R, GO:0005886, GO:0006813, GO:0008324, RefSeq:WP_001279783.1, SO:0001217, UniParc:UPI000005A6AF, UniRef:UniRef100_A0A725VIW8, UniRef:UniRef50_Q0TB22, UniRef:UniRef90_Q8Z2L7"
"putrescine ABC transporter ATP-binding subunit PotG","potG",9,"GEGEGB_10635","COG:COG3842, COG:E, EC:7.6.2.-, EC:7.6.2.16, GO:0005524, GO:0015417, GO:0015594, GO:0015846, GO:0015847, GO:0016020, GO:0016887, GO:0022857, GO:0043190, GO:0055052, GO:0055085, RefSeq:WP_000996054.1, SO:0001217, UniParc:UPI000005A0B0, UniRef:UniRef100_A0A725FWL3, UniRef:UniRef50_P31134, UniRef:UniRef90_P31134"
"putrescine ABC transporter permease PotH","potH",9,"GEGEGB_10630","COG:COG1176, COG:E, EC:7.6.2.-, GO:0016020, GO:0055085, RefSeq:WP_000105449.1, SO:0001217, UniParc:UPI000005A0AF, UniRef:UniRef100_A0A725GAQ3, UniRef:UniRef50_A0A107P8V1, UniRef:UniRef90_A0A087FST4"
"putrescine ABC transporter permease PotI","potI",9,"GEGEGB_10625","COG:COG1177, COG:E, EC:7.6.2.-, GO:0005886, GO:0015847, GO:0016020, GO:0043190, GO:0055052, GO:0055085, RefSeq:WP_001061634.1, SO:0001217, UniParc:UPI000005A0AE, UniRef:UniRef100_A0A725VNJ8, UniRef:UniRef50_P0AFL2, UniRef:UniRef90_P0AFL2"
"quaternary ammonium compound efflux SMR transporter SugE","sugE",9,"GEGEGB_23180","BlastRules:WP_000118520, COG:COG2076, COG:V, GO:0005886, GO:0006811, GO:0016020, GO:0022857, GO:0042221, GO:0055085, RefSeq:WP_000118469.1, SO:0001217, UniParc:UPI000005A918, UniRef:UniRef100_Q8XGT8, UniRef:UniRef50_Q8XGT8, UniRef:UniRef90_Q8XGT8"
"reactive chlorine resistance membrane protein RclC","rclC",9,"GEGEGB_12105","COG:COG3059, COG:V, KEGG:K21741, RefSeq:WP_000362177.1, SO:0001217, UniParc:UPI000005A1AD, UniRef:UniRef100_A0A5I5S173, UniRef:UniRef50_A0A220S1F6, UniRef:UniRef90_A0A2C9P2P1"
"respiratory nitrate reductase subunit gamma","narI",9,"GEGEGB_08835","COG:COG2181, COG:CP, EC:1.7.5.1, EC:1.7.99.4, GO:0005886, GO:0008940, GO:0009055, GO:0009061, GO:0009325, GO:0016020, GO:0019645, GO:0020037, GO:0042126, GO:0042128, GO:0044799, GO:0046872, RefSeq:WP_000545591.1, SO:0001217, UniParc:UPI0000059F67, UniRef:UniRef100_A0A725VH03, UniRef:UniRef50_P11350, UniRef:UniRef90_P11350"
"ribose ABC transporter ATP-binding protein RbsA","rbsA",9,"GEGEGB_19205","COG:COG1129, COG:G, EC:7.5.2.7, GO:0005524, GO:0005886, GO:0015611, GO:0016887, RefSeq:WP_000339360.1, SO:0001217, UniParc:UPI000005A66F, UniRef:UniRef100_Q8Z2R4, UniRef:UniRef50_Q57HW1, UniRef:UniRef90_Q57HW1"
"ribose ABC transporter permease","rbsC",9,"GEGEGB_19200","COG:COG1172, COG:G, GO:0016020, GO:0022857, GO:0055085, RefSeq:WP_000211345.1, SO:0001217, UniParc:UPI000005A66E, UniRef:UniRef100_A0A5I1DID3, UniRef:UniRef50_C9Y3G2, UniRef:UniRef90_C9Y3G2"
"ribose ABC transporter substrate-binding protein RbsB","rbsB",9,"GEGEGB_19195","COG:COG1879, COG:G, GO:0008643, GO:0030288, RefSeq:WP_001056260.1, SO:0001217, UniParc:UPI000005A66D, UniRef:UniRef100_P0A2C6, UniRef:UniRef50_P02925, UniRef:UniRef90_P0A2C6"
"ribosome assembly RNA-binding protein YhbY","yhbY",9,"GEGEGB_16935","RefSeq:WP_000196654.1, SO:0001217, UniParc:UPI000005A4FB, UniRef:UniRef100_A0A455S2I9, UniRef:UniRef50_P0AGK6, UniRef:UniRef90_A0A181XIV7"
"ribosome biogenesis GTP-binding protein YihA/YsxC","yihA",9,"GEGEGB_19095","COG:COG0218, COG:D, GO:0000917, GO:0003924, GO:0005525, GO:0005737, GO:0005829, GO:0042254, GO:0043022, GO:0046872, RefSeq:WP_000183327.1, SO:0001217, UniParc:UPI000005A662, UniRef:UniRef100_B5EZX3, UniRef:UniRef50_Q8X8H0, UniRef:UniRef90_Q8X8H0"
"ribosome-associated ATPase/putative transporter RbbA","rbbA",9,"GEGEGB_20805","COG:COG1131, COG:V, GO:0005524, GO:0016020, GO:0042626, GO:0043190, GO:0055085, RefSeq:WP_000202935.1, SO:0001217, UniParc:UPI000005A775, UniRef:UniRef100_A0A725FXS9, UniRef:UniRef50_A0A3S4XX27, UniRef:UniRef90_A0A379QWG2"
"salmochelin/enterobactin export ABC transporter IroC","iroC",9,"GEGEGB_14070","BlastRules:WP_001141250, BlastRules:WP_001318221, BlastRules:WP_017345711, COG:COG1132, COG:V, GO:0005319, GO:0006869, NCBIProtein:AUH19662.1, RefSeq:WP_001111827.1, SO:0001217, UniParc:UPI000005A303, UniRef:UniRef100_A0A725VHV9, UniRef:UniRef50_A0A246NG23, UniRef:UniRef90_A0A379NG45"
"selenium metabolism membrane protein YedE/FdhT","yedE",9,"GEGEGB_04900","COG:COG2391, COG:R, GO:0005886, RefSeq:WP_001681881.1, SO:0001217, UniParc:UPI000190ABF2, UniRef:UniRef100_A0A725VSR5, UniRef:UniRef50_Q06400, UniRef:UniRef90_Q06400"
"serine/threonine transporter SstT","sstT",9,"GEGEGB_16550","COG:COG3633, COG:E, GO:0005886, GO:0015171, GO:0015293, GO:0015826, GO:0016020, GO:0032329, RefSeq:WP_000235370.1, SO:0001217, UniParc:UPI000005A4BA, UniRef:UniRef100_UPI000005A4BA, UniRef:UniRef50_P0AGE5, UniRef:UniRef90_P0AGE5"
"sialic acid transporter NanT","nanT",9,"GEGEGB_17150","BlastRules:WP_000108454, COG:COG2814, COG:G, GO:0005886, GO:0008643, GO:0015538, RefSeq:WP_000108072.1, SO:0001217, UniParc:UPI000005A522, UniRef:UniRef100_A0A725JX42, UniRef:UniRef50_A9MNY7, UniRef:UniRef90_A9MNY7"
"sigma factor-binding protein Crl","crl",9,"GEGEGB_13345","GO:0005737, GO:0045893, RefSeq:WP_000174696.1, SO:0001217, UniParc:UPI000005A286, UniRef:UniRef100_B4T7Q2, UniRef:UniRef50_Q8X7N6, UniRef:UniRef90_A8AKP8"
"single-stranded DNA-binding protein SSB1","ssb1",9,"GEGEGB_21985","BlastRules:WP_000168322, COG:COG0629, COG:L, GO:0003697, GO:0006260, GO:0006281, GO:0006310, GO:0009295, RefSeq:WP_000168322.1, SO:0001217, UniParc:UPI000005A844, UniRef:UniRef100_P0A2F7, UniRef:UniRef50_P0A2F7, UniRef:UniRef90_P0A2F7"
"small membrane protein YoaI","yoaI",9,"GEGEGB_06140","GO:0016020, RefSeq:WP_000272238.1, SO:0001217, UniParc:UPI0000DD4981, UniRef:UniRef100_Q57Q12, UniRef:UniRef50_Q57Q12, UniRef:UniRef90_Q57Q12"
"sn-glycerol-3-phosphate ABC transporter permease UgpA","ugpA",9,"GEGEGB_20955","COG:COG1175, COG:G, EC:7.6.2.-, GO:0005886, GO:0055085, RefSeq:WP_000099302.1, SO:0001217, UniParc:UPI000005A790, UniRef:UniRef100_Q8Z247, UniRef:UniRef50_P10905, UniRef:UniRef90_Q8ZLF2"
"sn-glycerol-3-phosphate ABC transporter permease UgpE","ugpE",9,"GEGEGB_20960","COG:COG0395, COG:G, EC:7.6.2.-, GO:0005886, GO:0015794, GO:0055052, GO:0055085, RefSeq:WP_000572199.1, SO:0001217, UniParc:UPI000005A791, UniRef:UniRef100_Q8Z246, UniRef:UniRef50_Q6CZ33, UniRef:UniRef90_Q8Z246"
"sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB","ugpB",9,"GEGEGB_20950","COG:COG1653, COG:G, EC:7.6.2.-, GO:0030288, GO:0055085, GO:0071702, KEGG:K05813, RefSeq:WP_000624747.1, SO:0001217, UniParc:UPI000005A78F, UniRef:UniRef100_Q8XG55, UniRef:UniRef50_P0AG81, UniRef:UniRef90_Q8XG55"
"sn-glycerol-3-phosphate import ATP-binding protein UgpC","ugpC",9,"GEGEGB_20965","COG:COG3839, COG:G, EC:7.6.2.10, GO:0001407, GO:0005524, GO:0008643, GO:0015430, GO:0015794, GO:0016887, GO:0055052, RefSeq:WP_000907851.1, SO:0001217, UniParc:UPI000005A792, UniRef:UniRef100_Q8Z245, UniRef:UniRef50_P10907, UniRef:UniRef90_Q8ZLF4"
"spermidine/putrescine ABC transporter ATP-binding protein PotA","potA",9,"GEGEGB_08960","COG:COG3842, COG:E, EC:7.6.2.-, EC:7.6.2.11, GO:0005524, GO:0015594, GO:0015846, GO:0016020, GO:0016887, GO:0022857, GO:0043190, RefSeq:WP_000531581.1, SO:0001217, UniParc:UPI0000059F7E, UniRef:UniRef100_Q8Z7H7, UniRef:UniRef50_P45171, UniRef:UniRef90_P69876"
"spermidine/putrescine ABC transporter permease PotB","potB",9,"GEGEGB_08965","COG:COG1176, COG:E, EC:7.6.2.-, GO:0005886, GO:0016020, GO:0055085, RefSeq:WP_000799391.1, SO:0001217, UniParc:UPI0000059F7F, UniRef:UniRef100_P0A2J8, UniRef:UniRef50_P0AFK4, UniRef:UniRef90_P0A2J8"
"spermidine/putrescine ABC transporter permease PotC","potC",9,"GEGEGB_08975","COG:COG1177, COG:E, EC:7.6.2.-, GO:0005886, GO:0055085, RefSeq:WP_000580299.1, SO:0001217, UniParc:UPI0000059F81, UniRef:UniRef100_A0A3T3EMF4, UniRef:UniRef50_P0AFK8, UniRef:UniRef90_P0AFK8"
"spermidine/putrescine ABC transporter substrate-binding protein PotD","potD",9,"GEGEGB_08980","COG:COG0687, COG:E, EC:7.6.2.-, GO:0015846, GO:0019808, GO:0030288, GO:0042597, RefSeq:WP_000759329.1, SO:0001217, UniParc:UPI0000059F82, UniRef:UniRef100_P0A2C8, UniRef:UniRef50_P0AFK9, UniRef:UniRef90_P0A2C8"
"spermidine/putrescine ABC transporter substrate-binding protein PotF","potF",9,"GEGEGB_10640","COG:COG0687, COG:E, EC:7.6.2.-, GO:0015846, GO:0015847, GO:0016020, GO:0019808, GO:0019810, GO:0030288, GO:0042597, GO:0055052, SO:0001217, UniRef:UniRef50_P31133, UniRef:UniRef90_P31133"
"sugar efflux transporter SetB","setB",9,"GEGEGB_03460","COG:COG2814, COG:G, GO:0005351, GO:0005886, GO:0008643, GO:0015767, GO:0016020, GO:0022857, GO:0036448, GO:0055085, GO:1904659, RefSeq:WP_000551934.1, SO:0001217, UniParc:UPI0000059BC6, UniRef:UniRef100_A0A1S0Z6P1, UniRef:UniRef50_P33026, UniRef:UniRef90_P33027"
"sugar transporter","sotB",9,"GEGEGB_07615","COG:COG2814, COG:G, GO:0005886, GO:0015144, GO:0022857, GO:0055085, RefSeq:WP_000154617.1, SO:0001217, UniParc:UPI0000059E99, UniRef:UniRef100_B5F613, UniRef:UniRef50_P31122, UniRef:UniRef90_P58531"
"sulfate transporter CysZ","cysZ",9,"GEGEGB_02325","COG:COG2981, COG:EP, GO:0000103, GO:0005886, GO:0009675, GO:0015116, GO:0019344, RefSeq:WP_000255008.1, SO:0001217, UniParc:UPI0000059AFC, UniRef:UniRef100_B5R3V6, UniRef:UniRef50_P12673, UniRef:UniRef90_P12673"
"sulfate/thiosulfate ABC transporter ATP-binding protein CysA","cysA",9,"GEGEGB_02270","EC:7.3.2.-, EC:7.3.2.3, GO:0005524, GO:0008272, GO:0015419, GO:0016020, GO:0016887, GO:0043190, GO:0102025, RefSeq:WP_000021072.1, SO:0001217, UniParc:UPI0000059AF1, UniRef:UniRef100_Q8Z4V6, UniRef:UniRef50_P16676, UniRef:UniRef90_P40860"
"sulfate/thiosulfate ABC transporter permease CysT","cysT",9,"GEGEGB_02260","COG:COG0555, COG:P, EC:7.3.2.-, GO:0008272, GO:0015419, GO:0016020, GO:0055085, RefSeq:WP_000881746.1, SO:0001217, UniParc:UPI0000059AEF, UniRef:UniRef100_A0A5X7DBX4, UniRef:UniRef50_P16701, UniRef:UniRef90_H5UY39"
"sulfate/thiosulfate ABC transporter permease CysW","cysW",9,"GEGEGB_02265","COG:COG4208, COG:P, EC:7.3.2.-, GO:0008272, GO:0015419, GO:0016020, GO:0055085, RefSeq:WP_000852703.1, SO:0001217, UniParc:UPI0000059AF0, UniRef:UniRef100_A0A725VMU7, UniRef:UniRef50_P0AEB1, UniRef:UniRef90_A0A6N2WQM1"
"surface-exposed outer membrane lipoprotein YaiW","yaiW",9,"GEGEGB_13115","BlastRules:WP_000092067, BlastRules:WP_001271421, RefSeq:WP_001271423.1, SO:0001217, UniParc:UPI000005A25E, UniRef:UniRef100_A0A725G7V4, UniRef:UniRef50_A0A348DIU8, UniRef:UniRef90_A9MMT2"
"tetraacyldisaccharide 4'-kinase","lpxK",9,"GEGEGB_10290","COG:COG1663, COG:M, EC:2.7.1.130, GO:0005524, GO:0009029, GO:0009245, GO:0016310, RefSeq:WP_000561698.1, SO:0001217, UniParc:UPI000005A06D, UniRef:UniRef100_Q8Z801, UniRef:UniRef50_P27300, UniRef:UniRef90_Q8Z801"
"tetrathionate reductase subunit TtrA","ttrA",9,"GEGEGB_06645","COG:C, COG:COG0243, EC:1.8.-.-, GO:0005886, GO:0016491, GO:0042597, GO:0043546, GO:0046872, GO:0051539, RefSeq:WP_000002364.1, SO:0001217, UniParc:UPI0000059DE8, UniRef:UniRef100_A0A725K3Q0, UniRef:UniRef50_Q9Z4S6, UniRef:UniRef90_Q9Z4S6"
"tetrathionate reductase subunit TtrB","ttrB",9,"GEGEGB_06655","COG:C, COG:COG0437, GO:0005886, GO:0042597, GO:0046872, GO:0051539, RefSeq:WP_001523928.1, SO:0001217, UniParc:UPI00004F7BC6, UniRef:UniRef100_Q7CQM9, UniRef:UniRef50_Q7CQM9, UniRef:UniRef90_Q7CQM9"
"tetrathionate reductase subunit TtrC","ttrC",9,"GEGEGB_06650","COG:COG3301, COG:P, GO:0005886, RefSeq:WP_000149765.1, SO:0001217, UniParc:UPI0000059DE9, UniRef:UniRef100_A0A726A8C1, UniRef:UniRef50_Q9Z4S7, UniRef:UniRef90_Q9Z4S7"
"thiamine ABC transporter ATP-binding protein ThiQ","thiQ",9,"GEGEGB_00575","COG:COG3840, COG:H, EC:7.6.2.-, EC:7.6.2.15, GO:0005524, GO:0005886, GO:0016887, GO:0048502, RefSeq:WP_000915973.1, SO:0001217, UniParc:UPI00000599CD, UniRef:UniRef100_Q8Z9I6, UniRef:UniRef50_Q8ZRV2, UniRef:UniRef90_Q8ZRV2"
"thiamine ABC transporter substrate binding subunit","thiB",9,"GEGEGB_00585","COG:COG4143, COG:H, GO:0009897, GO:0015888, GO:0030288, GO:0030974, GO:0030975, GO:0030976, GO:0048502, GO:0055052, GO:0055085, KEGG:K02064, RefSeq:WP_000915326.1, SO:0001217, UniParc:UPI00000599CF, UniRef:UniRef100_Q7CR85, UniRef:UniRef50_Q7CR85, UniRef:UniRef90_Q7CR85"
"thiamine/thiamine pyrophosphate ABC transporter permease ThiP","thiP",9,"GEGEGB_00580","COG:COG1178, COG:P, EC:7.6.2.-, GO:0005886, GO:0015888, GO:0022857, KEGG:K02063, RefSeq:WP_000235645.1, SO:0001217, UniParc:UPI00000599CE, UniRef:UniRef100_A0A725G727, UniRef:UniRef50_Q8ZRV1, UniRef:UniRef90_Q8ZRV1"
"thiosulfate/sulfate ABC transporter substrate-binding protein CysP","cysP",9,"GEGEGB_02255","BlastRules:WP_000290230, COG:COG4150, COG:P, GO:0042597, GO:1901681, GO:1902358, RefSeq:WP_000290267.1, SO:0001217, UniParc:UPI0000059AEE, UniRef:UniRef100_A0A725K3I2, UniRef:UniRef50_P16700, UniRef:UniRef90_P16700"
"tryptophan permease","mtr",9,"GEGEGB_16835","COG:COG0814, COG:E, GO:0005886, GO:0015173, GO:0015293, GO:0015801, KEGG:K03835, RefSeq:WP_000224390.1, SO:0001217, UniParc:UPI000005A4EB, UniRef:UniRef100_A0A725JUQ4, UniRef:UniRef50_P0AAD2, UniRef:UniRef90_P0AAD2"
"type 1 fimbrial protein subunit FimA","fimA",9,"GEGEGB_12210","BlastRules:WP_000681030, BlastRules:WP_000681037, RefSeq:WP_000681037.1, SO:0001217, UniParc:UPI000005A1BE, UniRef:UniRef100_P37920, UniRef:UniRef90_P37921"
"type I fimbriae adaptor protein FimF","fimF",9,"GEGEGB_12185","COG:COG3539, COG:N, GO:0009289, GO:0043709, RefSeq:WP_000603408.1, SO:0001217, UniParc:UPI000005A1B9, UniRef:UniRef100_A0A725VE55, UniRef:UniRef50_P38052, UniRef:UniRef90_P37926, VFDB:VFC0001, VFDB:VFG000448"
"type I fimbriae minor fimbrial subunit FimH, adhesin","fimH",9,"GEGEGB_12190","COG:COG3539, COG:N, GO:0007155, GO:0009289, GO:0043709, KEGG:K07350, RefSeq:WP_000708646.1, SO:0001217, UniParc:UPI000005A1BA, UniRef:UniRef100_A0A725VJ11, UniRef:UniRef50_P37925, UniRef:UniRef90_P37925, VFDB:VFC0001, VFDB:VFG000447"
"type III secretion system outer membrane ring protein InvG","invG",9,"GEGEGB_14720","BlastRules:WP_000848113, COG:COG1450, COG:U, GO:0009279, GO:0009306, GO:0015627, GO:0030254, GO:0030257, GO:0042802, RefSeq:WP_000848103.1, SO:0001217, UniParc:UPI000005A379, UniRef:UniRef100_A0A725FTH6, UniRef:UniRef50_P35672, UniRef:UniRef90_P35672"
"tyrosine transporter TyrP","tyrP",9,"GEGEGB_05040","COG:COG0814, COG:E, GO:0005886, GO:0015173, GO:0015801, SO:0001217, UniParc:UPI00016040DB, UniRef:UniRef100_A0A455RTD4, UniRef:UniRef50_P0AAD4, UniRef:UniRef90_A0A0K0HBT3"
"uracil permease","uraA",9,"GEGEGB_01965","COG:COG2233, COG:F, GO:0005886, GO:0015210, GO:0015505, GO:0015857, GO:0016020, GO:0022857, GO:0042803, GO:0098721, KEGG:K02824, RefSeq:WP_000198341.1, SO:0001217, UniParc:UPI0000059AB9, UniRef:UniRef100_A0A726ALI7, UniRef:UniRef50_P0AGM8, UniRef:UniRef90_P0AGM8"
"virulence membrane protein PagC","pagC",9,"GEGEGB_05950","BlastRules:WP_000789471, COG:COG3637, COG:M, GO:0009279, GO:0044384, KEGG:K07804, RefSeq:WP_000789474.1, SO:0001217, UniParc:UPI0000059D72, UniRef:UniRef100_A0A725VRB1, UniRef:UniRef50_P23988, UniRef:UniRef90_P23988"
"virulence-associated ABC transporter ATP-binding protein SfbB","metN2",9,"GEGEGB_12370","BlastRules:WP_000569655, COG:COG1135, COG:E, EC:7.4.2.11, GO:0005524, GO:0005886, GO:0016887, GO:0033232, RefSeq:WP_000569655.1, SO:0001217, UniParc:UPI000005A1D9, UniRef:UniRef100_Q8Z8R5, UniRef:UniRef50_Q9S4Z0, UniRef:UniRef90_Q9S4Z0"
"vitamin B12 ABC transporter ATP-binding protein BtuD","btuD",9,"GEGEGB_06485","COG:COG4138, COG:H, EC:7.6.2.8, GO:0005524, GO:0015420, GO:0015889, GO:0016887, GO:0042626, GO:0043190, RefSeq:WP_000080607.1, SO:0001217, UniParc:UPI0000059DCF, UniRef:UniRef100_Q57PU4, UniRef:UniRef50_Q8X5W0, UniRef:UniRef90_Q5PH81"
"vitamin B12 ABC transporter permease BtuC","btuC",9,"GEGEGB_06475","COG:COG4139, COG:H, EC:7.6.2.-, GO:0005524, GO:0005886, GO:0015889, GO:0022857, GO:0090482, RefSeq:WP_000954986.1, SO:0001217, UniParc:UPI0000059DCD, UniRef:UniRef100_Q8Z6I5, UniRef:UniRef50_Q8X4L7, UniRef:UniRef90_Q8Z6I5"
"vitamin B12 ABC transporter substrate-binding protein BtuF","btuF",9,"GEGEGB_01095","COG:COG0614, COG:P, EC:7.6.2.-, GO:0005524, GO:0015889, GO:0031419, GO:0042597, RefSeq:WP_001118833.1, SO:0001217, UniParc:UPI0000059A2D, UniRef:UniRef100_Q8Z9B2, UniRef:UniRef50_Q8ZRP7, UniRef:UniRef90_Q8ZRP7"
"voltage-gated ClC-type chloride channel ClcB","clcB",9,"GEGEGB_07440","COG:COG0038, COG:P, GO:0005247, GO:0005886, GO:0006821, GO:0010447, GO:0016020, GO:0034707, GO:0034765, SO:0001217, UniParc:UPI0000191E24, UniRef:UniRef100_Q8Z6Y0, UniRef:UniRef50_Q8ZPK5, UniRef:UniRef90_Q8ZPK5"
"zinc ABC transporter ATP-binding protein ZnuC","znuC",9,"GEGEGB_05260","COG:COG1121, COG:P, EC:7.2.2.-, EC:7.2.2.20, GO:0005524, GO:0005886, GO:0006829, GO:0015633, GO:0016887, RefSeq:WP_000203015.1, SO:0001217, UniParc:UPI0000059CF8, UniRef:UniRef100_Q8Z5W6, UniRef:UniRef50_Q8ZNV7, UniRef:UniRef90_Q8ZNV7"
"zinc ABC transporter permease subunit ZnuB","znuB",9,"GEGEGB_05255","COG:COG1108, COG:P, EC:7.2.2.-, GO:0000006, GO:0005886, GO:0010043, GO:0016020, GO:0042626, GO:0055052, GO:0055085, GO:0071578, RefSeq:WP_000571518.1, SO:0001217, UniParc:UPI0000059CF7, UniRef:UniRef100_A0A725K2P7, UniRef:UniRef50_P39832, UniRef:UniRef90_P39832"
"zinc ABC transporter substrate-binding protein ZnuA","znuA",9,"GEGEGB_05265","COG:COG4531, COG:P, EC:7.2.2.-, GO:0006829, GO:0046872, SO:0001217, UniParc:UPI0002B90F89, UniRef:UniRef100_A0A0T9WIG9, UniRef:UniRef50_P39172, UniRef:UniRef90_A0A7D6V192"
"zinc transporter ZntB","zntB",9,"GEGEGB_08265","COG:COG0598, COG:P, GO:0000287, GO:0005385, GO:0005886, GO:0015087, GO:0015095, GO:0042802, GO:0050897, GO:0071577, RefSeq:WP_000387372.1, SO:0001217, UniParc:UPI0000059F00, UniRef:UniRef100_Q8Z784, UniRef:UniRef50_A1JNE0, UniRef:UniRef90_Q8Z784"
"zinc transporter ZupT","zupT",9,"GEGEGB_16355","COG:COG0428, COG:P, GO:0005385, GO:0005886, GO:0046872, RefSeq:WP_000115874.1, SO:0001217, UniParc:UPI000005A49A, UniRef:UniRef100_B5F683, UniRef:UniRef50_Q32BU5, UniRef:UniRef90_Q32BU5"
"Citrate lyase beta subunit","citE",8,"LNHIMF_03830","COG:COG2301, COG:G, RefSeq:WP_000622354.1, SO:0001217, UniParc:UPI00016A012C, UniRef:UniRef100_A0A3V9PXA1, UniRef:UniRef50_A0A240C626, UniRef:UniRef90_A0A628M7L2"
"Dual-topology membrane protein YdgC, GlpM family","glpM",8,"GEGEGB_07105","COG:COG3136, COG:S, RefSeq:WP_000524877.1, SO:0001217, UniParc:UPI0000059E3E, UniRef:UniRef100_A0A6C7I2A4, UniRef:UniRef50_P0ACX1, UniRef:UniRef90_C0Q4Z1"
"GABA permease","gabP",8,"LNHIMF_14145","COG:COG1113, COG:E, GO:0006865, GO:0015185, GO:0016020, KEGG:K11735, RefSeq:WP_000531287.1, SO:0001217, UniParc:UPI000169FAF1, UniRef:UniRef100_A0A3V9PQ74, UniRef:UniRef50_P25527, UniRef:UniRef90_A0A0H8CJ82"
"Glutamate/aspartate import solute-binding protein","gltI",8,"LNHIMF_04020","COG:COG0834, COG:ET, GO:0006865, GO:0030288, RefSeq:WP_001530371.1, SO:0001217, UniParc:UPI000169FC99, UniRef:UniRef100_A0A718XY76, UniRef:UniRef50_P37902, UniRef:UniRef90_P37902"
"Inner membrane protein YidH","yidH",8,"LNHIMF_19310","COG:COG2149, COG:S, GO:0005886, RefSeq:WP_000703964.1, SO:0001217, UniParc:UPI00000CD4DE, UniRef:UniRef100_A0A8E6Y244, UniRef:UniRef50_P0ADM2, UniRef:UniRef90_P0ADM2"
"MFS transporter AraJ","araJ",8,"LNHIMF_02105","COG:COG2814, COG:G, GO:0022857, GO:0055085, RefSeq:WP_000755629.1, SO:0001217, UniParc:UPI000169FF50, UniRef:UniRef100_A0A0N1QSH7, UniRef:UniRef50_P23910, UniRef:UniRef90_A0A6C6Z4Z6"
"Outer membrane esterase",NA,8,"GEGEGB_12080","RefSeq:WP_000192421.1, SO:0001217, UniParc:UPI000005A1A8, UniRef:UniRef100_A0A725VLN0, UniRef:UniRef50_A0A379QMJ3, UniRef:UniRef90_A0A379QMJ3"
"Surface polysaccharide O-acyltransferase WecH","wecH",8,"LNHIMF_18505","COG:COG3274, COG:M, RefSeq:WP_001182584.1, SO:0001217, UniParc:UPI000169F6C3, UniRef:UniRef100_A0A3U4QMR3, UniRef:UniRef50_P37669, UniRef:UniRef90_C0Q1B9"
