Gene,Non-unique Gene name,Annotation,GCF_000022165.1,GCF_000020925.1,GCF_000020885.1,GCF_000007545.1,GCF_000170215.1,GCF_000020745.1,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1
rpoD,rpoD,RNA polymerase sigma factor RpoD,AJBGEP_16950,HFCAGB_17225,BEJGEH_16195,GEGEGB_16465,ODDLKH_18250,LNHIMF_16325,ONMMKP_18135,IKCLMC_18210,PKJKAM_09310
arnA,arnA,bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA,AJBGEP_12350,HFCAGB_12815,BEJGEH_11625,GEGEGB_03030,ODDLKH_14030,LNHIMF_12195,ONMMKP_22745,IKCLMC_08495,PKJKAM_14860
group_62,tkt,transketolase,AJBGEP_16265,HFCAGB_16545,BEJGEH_15470,GEGEGB_15785,ODDLKH_17575,LNHIMF_15660,ONMMKP_18900,IKCLMC_18890,PKJKAM_01550
cyoB,cyoB,cytochrome o ubiquinol oxidase subunit I,AJBGEP_02310,HFCAGB_02330,BEJGEH_02250,GEGEGB_12750,ODDLKH_04650,LNHIMF_02330,ONMMKP_08585,IKCLMC_11020,PKJKAM_16515
tkt,tkt,transketolase,AJBGEP_13250,HFCAGB_13745,BEJGEH_12510,GEGEGB_02105,ODDLKH_14920,LNHIMF_13055,ONMMKP_21865,IKCLMC_06535,PKJKAM_13985
mnmC,mnmC,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC,AJBGEP_12750,HFCAGB_13225,BEJGEH_12020,GEGEGB_02635,ODDLKH_14430,LNHIMF_12580,ONMMKP_22350,IKCLMC_08090,PKJKAM_14470
pgtB,pgtB,two-component system sensor histidine kinase PgtB,AJBGEP_12845,HFCAGB_13340,BEJGEH_12115,GEGEGB_02510,ODDLKH_14525,LNHIMF_12675,ONMMKP_22255,IKCLMC_07995,PKJKAM_14375
ligA,ligA,NAD-dependent DNA ligase LigA,AJBGEP_13010,HFCAGB_13515,BEJGEH_12280,GEGEGB_02335,ODDLKH_14690,LNHIMF_12840,ONMMKP_22090,IKCLMC_06760,PKJKAM_14205
cheA,cheA,chemotaxis protein CheA,AJBGEP_10105,HFCAGB_06470,BEJGEH_05720,GEGEGB_05105,ODDLKH_12090,LNHIMF_10000,ONMMKP_00530,IKCLMC_21135,PKJKAM_21220
uvrB,uvrB,excinuclease ABC subunit UvrB,AJBGEP_04115,HFCAGB_04395,BEJGEH_03995,GEGEGB_11025,ODDLKH_06460,LNHIMF_04650,ONMMKP_06585,IKCLMC_06960,PKJKAM_05485
rep,rep,DNA helicase Rep,AJBGEP_20580,HFCAGB_20815,BEJGEH_19825,GEGEGB_17845,ODDLKH_21830,LNHIMF_19830,ONMMKP_14380,IKCLMC_02635,PKJKAM_07870
malS,malS,alpha-amylase,AJBGEP_19295,HFCAGB_19570,BEJGEH_18535,GEGEGB_20375,ODDLKH_20595,LNHIMF_18540,ONMMKP_15890,IKCLMC_13600,PKJKAM_18510
metG,metG,methionine--tRNA ligase,AJBGEP_11605,HFCAGB_12120,BEJGEH_10950,GEGEGB_03745,ODDLKH_13285,LNHIMF_11520,ONMMKP_23445,IKCLMC_09180,PKJKAM_19900
ydhK,ydhK,Uncharacterized transporter YdhK,AJBGEP_07620,HFCAGB_09205,BEJGEH_08225,GEGEGB_06940,ODDLKH_09625,LNHIMF_07475,ONMMKP_03040,IKCLMC_23665,PKJKAM_00420
group_58,yicI,Alpha-glucosidase/xylosidase GH31 family,AJBGEP_00215,HFCAGB_00220,BEJGEH_00220,GEGEGB_00230,ODDLKH_02595,LNHIMF_00215,ONMMKP_10705,IKCLMC_15830,PKJKAM_10325
prlC,prlC,oligopeptidase A,AJBGEP_18920,HFCAGB_19195,BEJGEH_18160,GEGEGB_20730,ODDLKH_20225,LNHIMF_18190,ONMMKP_16265,IKCLMC_13975,PKJKAM_18885
ssaV,ssaV,SPI-2 type III secretion system apparatus protein SsaV,AJBGEP_07475,HFCAGB_09350,BEJGEH_08365,GEGEGB_06800,ODDLKH_09475,LNHIMF_07330,ONMMKP_03185,IKCLMC_23810,PKJKAM_04010
prc,prc,carboxy terminal-processing peptidase,AJBGEP_09690,HFCAGB_07165,BEJGEH_06105,GEGEGB_05495,ODDLKH_11680,LNHIMF_09580,ONMMKP_00960,IKCLMC_21605,PKJKAM_21685
lpoA,lpoA,Outer membrane lipoprotein LpoA binds and activates PBP1a,AJBGEP_17200,HFCAGB_17475,BEJGEH_16445,GEGEGB_16770,ODDLKH_18525,LNHIMF_16575,ONMMKP_17885,IKCLMC_17935,PKJKAM_08835
ptrB,ptrB,oligopeptidase B,AJBGEP_09885,HFCAGB_06690,BEJGEH_05935,GEGEGB_05325,ODDLKH_11870,LNHIMF_09780,ONMMKP_00755,IKCLMC_21375,PKJKAM_21440
helD,helD,DNA helicase IV,AJBGEP_05370,HFCAGB_05620,BEJGEH_04900,GEGEGB_09770,ODDLKH_07400,LNHIMF_05545,ONMMKP_05330,IKCLMC_02855,PKJKAM_03360
invA,invA,type III secretion system export apparatus protein InvA,AJBGEP_15310,HFCAGB_15545,BEJGEH_14445,GEGEGB_14710,ODDLKH_16620,LNHIMF_14685,ONMMKP_19885,IKCLMC_19850,PKJKAM_12430
fhuB,fhuB,Fe(3+)-hydroxamate ABC transporter permease FhuB,AJBGEP_01025,HFCAGB_01020,BEJGEH_01070,GEGEGB_01070,ODDLKH_03390,LNHIMF_01040,ONMMKP_09860,IKCLMC_15025,PKJKAM_03565
yhjG,yhjG,AsmA family protein YhjG,AJBGEP_19005,HFCAGB_19280,BEJGEH_18250,GEGEGB_20650,ODDLKH_20310,LNHIMF_18275,ONMMKP_16180,IKCLMC_13890,PKJKAM_18800
siiF,siiF,SPI-4 type I secretion system protein SiiF,AJBGEP_22365,HFCAGB_22515,BEJGEH_21625,GEGEGB_22020,ODDLKH_00605,LNHIMF_21750,ONMMKP_12650,IKCLMC_05340,PKJKAM_06290
ppk1,ppk1,polyphosphate kinase 1,AJBGEP_13395,HFCAGB_13900,BEJGEH_12670,GEGEGB_01945,ODDLKH_15065,LNHIMF_13210,ONMMKP_21710,IKCLMC_06380,PKJKAM_13830
group_53,flhA,formate hydrogenlyase transcriptional activator FlhA,AJBGEP_15120,HFCAGB_15355,BEJGEH_14255,GEGEGB_14530,ODDLKH_16430,LNHIMF_14495,ONMMKP_20085,IKCLMC_20040,PKJKAM_12620
flhA,flhA,flagellar biosynthesis protein FlhA,AJBGEP_10065,HFCAGB_06510,BEJGEH_05760,GEGEGB_05145,ODDLKH_12045,LNHIMF_09955,ONMMKP_00575,IKCLMC_21175,PKJKAM_21260
malQ,malQ,4-alpha-glucanotransferase,AJBGEP_18495,HFCAGB_18760,BEJGEH_17740,GEGEGB_21110,ODDLKH_19805,LNHIMF_17835,ONMMKP_16635,IKCLMC_14395,PKJKAM_19255
recG,recG,ATP-dependent DNA helicase RecG,AJBGEP_19705,HFCAGB_19985,BEJGEH_18955,GEGEGB_19955,ODDLKH_21005,LNHIMF_18990,ONMMKP_15470,IKCLMC_13190,PKJKAM_18095
foxA,foxA,ferrioxamine B receptor FoxA,AJBGEP_01915,HFCAGB_01920,BEJGEH_01865,GEGEGB_13180,ODDLKH_04255,LNHIMF_01955,ONMMKP_08985,IKCLMC_10620,PKJKAM_16910
yjbH,yjbH,YjbH domain-containing protein,AJBGEP_22185,HFCAGB_22335,BEJGEH_21445,GEGEGB_21835,ODDLKH_00425,LNHIMF_21265,ONMMKP_12825,IKCLMC_05160,PKJKAM_06470
cstA,cstA,pyruvate/proton symporter CstA,AJBGEP_03115,HFCAGB_03440,BEJGEH_03040,GEGEGB_11955,ODDLKH_05450,LNHIMF_03715,ONMMKP_07790,IKCLMC_12105,PKJKAM_15435
rlmL,rlmL,bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL,AJBGEP_05305,HFCAGB_05555,BEJGEH_04835,GEGEGB_09840,ODDLKH_07335,LNHIMF_05480,ONMMKP_05400,IKCLMC_02790,PKJKAM_00335
spoT,spoT,bifunctional GTP diphosphokinase/guanosine-3'5'-bis pyrophosphate 3'-pyrophosphohydrolase,AJBGEP_19695,HFCAGB_19975,BEJGEH_18945,GEGEGB_19965,ODDLKH_20995,LNHIMF_18980,ONMMKP_15480,IKCLMC_13200,PKJKAM_18105
fusA,fusA,elongation factor G,AJBGEP_18150,HFCAGB_18425,BEJGEH_17385,GEGEGB_21460,ODDLKH_19470,LNHIMF_17500,ONMMKP_16970,IKCLMC_14735,PKJKAM_19600
nrdE,nrdE,class 1b ribonucleoside-diphosphate reductase subunit alpha,AJBGEP_14845,HFCAGB_15075,BEJGEH_13980,GEGEGB_14250,ODDLKH_16155,LNHIMF_14220,ONMMKP_20360,IKCLMC_20305,PKJKAM_12895
igaA,igaA,intracellular growth attenuator protein IgaA,AJBGEP_18405,HFCAGB_18670,BEJGEH_17645,GEGEGB_21200,ODDLKH_19715,LNHIMF_17745,ONMMKP_16725,IKCLMC_14485,PKJKAM_19345
nrdD,nrdD,anaerobic ribonucleoside-triphosphate reductase,AJBGEP_23315,HFCAGB_23360,BEJGEH_22640,GEGEGB_23675,ODDLKH_01605,LNHIMF_22655,ONMMKP_11705,IKCLMC_16885,PKJKAM_11270
ldcC,ldcC,lysine decarboxylase LdcC,AJBGEP_01240,HFCAGB_01240,BEJGEH_01290,GEGEGB_01265,ODDLKH_03605,LNHIMF_01225,ONMMKP_09645,IKCLMC_14810,PKJKAM_00750
cadA,cadA,lysine decarboxylase CadA,AJBGEP_13695,HFCAGB_14220,BEJGEH_12990,GEGEGB_01610,ODDLKH_15360,LNHIMF_13500,ONMMKP_21405,IKCLMC_06085,PKJKAM_13525
pta,pta,phosphate acetyltransferase,AJBGEP_12545,HFCAGB_13015,BEJGEH_11820,GEGEGB_02840,ODDLKH_14225,LNHIMF_12380,ONMMKP_22555,IKCLMC_08295,PKJKAM_14675
srfC,srfC,Virulence factor SrfC-related protein,AJBGEP_08410,HFCAGB_08455,BEJGEH_07405,GEGEGB_07950,ODDLKH_10415,LNHIMF_08290,ONMMKP_02255,IKCLMC_22885,PKJKAM_22965
fadJ,fadJ,fatty acid oxidation complex subunit alpha FadJ,AJBGEP_12795,HFCAGB_13270,BEJGEH_12065,GEGEGB_02585,ODDLKH_14475,LNHIMF_12625,ONMMKP_22305,IKCLMC_08045,PKJKAM_14425
btsT,btsT,pyruvate/proton symporter BtsT,AJBGEP_23745,HFCAGB_23870,BEJGEH_23205,GEGEGB_24205,ODDLKH_02040,LNHIMF_23005,ONMMKP_11220,IKCLMC_16385,PKJKAM_10885
yccC,yccC,Uncharacterized membrane protein YccC,AJBGEP_05360,HFCAGB_05610,BEJGEH_04890,GEGEGB_09780,ODDLKH_07390,LNHIMF_05535,ONMMKP_05340,IKCLMC_02845,PKJKAM_03370
aas,aas,bifunctional acyl-ACP--phospholipid O-acyltransferase/long-chain-fatty-acid--ACP ligase,AJBGEP_15895,HFCAGB_16165,BEJGEH_15095,GEGEGB_15340,ODDLKH_17210,LNHIMF_15260,ONMMKP_19270,IKCLMC_19265,PKJKAM_11805
wzc,wzc,tyrosine-protein kinase Wzc,AJBGEP_11400,HFCAGB_11910,BEJGEH_10690,GEGEGB_04010,ODDLKH_13075,LNHIMF_11320,ONMMKP_23685,IKCLMC_09425,PKJKAM_20210
uvrD,uvrD,DNA helicase II,AJBGEP_20785,HFCAGB_21005,BEJGEH_20030,GEGEGB_17645,ODDLKH_22035,LNHIMF_20015,ONMMKP_14190,IKCLMC_02445,PKJKAM_07675
pnp,pnp,polyribonucleotide nucleotidyltransferase,AJBGEP_17295,HFCAGB_17570,BEJGEH_16540,GEGEGB_16855,ODDLKH_18620,LNHIMF_16660,ONMMKP_17800,IKCLMC_17850,PKJKAM_08750
pqqU,pqqU,TonB-dependent receptor PqqU,AJBGEP_08370,HFCAGB_08495,BEJGEH_07445,GEGEGB_07910,ODDLKH_10375,LNHIMF_08250,ONMMKP_02295,IKCLMC_22925,PKJKAM_23005
ygiQ,ygiQ,YgiQ family radical SAM protein,AJBGEP_16730,HFCAGB_17005,BEJGEH_15960,GEGEGB_16230,ODDLKH_18030,LNHIMF_16095,ONMMKP_18355,IKCLMC_18435,PKJKAM_09530
group_47,fepA,Outer membrane receptor for ferrienterochelin and colicins,AJBGEP_14685,HFCAGB_14910,BEJGEH_13825,GEGEGB_14085,ODDLKH_15995,LNHIMF_14060,ONMMKP_20515,IKCLMC_20470,PKJKAM_13050
katG,katG,catalase/peroxidase HPI,AJBGEP_21600,HFCAGB_21840,BEJGEH_20865,GEGEGB_18505,ODDLKH_22850,LNHIMF_20815,ONMMKP_13385,IKCLMC_03770,PKJKAM_06880
glgB,glgB,14-alpha-glucan branching enzyme,AJBGEP_18635,HFCAGB_18905,BEJGEH_17875,GEGEGB_21055,ODDLKH_19945,LNHIMF_17910,ONMMKP_16545,IKCLMC_14260,PKJKAM_19165
fadB,fadB,fatty acid oxidation complex subunit alpha FadB,AJBGEP_20945,HFCAGB_21165,BEJGEH_20190,GEGEGB_17485,ODDLKH_22195,LNHIMF_20165,ONMMKP_14030,IKCLMC_02285,PKJKAM_07515
priA,priA,primosomal protein N',AJBGEP_21535,HFCAGB_21755,BEJGEH_20800,GEGEGB_18585,ODDLKH_22785,LNHIMF_20755,ONMMKP_13460,IKCLMC_03705,PKJKAM_06945
zntA,zntA,Zn(II)/Cd(II)/Pb(II) translocating P-type ATPase ZntA,AJBGEP_18825,HFCAGB_19095,BEJGEH_18065,GEGEGB_20860,ODDLKH_20130,LNHIMF_18095,ONMMKP_16360,IKCLMC_14070,PKJKAM_18980
eAL,eAL,EAL domain c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant),AJBGEP_13405,HFCAGB_13910,BEJGEH_12680,GEGEGB_01935,ODDLKH_15075,LNHIMF_13220,ONMMKP_21700,IKCLMC_06370,PKJKAM_13820
ybiO,ybiO,mechanosensitive channel protein,AJBGEP_04265,HFCAGB_04535,BEJGEH_04135,GEGEGB_10870,ODDLKH_06595,LNHIMF_04780,ONMMKP_06450,IKCLMC_07130,PKJKAM_05350
hypF,hypF,carbamoyltransferase HypF,AJBGEP_15035,HFCAGB_15270,BEJGEH_14170,GEGEGB_14445,ODDLKH_16345,LNHIMF_14410,ONMMKP_20170,IKCLMC_20125,PKJKAM_12705
group_42,ptsP,phosphoenolpyruvate--protein phosphotransferase,AJBGEP_15860,HFCAGB_16130,BEJGEH_15060,GEGEGB_15305,ODDLKH_17175,LNHIMF_15225,ONMMKP_19305,IKCLMC_19300,PKJKAM_11840
relA,relA,GTP diphosphokinase,AJBGEP_15615,HFCAGB_15880,BEJGEH_14815,GEGEGB_15050,ODDLKH_16925,LNHIMF_14980,ONMMKP_19550,IKCLMC_19545,PKJKAM_12085
katE,katE,catalase HPII,AJBGEP_06980,HFCAGB_09845,BEJGEH_08850,GEGEGB_06355,ODDLKH_08980,LNHIMF_06845,ONMMKP_04075,IKCLMC_24295,PKJKAM_04500
fepA,fepA,Outer membrane receptor for ferrienterochelin and colicins,AJBGEP_03040,HFCAGB_03365,BEJGEH_02965,GEGEGB_12035,ODDLKH_05375,LNHIMF_03640,ONMMKP_07865,IKCLMC_12030,PKJKAM_15510
parC,parC,DNA topoisomerase IV subunit A,AJBGEP_16760,HFCAGB_17035,BEJGEH_15990,GEGEGB_16275,ODDLKH_18060,LNHIMF_16130,ONMMKP_18325,IKCLMC_18405,PKJKAM_09500
metE,metE,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,AJBGEP_20855,HFCAGB_21075,BEJGEH_20100,GEGEGB_17575,ODDLKH_22105,LNHIMF_20075,ONMMKP_14120,IKCLMC_02375,PKJKAM_07605
comEC,comEC,ComEC family protein,AJBGEP_04880,HFCAGB_05145,BEJGEH_04705,GEGEGB_10300,ODDLKH_07205,LNHIMF_05365,ONMMKP_05825,IKCLMC_07740,PKJKAM_04740
adiA,adiA,arginine decarboxylase,AJBGEP_22545,HFCAGB_22695,BEJGEH_21825,GEGEGB_22200,ODDLKH_00785,LNHIMF_21930,ONMMKP_12470,IKCLMC_05520,PKJKAM_06110
phsA,phsA,thiosulfate reductase PhsA,AJBGEP_11130,HFCAGB_11635,BEJGEH_10420,GEGEGB_04305,ODDLKH_12805,LNHIMF_10735,ONMMKP_23915,IKCLMC_09715,PKJKAM_20495
clpA,clpA,ATP-dependent Clp protease ATP-binding subunit ClpA,AJBGEP_04690,HFCAGB_04970,BEJGEH_04515,GEGEGB_10485,ODDLKH_07025,LNHIMF_05195,ONMMKP_06010,IKCLMC_07560,PKJKAM_04915
maeB,maeB,NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase,AJBGEP_13240,HFCAGB_13735,BEJGEH_12500,GEGEGB_02115,ODDLKH_14910,LNHIMF_13045,ONMMKP_21875,IKCLMC_06545,PKJKAM_13995
group_41,pflB,formate C-acetyltransferase,AJBGEP_04830,HFCAGB_05095,BEJGEH_04655,GEGEGB_10350,ODDLKH_07155,LNHIMF_05315,ONMMKP_05875,IKCLMC_07690,PKJKAM_04790
nrdA,nrdA,class 1a ribonucleoside-diphosphate reductase subunit alpha,AJBGEP_12235,HFCAGB_12700,BEJGEH_11510,GEGEGB_03145,ODDLKH_13915,LNHIMF_12075,ONMMKP_22860,IKCLMC_08610,PKJKAM_14975
opgB,opgB,phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase,AJBGEP_23790,HFCAGB_23915,BEJGEH_23220,GEGEGB_24220,ODDLKH_02085,LNHIMF_23050,ONMMKP_11210,IKCLMC_16340,PKJKAM_10840
pflB,pflB,formate C-acetyltransferase,AJBGEP_17110,HFCAGB_17385,BEJGEH_16355,GEGEGB_16645,ODDLKH_18410,LNHIMF_16485,ONMMKP_17975,IKCLMC_18050,PKJKAM_08950
bglX,bglX,beta-glucosidase BglX,AJBGEP_11665,HFCAGB_12180,BEJGEH_11010,GEGEGB_03685,ODDLKH_13345,LNHIMF_11580,ONMMKP_23385,IKCLMC_09120,PKJKAM_19840
pbpC,pbpC,peptidoglycan glycosyltransferase PbpC,AJBGEP_13540,HFCAGB_14060,BEJGEH_12820,GEGEGB_01770,ODDLKH_15205,LNHIMF_13355,ONMMKP_21560,IKCLMC_06240,PKJKAM_13680
yicI,yicI,alpha-xylosidase,AJBGEP_19730,HFCAGB_20005,BEJGEH_18980,GEGEGB_19935,ODDLKH_21030,LNHIMF_19010,ONMMKP_15450,IKCLMC_13170,PKJKAM_18075
feoB,feoB,Fe(2+) transporter permease subunit FeoB,AJBGEP_18460,HFCAGB_18725,BEJGEH_17705,GEGEGB_21145,ODDLKH_19770,LNHIMF_17800,ONMMKP_16670,IKCLMC_14430,PKJKAM_19290
yhgF,yhgF,Protein YhgF,AJBGEP_18450,HFCAGB_18715,BEJGEH_17695,GEGEGB_21155,ODDLKH_19760,LNHIMF_17790,ONMMKP_16680,IKCLMC_14440,PKJKAM_19300
group_37,torA,Anaerobic selenocysteine-containing dehydrogenase,AJBGEP_19195,HFCAGB_19470,BEJGEH_18430,GEGEGB_20480,ODDLKH_20495,LNHIMF_18430,ONMMKP_16000,IKCLMC_13705,PKJKAM_18615
arcB,arcB,aerobic respiration two-component sensor histidine kinase ArcB,AJBGEP_17550,HFCAGB_17820,BEJGEH_16790,GEGEGB_17095,ODDLKH_18865,LNHIMF_16905,ONMMKP_17560,IKCLMC_17605,PKJKAM_08500
lon,lon,endopeptidase La,AJBGEP_02355,HFCAGB_02375,BEJGEH_02295,GEGEGB_12705,ODDLKH_04695,LNHIMF_02375,ONMMKP_08540,IKCLMC_11065,PKJKAM_16470
lptD,lptD,LPS assembly protein LptD,AJBGEP_00490,HFCAGB_00465,BEJGEH_00485,GEGEGB_00500,ODDLKH_02860,LNHIMF_00480,ONMMKP_10445,IKCLMC_15565,PKJKAM_10055
ppsA,ppsA,phosphoenolpyruvate synthase,AJBGEP_07145,HFCAGB_09685,BEJGEH_08695,GEGEGB_06520,ODDLKH_09145,LNHIMF_07000,ONMMKP_03520,IKCLMC_24140,PKJKAM_04345
pheT,pheT,phenylalanine--tRNA ligase subunit beta,AJBGEP_07085,HFCAGB_09745,BEJGEH_08755,GEGEGB_06460,ODDLKH_09085,LNHIMF_06940,ONMMKP_03580,IKCLMC_24200,PKJKAM_04405
gcd,gcd,Quinoprotein glucose dehydrogenase,AJBGEP_00900,HFCAGB_00895,BEJGEH_00945,GEGEGB_00925,ODDLKH_03265,LNHIMF_00880,ONMMKP_10020,IKCLMC_15150,PKJKAM_03725
malP,malP,maltodextrin phosphorylase,AJBGEP_18500,HFCAGB_18765,BEJGEH_17745,GEGEGB_21105,ODDLKH_19810,LNHIMF_17840,ONMMKP_16630,IKCLMC_14390,PKJKAM_19250
gyrB,gyrB,DNA topoisomerase (ATP-hydrolyzing) subunit B GyrB,AJBGEP_20185,HFCAGB_20455,BEJGEH_19445,GEGEGB_19450,ODDLKH_21480,LNHIMF_19455,ONMMKP_15025,IKCLMC_12760,PKJKAM_17635
ybbP,ybbP,putative ABC transporter permease subunit YbbP,AJBGEP_02650,HFCAGB_02675,BEJGEH_02605,GEGEGB_12390,ODDLKH_04990,LNHIMF_02675,ONMMKP_08245,IKCLMC_11365,PKJKAM_16170
plsB,plsB,glycerol-3-phosphate 1-O-acyltransferase PlsB,AJBGEP_22235,HFCAGB_22385,BEJGEH_21495,GEGEGB_21885,ODDLKH_00475,LNHIMF_21320,ONMMKP_12775,IKCLMC_05210,PKJKAM_06420
metL,metL,bifunctional aspartate kinase/homoserine dehydrogenase II,AJBGEP_21570,HFCAGB_21790,BEJGEH_20835,GEGEGB_18545,ODDLKH_22820,LNHIMF_20790,ONMMKP_13415,IKCLMC_03740,PKJKAM_06910
ybiW,ybiW,putative dehydratase YbiW,AJBGEP_04350,HFCAGB_04625,BEJGEH_04220,GEGEGB_10780,ODDLKH_06680,LNHIMF_04855,ONMMKP_06355,IKCLMC_07215,PKJKAM_05260
ynfF,ynfF,selenate/tellurate reductase subunit YnfF,AJBGEP_07890,HFCAGB_08920,BEJGEH_07945,GEGEGB_07480,ODDLKH_09895,LNHIMF_07760,ONMMKP_02770,IKCLMC_23380,PKJKAM_23480
rnr,rnr,ribonuclease R,AJBGEP_22895,HFCAGB_23030,BEJGEH_22225,GEGEGB_23325,ODDLKH_01195,LNHIMF_22330,ONMMKP_12115,IKCLMC_17215,PKJKAM_05765
bisC,bisC,Anaerobic selenocysteine-containing dehydrogenase,AJBGEP_07895,HFCAGB_08915,BEJGEH_07940,GEGEGB_07485,ODDLKH_09900,LNHIMF_07765,ONMMKP_02765,IKCLMC_23375,PKJKAM_23475
dmsA,dmsA,dimethylsulfoxide reductase subunit A,AJBGEP_04790,HFCAGB_05055,BEJGEH_04620,GEGEGB_10395,ODDLKH_07115,LNHIMF_05275,ONMMKP_05915,IKCLMC_07650,PKJKAM_04830
fadE,fadE,acyl-CoA dehydrogenase FadE,AJBGEP_01640,HFCAGB_01635,BEJGEH_01590,GEGEGB_13395,ODDLKH_03990,LNHIMF_01675,ONMMKP_09270,IKCLMC_10355,PKJKAM_17195
glgP,glgP,glycogen phosphorylase,AJBGEP_18615,HFCAGB_18885,BEJGEH_17855,GEGEGB_21075,ODDLKH_19925,LNHIMF_17890,ONMMKP_16565,IKCLMC_14280,PKJKAM_19185
thrA,thrA,bifunctional aspartate kinase/homoserine dehydrogenase I,AJBGEP_00010,HFCAGB_00010,BEJGEH_00010,GEGEGB_00010,ODDLKH_02390,LNHIMF_00010,ONMMKP_10905,IKCLMC_16035,PKJKAM_10535
hrpB,hrpB,ATP-dependent helicase HrpB,AJBGEP_01000,HFCAGB_00995,BEJGEH_01045,GEGEGB_01040,ODDLKH_03365,LNHIMF_01015,ONMMKP_09885,IKCLMC_15050,PKJKAM_03590
napA,napA,nitrate reductase catalytic subunit NapA,AJBGEP_12140,HFCAGB_12605,BEJGEH_11415,GEGEGB_03260,ODDLKH_13820,LNHIMF_11975,ONMMKP_22955,IKCLMC_08705,PKJKAM_15070
stdB,stdB,fimbrial outer membrane usher protein StdB,AJBGEP_16005,HFCAGB_16275,BEJGEH_15220,GEGEGB_15470,ODDLKH_17320,LNHIMF_15370,ONMMKP_19160,IKCLMC_19155,PKJKAM_11695
copA,copA,copper-exporting P-type ATPase CopA,AJBGEP_02600,HFCAGB_02625,BEJGEH_02555,GEGEGB_12440,ODDLKH_04940,LNHIMF_02625,ONMMKP_08295,IKCLMC_11315,PKJKAM_16220
mrcB,mrcB,bifunctional glycosyl transferase/transpeptidase,AJBGEP_01005,HFCAGB_01000,BEJGEH_01050,GEGEGB_01045,ODDLKH_03370,LNHIMF_01020,ONMMKP_09880,IKCLMC_15045,PKJKAM_03585
treY,treY,malto-oligosyltrehalose synthase,AJBGEP_08230,HFCAGB_08635,BEJGEH_07600,GEGEGB_07785,ODDLKH_10235,LNHIMF_08100,ONMMKP_02435,IKCLMC_23065,PKJKAM_23145
nirB,nirB,NADPH-nitrite reductase large subunit,AJBGEP_18290,HFCAGB_18565,BEJGEH_17525,GEGEGB_21310,ODDLKH_19610,LNHIMF_17640,ONMMKP_16830,IKCLMC_14590,PKJKAM_19460
mdoH,mdoH,glucans biosynthesis glucosyltransferase MdoH,AJBGEP_05760,HFCAGB_10755,BEJGEH_09720,GEGEGB_09350,ODDLKH_07790,LNHIMF_05935,ONMMKP_04940,IKCLMC_03980,PKJKAM_02955
cyaA,cyaA,class I adenylate cyclase,AJBGEP_20720,HFCAGB_20955,BEJGEH_19965,GEGEGB_17705,ODDLKH_21970,LNHIMF_19970,ONMMKP_14240,IKCLMC_02495,PKJKAM_07725
torA,torA,trimethylamine-N-oxide reductase TorA,AJBGEP_20115,HFCAGB_20385,BEJGEH_19395,GEGEGB_19515,ODDLKH_21410,LNHIMF_19390,ONMMKP_15085,IKCLMC_12830,PKJKAM_17705
mrcA,mrcA,peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA,AJBGEP_18395,HFCAGB_18660,BEJGEH_17635,GEGEGB_21210,ODDLKH_19705,LNHIMF_17735,ONMMKP_16735,IKCLMC_14495,PKJKAM_19365
mutS,mutS,DNA mismatch repair protein MutS,AJBGEP_15375,HFCAGB_15610,BEJGEH_14525,GEGEGB_14760,ODDLKH_16685,LNHIMF_14735,ONMMKP_19820,IKCLMC_19785,PKJKAM_12350
clpB,clpB,ATP-dependent chaperone ClpB,AJBGEP_14305,HFCAGB_14480,BEJGEH_13250,GEGEGB_13775,ODDLKH_15620,LNHIMF_13760,ONMMKP_21145,IKCLMC_20740,PKJKAM_13250
leuS,leuS,leucine--tRNA ligase,AJBGEP_03360,HFCAGB_03705,BEJGEH_03290,GEGEGB_11700,ODDLKH_05705,LNHIMF_03965,ONMMKP_07545,IKCLMC_12350,PKJKAM_01875
topA,topA,type I DNA topoisomerase,AJBGEP_09035,HFCAGB_07820,BEJGEH_06760,GEGEGB_08605,ODDLKH_11030,LNHIMF_08930,ONMMKP_01610,IKCLMC_22265,PKJKAM_22335
acnB,acnB,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,AJBGEP_00845,HFCAGB_00835,BEJGEH_00860,GEGEGB_00875,ODDLKH_03210,LNHIMF_00830,ONMMKP_10080,IKCLMC_15210,PKJKAM_03790
pepN,pepN,aminopeptidase N,AJBGEP_05285,HFCAGB_05535,BEJGEH_04815,GEGEGB_09860,ODDLKH_07315,LNHIMF_05460,ONMMKP_05420,IKCLMC_02770,PKJKAM_01135
