Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_000022165.1,GCF_000020925.1,GCF_000020885.1,GCF_000007545.1,GCF_000170215.1,GCF_000020745.1,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1
group_1656,,Cytoplasmic protein,2,2,1.0,1,4322,,,,291,291,291.0,AJBGEP_24230,HFCAGB_24330,,,,,,,
group_1655,hipB,Transcriptional regulator contains XRE-family HTH domain,2,2,1.0,1,4318,,,,291,291,291.0,AJBGEP_14515,,,,ODDLKH_15830,,,,
group_1628,tnp,IS3 family ISSty2 transposase ORF A,2,2,1.0,1,4278,,,,300,300,300.0,AJBGEP_14640,,,,ODDLKH_15950,,,,
group_1621,,hypothetical protein,2,2,1.0,1,4269,,,,303,303,303.0,,,BEJGEH_10840,GEGEGB_03860,,,,,
group_1620,,Integrase DNA-binding domain-containing protein,2,2,1.0,1,4268,,,,303,303,303.0,,,BEJGEH_10085,,,,,IKCLMC_10010,
group_1611,,Bacteriophage cohesive ends,2,2,1.0,1,4255,,,,306,306,306.0,,HFCAGB_06825,,,,,,IKCLMC_00960,
group_1610,ccdB,type II toxin-antitoxin system toxin CcdB,2,2,1.0,1,4254,,,,306,306,306.0,AJBGEP_24225,HFCAGB_24335,,,,,,,
group_1602,,Alpha/beta hydrolase,2,2,1.0,1,4240,,,,309,309,309.0,AJBGEP_06380,,,,,,,IKCLMC_04590,
group_1560,,putative phage recombinase RecA/RadA family,2,2,1.0,1,4170,,,,324,324,324.0,AJBGEP_05165,HFCAGB_06905,,,,,,,
group_1544,,phage holin lambda family,2,2,1.0,1,4146,,,,330,330,330.0,AJBGEP_12020,,,,ODDLKH_13700,,,,
group_1539,,Helix-turn-helix domain-containing protein,2,2,1.0,1,4133,,,,333,333,333.0,,HFCAGB_06785,,,,,,IKCLMC_07880,
group_1533,,Phage tail protein,2,2,1.0,1,4124,,,,333,333,333.0,AJBGEP_05205,HFCAGB_06945,,,,,,,
lygB,lygB,LygB,2,2,1.0,1,4115,,,,336,336,336.0,,HFCAGB_06760,,,,,,IKCLMC_04460,
group_1526,,Helicase,2,2,1.0,1,4114,,,,336,336,336.0,AJBGEP_24360,HFCAGB_24210,,,,,,,
group_1524,,DUF4113 domain-containing protein,2,2,1.0,1,4106,,,,339,339,339.0,,,,,,,,IKCLMC_21485,PKJKAM_21570
group_1520,,Restriction endonuclease,2,2,1.0,1,4100,,,,339,339,339.0,,HFCAGB_23805,,,,,,IKCLMC_16440,
group_1516,,phage holin lambda family,2,2,1.0,1,4093,,,,339,339,339.0,AJBGEP_10670,,,,,LNHIMF_03335,,,
yiaW,yiaW,Inner membrane protein YiaW,2,2,1.0,1,4006,,,,363,363,363.0,,,BEJGEH_18645,,,,ONMMKP_15780,,
arsD,arsD,arsenite efflux transporter metallochaperone ArsD,2,2,1.0,1,4005,,,,363,363,363.0,,,BEJGEH_10105,,,,,IKCLMC_09995,
group_1456,,Antitermination protein Q,2,2,1.0,1,3988,,,,366,366,366.0,AJBGEP_12030,,,,ODDLKH_13710,,,,
group_1436,,Phage integrase,2,2,1.0,1,3960,,,,375,375,375.0,,,BEJGEH_10125,,,LNHIMF_10440,,,
group_1435,,Arsenic resistance transcriptional regulator,2,2,1.0,1,3959,,,,375,375,375.0,,,BEJGEH_10115,,,,,IKCLMC_09985,
srlB,srlB,Phosphotransferase system sorbitol-specific IIA component,2,2,1.0,1,3958,,,,375,375,375.0,AJBGEP_14530,,,,ODDLKH_15845,,,,
group_1428,,DUF1353 domain-containing protein,2,2,1.0,1,3945,,,,378,378,378.0,,,,GEGEGB_05915,,LNHIMF_06435,,,
group_1425,,Inner membrane protein,2,2,1.0,1,3942,,,,378,378,378.0,,HFCAGB_14730,,GEGEGB_18045,,,,,
group_1424,,hypothetical protein,2,2,1.0,1,3941,,,,378,378,378.0,,HFCAGB_06090,BEJGEH_05345,,,,,,
group_1402,,Prophage protein,2,2,1.0,1,3895,,,,387,387,387.0,AJBGEP_14120,,,,,,,IKCLMC_01315,
group_1399,,Prophage membrane protein,2,2,1.0,1,3888,,,,390,390,390.0,,,,GEGEGB_10040,,LNHIMF_21485,,,
group_1380,,DNA-binding protein,2,2,1.0,1,3861,,,,396,396,396.0,,HFCAGB_06810,,,,,,IKCLMC_00945,
rusA,rusA,Crossover junction endodeoxyribonuclease rusA,2,2,1.0,1,3860,,,,396,396,396.0,,HFCAGB_03070,,,,LNHIMF_02955,,,
group_1379,,Putative regulator,2,2,1.0,1,3855,,,,396,396,396.0,AJBGEP_14110,,,,,,,IKCLMC_01325,
group_1376,,phage minor tail protein G,2,2,1.0,1,3845,,,,399,399,399.0,AJBGEP_05190,HFCAGB_06930,,,,,,,
group_1370,,Phage tail protein,2,2,1.0,1,3834,,,,402,402,402.0,AJBGEP_05180,HFCAGB_06920,,,,,,,
group_1363,,Lambda repressor-like DNA-binding protein,2,2,1.0,1,3825,,,,405,405,405.0,,HFCAGB_05290,,GEGEGB_10135,,,,,
group_1357,,Phage tail protein,2,2,1.0,1,3813,,,,408,408,408.0,,,,GEGEGB_22755,,LNHIMF_21630,,,
group_1352,,Helix-turn-helix domain-containing protein,2,2,1.0,1,3797,,,,411,411,411.0,AJBGEP_05035,,,,,LNHIMF_10995,,,
group_1342,tssE,type VI secretion system baseplate subunit TssE,2,2,1.0,1,3779,,,,417,417,417.0,,HFCAGB_06020,BEJGEH_05285,,,,,,
group_1325,,hypothetical protein,2,2,1.0,1,3743,,,,426,426,426.0,,,BEJGEH_19505,,,,ONMMKP_14680,,
group_1315,,Gp1,2,2,1.0,1,3720,,,,432,432,432.0,,,,,,LNHIMF_03010,ONMMKP_03795,,
group_1311,,Phage tail protein,2,2,1.0,1,3716,,,,432,432,432.0,,HFCAGB_14720,,GEGEGB_18055,,,,,
group_1296,,hypothetical protein,2,2,1.0,1,3686,,,,441,441,441.0,,HFCAGB_23815,,,,,,IKCLMC_16430,
group_1293,,Tail fiber assembly protein,2,2,1.0,1,3674,,,,444,444,444.0,AJBGEP_12000,,,,ODDLKH_13680,,,,
group_1244,,Capsid completion protein,2,2,1.0,1,3582,,,,465,465,465.0,,,,GEGEGB_22820,,,ONMMKP_20850,,
group_1234,,Restriction endonuclease type IV Mrr domain-containing protein,2,2,1.0,1,3569,,,,468,468,468.0,,HFCAGB_23810,,,,,,IKCLMC_16435,
group_1216,,Class I SAM-dependent methyltransferase,2,2,1.0,1,3528,,,,474,474,474.0,,HFCAGB_05325,,GEGEGB_10100,,,,,
sarA,sarA,Salmonella anti-inflammatory response activator,2,2,1.0,1,3521,,,,474,474,474.0,AJBGEP_13830,,,,,,,IKCLMC_05950,
group_1212,,protein-tyrosine-phosphatase,2,2,1.0,1,3513,,,,477,477,477.0,,,BEJGEH_10110,,,,,IKCLMC_09990,
group_1187,,Cytoplasmic protein,2,2,1.0,1,3468,,,,489,489,489.0,AJBGEP_24345,HFCAGB_24225,,,,,,,
group_1186,,CaiF/GrlA family transcriptional regulator,2,2,1.0,1,3467,,,,489,489,489.0,AJBGEP_24250,HFCAGB_24310,,,,,,,
group_1182,,Transposase IS200-like domain-containing protein,2,2,1.0,1,3454,,,,492,492,492.0,,,,GEGEGB_24370,,LNHIMF_23200,,,
group_1176,,Saf-pilin pilus formation protein domain-containing protein,2,2,1.0,1,3445,,,,495,495,495.0,,,,GEGEGB_13490,,,,IKCLMC_10305,
sefA,sefA,SEF14 fimbria major subunit SefA,2,2,1.0,1,3426,,,,498,498,498.0,,HFCAGB_23575,,3_refound_46,,,,,
group_1162,lomR,Opacity protein LomR and related surface antigens,2,2,1.0,1,3418,,,,498,498,498.0,AJBGEP_05210,HFCAGB_06950,,,,,,,
cdiI,cdiI,CdiI family contact-dependent growth inhibition immunity protein,2,2,1.0,1,3412,,,,501,501,501.0,,,BEJGEH_10835,GEGEGB_03865,,,,,
group_1157,,Lysis protein,2,2,1.0,1,3405,,,,501,501,501.0,AJBGEP_05135,HFCAGB_06875,,,,,,,
group_1153,,Head completion protein,2,2,1.0,1,3400,,,,504,504,504.0,,,,,,,ONMMKP_20645,,PKJKAM_09205
group_1150,,Eaa protein,2,2,1.0,1,3397,,,,504,504,504.0,,,,,ODDLKH_08245,,,IKCLMC_04435,
group_1149,tssB,type VI secretion system contractile sheath small subunit,2,2,1.0,1,3396,,,,504,504,504.0,,HFCAGB_06035,BEJGEH_05300,,,,,,
group_1145,,Phage tail protein,2,2,1.0,1,3386,,,,507,507,507.0,,,,,,,ONMMKP_20650,,PKJKAM_09210
group_1139,,Uncharacterized protein pSLT049,2,2,1.0,1,3375,,,,510,510,510.0,AJBGEP_24355,HFCAGB_24215,,,,,,,
rrrD,rrrD,Phage-related lysozyme (muramidase) GH24 family,2,2,1.0,1,3368,,,,513,513,513.0,,HFCAGB_14735,,GEGEGB_18040,,,,,
group_1135,,Tail fiber assembly protein,2,2,1.0,1,3364,,,,516,516,516.0,,,,,,,,IKCLMC_05020,PKJKAM_06605
tssD2,tssD2,Type VI secretion system protein Hcp family,2,2,1.0,1,3343,,,,519,519,519.0,,HFCAGB_06045,BEJGEH_05305,,,,,,
group_1121,,HK97 family phage prohead protease,2,2,1.0,1,3338,,,,519,519,519.0,AJBGEP_12015,,,,ODDLKH_13695,,,,
group_1117,,Cytoplasmic protein,2,2,1.0,1,3331,,,,522,522,522.0,AJBGEP_24235,HFCAGB_24325,,,,,,,
group_1116,srlA,Phosphotransferase system sorbitol-specific IIC component,2,2,1.0,1,3328,,,,522,522,522.0,AJBGEP_14525,,,,ODDLKH_15840,,,,
group_1115,,Prophage minor tail protein Z,2,2,1.0,1,3323,,,,525,525,525.0,,,,,,,,IKCLMC_05850,8_refound_118
group_1112,,DUF943 domain-containing protein,2,2,1.0,1,3320,,,,525,525,525.0,,,BEJGEH_15690,GEGEGB_15985,,,,,
group_1106,,Phage tail protein,2,2,1.0,1,3312,,,,528,528,528.0,,HFCAGB_14680,BEJGEH_13610,,,,,,
group_1104,,Tail fiber assembly protein,2,2,1.0,1,3306,,,,528,528,528.0,AJBGEP_12005,,,,ODDLKH_13685,,,,
tssJ,tssJ,type VI secretion system lipoprotein TssJ,2,2,1.0,1,3284,,,,534,534,534.0,,HFCAGB_06000,BEJGEH_05265,,,,,,
sodC1,sodC1,superoxide dismutase [Cu-Zn] SodC1,2,2,1.0,1,3280,,,,534,534,534.0,AJBGEP_05215,HFCAGB_06955,,,,,,,
group_1089,,K88 fimbrial protein A,2,2,1.0,1,3269,,,,540,540,540.0,,,,,ODDLKH_00900,LNHIMF_22050,,,
group_1084,,Lysozyme,2,2,1.0,1,3257,,,,540,540,540.0,AJBGEP_06385,,,,,,,IKCLMC_04595,
group_1075,,Glycoside hydrolase family 108 protein,2,2,1.0,1,3247,,,,543,543,543.0,,,,GEGEGB_05910,,LNHIMF_06430,,,
ymfL,ymfL,YmfL family putative regulatory protein,2,2,1.0,1,3192,,,,555,555,555.0,AJBGEP_10735,HFCAGB_11090,,,,,,,
group_1058,,Antiterminator,2,2,1.0,1,3191,,,,555,555,555.0,AJBGEP_06340,,,,,,,IKCLMC_04540,
group_1056,,Fimbrial protein,2,2,1.0,1,3189,,,,558,558,558.0,,,,,,,ONMMKP_09955,,PKJKAM_03660
group_1054,,DUF1440 domain-containing protein,2,2,1.0,1,3187,,,,558,558,558.0,,,BEJGEH_22330,,,LNHIMF_22435,,,
pilS,pilS,Type 4 secretion system PilS N-terminal domain-containing protein,2,2,1.0,1,3186,,,,558,558,558.0,,HFCAGB_11210,BEJGEH_09890,,,,,,
group_1049,spoIVCA,Site-specific DNA recombinase SpoIVCA/DNA invertase PinE,2,2,1.0,1,3175,,,,561,561,561.0,AJBGEP_24335,HFCAGB_24235,,,,,,,
group_1048,,Adenylate cyclase,2,2,1.0,1,3174,,,,561,561,561.0,AJBGEP_24265,HFCAGB_24305,,,,,,,
group_1041,,ORF6N domain-containing protein,2,2,1.0,1,3160,,,,564,564,564.0,AJBGEP_14030,,,,,,,IKCLMC_01405,
group_1033,,DUF2913 domain-containing protein,2,2,1.0,1,3150,,,,567,567,567.0,AJBGEP_24365,HFCAGB_24205,,,,,,,
hxlB,hxlB,D-arabinose 5-phosphate isomerase GutQ,2,2,1.0,1,3144,,,,567,567,567.0,AJBGEP_14555,,,,ODDLKH_15870,,,,
group_1030,,Phage tail protein,2,2,1.0,1,3140,,,,567,567,567.0,AJBGEP_05175,HFCAGB_06915,,,,,,,
group_1018,,fimbrial protein,2,2,1.0,1,3122,,,,573,573,573.0,,,,,,,ONMMKP_09950,,PKJKAM_03655
group_1013,,Restriction endonuclease subunit M,2,2,1.0,1,3110,,,,576,576,576.0,,HFCAGB_23835,,,,,,IKCLMC_16415,
group_1007,gpA1,tail fiber assembly protein,2,2,1.0,1,3096,,,,579,579,579.0,AJBGEP_13850,,,,,,,IKCLMC_05930,
group_982,,Prophage CP4-57 integrase,2,2,1.0,1,3034,,,,597,597,597.0,AJBGEP_14610,,,,ODDLKH_15920,,,,
group_981,,fimbrial-like protein,2,2,1.0,1,3028,,,,600,600,600.0,,,,,,,ONMMKP_09960,,PKJKAM_03665
group_974,,Fimbrial assembly protein,2,2,1.0,1,3013,,,,606,606,606.0,,,,,,,ONMMKP_09935,,PKJKAM_03640
group_963,ninG,Protein ninG,2,2,1.0,1,2991,,,,612,612,612.0,,,,,,,,IKCLMC_11760,PKJKAM_15780
group_960,,2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase,2,2,1.0,1,2985,,,,615,615,615.0,,,,,,,,IKCLMC_09575,PKJKAM_20360
group_946,tnp,IS3 family IS1351 transposase,2,2,1.0,1,2950,,,,624,624,624.0,,HFCAGB_14870,BEJGEH_22980,,,,,,
group_933,,Prophage protein,2,2,1.0,1,2916,,,,633,633,633.0,AJBGEP_14080,,,,,,,IKCLMC_01355,
hxlA,hxlA,3-keto-L-gulonate-6-phosphate decarboxylase,2,2,1.0,1,2903,,,,636,636,636.0,AJBGEP_14550,,,,ODDLKH_15865,,,,
group_924,,Cytoplasmic protein,2,2,1.0,1,2894,,,,639,639,639.0,AJBGEP_14630,,,,ODDLKH_15940,,,,
group_923,,Periplasmic protein,2,2,1.0,1,2893,,,,639,639,639.0,AJBGEP_14480,,,,ODDLKH_15795,,,,
lysE,lysE,LysE family translocator,2,2,1.0,1,2883,,,,642,642,642.0,,,BEJGEH_23185,,,LNHIMF_22985,,,
group_912,,DUF943 domain-containing protein,2,2,1.0,1,2851,,,,651,651,651.0,,,BEJGEH_15695,GEGEGB_15990,,,,,
group_910,,Terminase endonuclease subunit,2,2,1.0,1,2849,,,,651,651,651.0,,HFCAGB_14755,,GEGEGB_18020,,,,,
spvD,spvD,SPI-2 type III secretion system effector cysteine hydrolase SpvD,2,2,1.0,1,2848,,,,651,651,651.0,AJBGEP_24280,HFCAGB_24290,,,,,,,
group_906,,Gp17,2,2,1.0,1,2837,,,,654,654,654.0,,,,,,LNHIMF_03080,ONMMKP_03725,,
group_904,,Lipoprotein,2,2,1.0,1,2835,,,,654,654,654.0,,,BEJGEH_18165,GEGEGB_20725,,,,,
group_891,,Prophage protein,2,2,1.0,1,2796,,,,663,663,663.0,AJBGEP_14125,,,,,,,IKCLMC_01310,
group_881,,Peptidase S24/S26A/S26B/S26C domain-containing protein,2,2,1.0,1,2761,,,,672,672,672.0,AJBGEP_11990,,,,ODDLKH_13670,,,,
tetRA,tetR(A),tetracycline resistance transcriptional repressor TetR(A),2,2,1.0,1,2746,,,,678,678,678.0,,,,,,LNHIMF_23475,,,PKJKAM_20140
group_868,,fimbrial assembly chaperone,2,2,1.0,1,2730,,,,681,681,681.0,,HFCAGB_12100,,,,LNHIMF_11500,,,
group_842,,Putative replication protein of prophage CP-933X,2,2,1.0,1,2673,,,,696,696,696.0,AJBGEP_14090,,,,,,,IKCLMC_01345,
group_841,,Regulatory protein,2,2,1.0,1,2669,,,,696,696,696.0,AJBGEP_10745,HFCAGB_11100,,,,,,,
gp18,gp18,phage minor tail protein L,2,2,1.0,1,2665,,,,696,696,696.0,AJBGEP_05220,HFCAGB_06960,,,,,,,
group_840,,hypothetical protein,2,2,1.0,1,2663,,,,699,699,699.0,,,,,,,ONMMKP_21965,,PKJKAM_14085
group_838,,DUF550 domain-containing protein,2,2,1.0,1,2656,,,,699,699,699.0,AJBGEP_14085,,,,,,,IKCLMC_01350,
group_836,,Terminase,2,2,1.0,1,2651,,,,702,702,702.0,,,,,,,ONMMKP_20640,,PKJKAM_09200
group_827,,Phage protein,2,2,1.0,1,2633,,,,708,708,708.0,,,,,,,ONMMKP_20655,,PKJKAM_09215
group_814,fadR,DNA-binding transcriptional regulator FadR family,2,2,1.0,1,2594,,,,720,720,720.0,,,BEJGEH_07265,,,,ONMMKP_02110,,
spvC,spvC,type III secretion system effector phosphothreonine lyase SpvC,2,2,1.0,1,2564,,,,726,726,726.0,AJBGEP_24285,HFCAGB_24285,,,,,,,
group_796,,KilA-N domain-containing protein,2,2,1.0,1,2552,,,,729,729,729.0,,,,,,LNHIMF_03085,ONMMKP_03720,,
pltA,pltA,typhoid-like toxin S-CDT ADP-ribosylating subunit PltA,2,2,1.0,1,2550,,,,729,729,729.0,,,,GEGEGB_05905,,LNHIMF_06425,,,
group_789,,DNA-binding protein,2,2,1.0,1,2528,,,,735,735,735.0,,HFCAGB_11270,BEJGEH_09945,,,,,,
vasI,vasI,type VI secretion system-associated protein VasI,2,2,1.0,1,2518,,,,738,738,738.0,,HFCAGB_05980,BEJGEH_05245,,,,,,
mig5,mig-5,putative carbonic anhydrase,2,2,1.0,1,2504,,,,741,741,741.0,AJBGEP_24340,HFCAGB_24230,,,,,,,
yjdB,yjdB,Uncharacterized conserved protein YjdB contains Ig-like domain,2,2,1.0,1,2466,,,,750,750,750.0,AJBGEP_05185,HFCAGB_06925,,,,,,,
ecpD,ecpD,fimbrial chaperone,2,2,1.0,1,2463,,,,753,753,753.0,,,,,,,ONMMKP_09940,,PKJKAM_03645
sefB,sefB,SEF14/SEF18 fimbria chaperone SefB,2,2,1.0,1,2461,,,,753,753,753.0,,HFCAGB_23580,,GEGEGB_23935,,,,,
group_757,glpR,DNA-binding transcriptional regulator of sugar metabolism DeoR/GlpR family,2,2,1.0,1,2436,,,,759,759,759.0,,HFCAGB_09985,,,,,,,PKJKAM_04640
group_756,icmH,type IVB secretion system protein IcmH/DotU,2,2,1.0,1,2435,,,,759,759,759.0,,HFCAGB_05990,BEJGEH_05255,,,,,,
fabG,fabG,NAD(P)-dependent dehydrogenase short-chain alcohol dehydrogenase family,2,2,1.0,1,2400,,,,768,768,768.0,,,BEJGEH_07280,,,,ONMMKP_02125,,
spvA,spvA,virulence protein SpvA,2,2,1.0,1,2399,,,,768,768,768.0,AJBGEP_24300,HFCAGB_24270,,,,,,,
group_728,,Lipoprotein,2,2,1.0,1,2356,,,,780,780,780.0,,HFCAGB_06080,BEJGEH_05335,,,,,,
group_724,xerD,Site-specific recombinase XerD,2,2,1.0,1,2346,,,,783,783,783.0,AJBGEP_24240,HFCAGB_24320,,,,,,,
group_720,,KilA-N DNA-binding domain,2,2,1.0,1,2332,,,,789,789,789.0,,,,,,LNHIMF_03120,ONMMKP_03695,,
group_706,,Phage capsid protein,2,2,1.0,1,2292,,,,801,801,801.0,,,,,,,ONMMKP_20630,,PKJKAM_09190
aph3Ib,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,2,2,1.0,1,2283,,,,804,804,804.0,,,,,,LNHIMF_23725,,,PKJKAM_20095
cdtB,cdtB,cytolethal distending toxin S-CDT,2,2,1.0,1,2266,,,,810,810,810.0,,,,GEGEGB_05920,,LNHIMF_06440,,,
group_694,,Cytoplasmic protein,2,2,1.0,1,2252,,,,813,813,813.0,AJBGEP_14490,,,,ODDLKH_15805,,,,
group_691,araC,AraC family transcriptional regulator,2,2,1.0,1,2246,,,,816,816,816.0,,,BEJGEH_23190,,,LNHIMF_22990,,,
rfbS,rfbS,CDP-paratose synthase,2,2,1.0,1,2217,,,,825,825,825.0,,HFCAGB_11775,,GEGEGB_04155,,,,,
group_681,,Phage tail protein,2,2,1.0,1,2213,,,,825,825,825.0,AJBGEP_13855,,,,,,,IKCLMC_05925,
fba,fba,Fructose/tagatose bisphosphate aldolase,2,2,1.0,1,2190,,,,837,837,837.0,,HFCAGB_10000,,,,,,,PKJKAM_04655
group_671,,AAA family ATPase,2,2,1.0,1,2181,,,,840,840,840.0,AJBGEP_14115,,,,,,,IKCLMC_01320,
oxdD,oxdD,Oxalate decarboxylase/archaeal phosphoglucose isomerase cupin superfamily,2,2,1.0,1,2173,,,,843,843,843.0,AJBGEP_14560,,,,ODDLKH_15875,,,,
group_667,,putative restriction endonuclease HNH family,2,2,1.0,1,2170,,,,843,843,843.0,AJBGEP_00850,,,,ODDLKH_03215,,,,
group_652,,Sb28,2,2,1.0,1,2136,,,,855,855,855.0,AJBGEP_10795,HFCAGB_11160,,,,,,,
group_643,,DNA-binding protein,2,2,1.0,1,2112,,,,861,861,861.0,AJBGEP_10690,HFCAGB_11045,,,,,,,
group_635,tnp,IS3 family ISSty2 transposase ORF B,2,2,1.0,1,2093,,,,867,867,867.0,AJBGEP_14645,,,,ODDLKH_15955,,,,
group_634,,DUF4435 domain-containing protein,2,2,1.0,1,2092,,,,867,867,867.0,AJBGEP_14510,,,,ODDLKH_15825,,,,
repA,repA,incFII family plasmid replication initiator RepA,2,2,1.0,1,2082,,,,870,870,870.0,AJBGEP_24125,HFCAGB_24435,,,,,,,
group_617,,Phage protein,2,2,1.0,1,2058,,,,876,876,876.0,,HFCAGB_11315,BEJGEH_09980,,,,,,
group_611,,DNA-binding protein,2,2,1.0,1,2049,,,,876,876,876.0,AJBGEP_14590,,,,ODDLKH_15900,,,,
group_610,lysR,LysR family transcriptional regulator,2,2,1.0,1,2046,,,,879,879,879.0,,,BEJGEH_10135,,,LNHIMF_10450,,,
group_604,rfbJ,CDP-abequose synthase,2,2,1.0,1,2032,,,,882,882,882.0,,,,,,,,IKCLMC_09560,PKJKAM_20345
group_599,,Drug/metabolite transporter,2,2,1.0,1,2021,,,,885,885,885.0,,,,,,LNHIMF_23465,,,PKJKAM_20130
group_597,,Replication protein,2,2,1.0,1,2015,,,,885,885,885.0,AJBGEP_14095,,,,,,,IKCLMC_01340,
spvR,spvR,virulence genes transcriptional activator SpvR,2,2,1.0,1,1989,,,,894,894,894.0,AJBGEP_24310,HFCAGB_24260,,,,,,,
pgrR,pgrR,HTH-type transcriptional regulator PgrR,2,2,1.0,1,1930,,,,909,909,909.0,,,BEJGEH_07635,,,LNHIMF_08070,,,
hlyE,hlyE,hemolysin HlyE,2,2,1.0,1,1914,,,,912,912,912.0,,,,GEGEGB_07810,,LNHIMF_08125,,,
group_532,,Cytoplasmic protein,2,2,1.0,1,1832,,,,933,933,933.0,,,,,,,ONMMKP_23565,IKCLMC_09305,
group_517,,Sugar kinase,2,2,1.0,1,1790,,,,948,948,948.0,,HFCAGB_09995,,,,,,,PKJKAM_04650
group_507,,Tail fiber protein,2,2,1.0,1,1753,,,,960,960,960.0,,,,,,LNHIMF_03195,ONMMKP_03630,,
group_503,,Glycosyltransferase,2,2,1.0,1,1742,,,,963,963,963.0,,,,,,,,IKCLMC_09570,PKJKAM_20355
group_502,,DMT family transporter,2,2,1.0,1,1741,,,,963,963,963.0,,,BEJGEH_10145,,,LNHIMF_10460,,,
group_495,,Inner membrane protein,2,2,1.0,1,1719,,,,969,969,969.0,,,,,,,ONMMKP_11235,,PKJKAM_10900
group_491,exeA,AAA family ATPase,2,2,1.0,1,1715,,,,969,969,969.0,AJBGEP_24325,HFCAGB_24245,,,,,,,
srlE,srlE,Phosphotransferase system sorbitol-specific IIB component,2,2,1.0,1,1683,,,,981,981,981.0,AJBGEP_14535,,,,ODDLKH_15850,,,,
group_476,,Aldo/keto reductase,2,2,1.0,1,1676,,,,984,984,984.0,,HFCAGB_09990,,,,,,,PKJKAM_04645
gapA,gapA,glyceraldehyde-3-phosphate dehydrogenase,2,2,1.0,1,1640,,,,996,996,996.0,,,BEJGEH_10140,,,LNHIMF_10455,,,
group_459,,Glycosyltransferase,2,2,1.0,1,1623,,,,1002,1002,1002.0,,HFCAGB_11760,,GEGEGB_04170,,,,,
sseK,sseK,type III secretion system effector arginine glycosyltransferase,2,2,1.0,1,1596,,,,1008,1008,1008.0,AJBGEP_10510,HFCAGB_10870,,,,,,,
group_448,,Second mannosyl transferase,2,2,1.0,1,1592,,,,1011,1011,1011.0,,,,,,,,IKCLMC_09590,PKJKAM_20375
group_446,,Acyltransferase,2,2,1.0,1,1580,,,,1014,1014,1014.0,,,,,,,,IKCLMC_21525,PKJKAM_21605
intI1,intI1,class 1 integron integrase IntI1,2,2,1.0,1,1577,,,,1014,1014,1014.0,,,,,,LNHIMF_23640,ONMMKP_14870,,
group_442,mviM,putative dehydrogenase,2,2,1.0,1,1572,,,,1014,1014,1014.0,AJBGEP_14540,,,,ODDLKH_15855,,,,
rfbE,rfbE,CDP-paratose 2-epimerase,2,2,1.0,1,1565,,,,1017,1017,1017.0,,HFCAGB_11770,,GEGEGB_04160,,,,,
group_436,,phage major capsid protein P2 family,2,2,1.0,1,1553,,,,1023,1023,1023.0,,,,,,,ONMMKP_20635,,PKJKAM_09195
group_433,,Fimbrial biosynthesis regulatory protein,2,2,1.0,1,1550,,,,1023,1023,1023.0,,HFCAGB_12090,,,,LNHIMF_11490,,,
csa3,csa3,IS630 family transposase,2,2,1.0,1,1513,,,,1038,1038,1038.0,AJBGEP_24320,HFCAGB_24250,,,,,,,
group_413,,Glycosyltransferase,2,2,1.0,1,1501,,,,1044,1044,1044.0,,,,,,,,IKCLMC_09580,PKJKAM_20365
group_412,,Bacteriophage Mx8 p63 C-terminal domain-containing protein,2,2,1.0,1,1500,,,,1044,1044,1044.0,,,,,,,ONMMKP_03905,IKCLMC_11700,
group_411,tdh,Threonine dehydrogenase or related Zn-dependent dehydrogenase,2,2,1.0,1,1499,,,,1044,1044,1044.0,,HFCAGB_10005,,,,,,,PKJKAM_04660
group_399,,Phage major capsid protein P2 family,2,2,1.0,1,1454,,,,1059,1059,1059.0,,HFCAGB_14760,,GEGEGB_18015,,,,,
group_396,,phage portal protein,2,2,1.0,1,1447,,,,1062,1062,1062.0,,,,,,,ONMMKP_20620,,PKJKAM_09180
stkG,stkG,fimbrial protein StkG,2,2,1.0,1,1446,,,,1062,1062,1062.0,,,,,,,ONMMKP_09965,,PKJKAM_03670
group_388,fimB,Integrase/recombinase includes phage integrase,2,2,1.0,1,1431,,,,1065,1065,1065.0,AJBGEP_14470,,,,ODDLKH_15785,,,,
group_384,,Gp9,2,2,1.0,1,1410,,,,1077,1077,1077.0,,,,,,LNHIMF_03040,ONMMKP_03765,,
ydjL,ydjL,Uncharacterized zinc-type alcohol dehydrogenase-like protein YdjL,2,2,1.0,1,1408,,,,1077,1077,1077.0,,HFCAGB_10015,,,,,,,PKJKAM_04670
tssG,tssG,type VI secretion system baseplate subunit TssG,2,2,1.0,1,1382,,,,1089,1089,1089.0,,HFCAGB_06010,BEJGEH_05275,,,,,,
idnD,idnD,L-idonate 5-dehydrogenase,2,2,1.0,1,1377,,,,1092,1092,1092.0,,,BEJGEH_07270,,,,ONMMKP_02115,,
kfrA,kfrA,KfrA N-terminal DNA-binding domain-containing protein,2,2,1.0,1,1328,,,,1116,1116,1116.0,AJBGEP_24350,HFCAGB_24220,,,,,,,
group_349,emrA,Multidrug resistance efflux pump EmrA,2,2,1.0,1,1284,,,,1137,1137,1137.0,,,BEJGEH_18640,,,,ONMMKP_15785,,
