"gene","contig","start","stop","strand","family","nb_copy_in_genome","partition","persistent_neighbors","shell_neighbors","cloud_neighbors","RGP","Spot","Module","Source_File"
"PKJKAM_11740","contig_46",35286,36149,"+","HFCAGB_16230",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11745","contig_46",36272,37450,"+","AJBGEP_15955",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11755","contig_46",37881,38717,"+","ODDLKH_17260",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11760","contig_46",38774,39535,"+","AJBGEP_15940",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11765","contig_46",39889,41307,"+","AJBGEP_15935",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11770","contig_46",41420,42127,"+","HFCAGB_16200",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11775","contig_46",42099,43034,"-","AJBGEP_15925",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11780","contig_46",43152,44414,"+","AJBGEP_15920",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11785","contig_46",44424,45443,"-","HFCAGB_16185",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11790","contig_46",45457,46485,"-","AJBGEP_15910",1,"persistent",2,0,1,"","","","GCF_000171515.1.tsv"
"PKJKAM_11805","contig_46",47078,49237,"+","AJBGEP_15895",1,"persistent",2,0,1,"","","","GCF_000171515.1.tsv"
"PKJKAM_11810","contig_46",49230,50432,"+","AJBGEP_15890",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11815","contig_46",50519,51559,"-","AJBGEP_15885",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11820","contig_46",51750,51968,"-","AJBGEP_15880",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11825","contig_46",52138,52851,"-","AJBGEP_15875",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11830","contig_46",53033,53728,"-","AJBGEP_15870",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11835","contig_46",54411,54941,"+","AJBGEP_15865",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11840","contig_46",54954,57200,"+","AJBGEP_15860",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11845","contig_46",57416,58291,"+","AJBGEP_15855",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11850","contig_46",58298,59092,"+","AJBGEP_15850",1,"persistent",2,0,1,"","","","GCF_000171515.1.tsv"
"PKJKAM_11855","contig_46",59277,59747,"+","HFCAGB_16115",1,"persistent",2,0,1,"","","","GCF_000171515.1.tsv"
"PKJKAM_11860","contig_46",59738,60301,"+","AJBGEP_15840",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11865","contig_46",60298,60705,"+","AJBGEP_15835",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11870","contig_46",60690,61010,"+","AJBGEP_15830",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11875","contig_46",61026,64397,"+","HFCAGB_16095",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11880","contig_46",64576,67464,"+","AJBGEP_15820",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11885","contig_46",67457,71002,"+","AJBGEP_15815",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11890","contig_46",70999,72834,"+","AJBGEP_15810",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11895","contig_46",72936,74267,"-","AJBGEP_15805",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11900","contig_46",74500,75753,"+","AJBGEP_15800",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11915","contig_46",76253,77350,"+","AJBGEP_15785",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11920","contig_46",77460,78266,"+","AJBGEP_15780",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11925","contig_46",78318,79232,"-","AJBGEP_15775",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11930","contig_46",79505,79948,"-","AJBGEP_15770",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11935","contig_46",79948,81153,"-","AJBGEP_15765",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11940","contig_46",81346,81573,"+","AJBGEP_15760",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11950","contig_46",81841,81963,"+","AJBGEP_15750",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11955","contig_46",81920,82837,"+","AJBGEP_15745",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11960","contig_46",82856,83251,"+","AJBGEP_15740",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11965","contig_46",83244,84344,"+","AJBGEP_15735",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11970","contig_46",84403,85113,"-","AJBGEP_15730",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11975","contig_46",85171,85593,"-","AJBGEP_15725",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11980","contig_46",85595,87013,"-","AJBGEP_15720",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_11985","contig_46",87114,88889,"-","AJBGEP_15715",1,"persistent",2,0,1,"","","","GCF_000171515.1.tsv"
"PKJKAM_11990","contig_46",88921,90237,"-","AJBGEP_15710",1,"persistent",2,0,1,"","","","GCF_000171515.1.tsv"
"PKJKAM_11995","contig_46",90793,91440,"+","AJBGEP_15705",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12000","contig_46",91457,92605,"+","AJBGEP_15700",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12005","contig_46",92697,93452,"-","AJBGEP_15695",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12010","contig_46",93623,94990,"-","AJBGEP_15690",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12015","contig_46",95049,96338,"-","AJBGEP_15685",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12020","contig_46",96903,98267,"-","AJBGEP_15680",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12025","contig_46",98380,99228,"-","HFCAGB_15945",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12030","contig_46",99297,99842,"+","AJBGEP_15670",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12040","contig_46",100453,100782,"+","AJBGEP_15660",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12045","contig_46",100782,101564,"+","AJBGEP_15655",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12050","contig_46",101583,102032,"+","AJBGEP_15650",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12055","contig_46",102513,103871,"+","AJBGEP_15645",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12060","contig_46",103868,105208,"+","AJBGEP_15640",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12065","contig_46",105229,106569,"+","AJBGEP_15635",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12070","contig_46",106647,107789,"+","AJBGEP_15630",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12075","contig_46",107833,110589,"-","AJBGEP_15625",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12080","contig_46",110647,111942,"+","AJBGEP_15620",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12085","contig_46",111994,114228,"+","AJBGEP_15615",1,"persistent",1,0,2,"","","","GCF_000171515.1.tsv"
"PKJKAM_12125","contig_46",121970,122770,"+","AJBGEP_15600",1,"persistent",1,0,2,"","","","GCF_000171515.1.tsv"
"PKJKAM_12130","contig_46",122998,124635,"+","AJBGEP_15595",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12135","contig_46",124718,126016,"+","AJBGEP_15590",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12140","contig_46",126152,126823,"+","AJBGEP_15585",1,"persistent",2,0,1,"","","","GCF_000171515.1.tsv"
"PKJKAM_12145","contig_46",129015,129812,"+","HFCAGB_15820",1,"persistent",2,0,1,"","","","GCF_000171515.1.tsv"
"PKJKAM_12150","contig_46",129900,130262,"-","AJBGEP_15575",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12155","contig_46",130698,132497,"+","AJBGEP_15570",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12160","contig_46",132497,134209,"+","AJBGEP_15565",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12165","contig_46",134285,135019,"+","AJBGEP_15560",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12170","contig_46",135232,136185,"-","AJBGEP_15555",1,"persistent",1,1,1,"","","","GCF_000171515.1.tsv"
"PKJKAM_12205","contig_46",144300,145217,"+","AJBGEP_15520",1,"persistent",1,1,1,"","","","GCF_000171515.1.tsv"
"PKJKAM_12210","contig_46",145220,145513,"+","AJBGEP_15515",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12215","contig_46",147351,148397,"-","AJBGEP_15510",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12220","contig_46",148648,149556,"+","AJBGEP_15505",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12225","contig_46",149566,151005,"+","AJBGEP_15500",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12230","contig_46",150992,151597,"+","AJBGEP_15495",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12235","contig_46",151648,151971,"+","AJBGEP_15490",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12240","contig_46",152162,152473,"+","AJBGEP_15485",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12245","contig_46",152492,153202,"+","AJBGEP_15480",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12250","contig_46",153202,153681,"+","BEJGEH_14640",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12255","contig_46",153678,154727,"+","AJBGEP_15470",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12260","contig_46",154708,155469,"+","AJBGEP_15465",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12265","contig_46",155463,156089,"+","AJBGEP_15460",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12270","contig_46",156265,157398,"+","AJBGEP_15455",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12275","contig_46",157461,158453,"+","AJBGEP_15450",1,"persistent",2,0,1,"","","","GCF_000171515.1.tsv"
"PKJKAM_12280","contig_46",158498,158734,"-","AJBGEP_15445",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12285","contig_46",158745,160172,"-","AJBGEP_15440",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12290","contig_46",160172,160765,"-","AJBGEP_15435",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12295","contig_46",160936,161340,"+","AJBGEP_15430",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12300","contig_46",161359,162123,"-","AJBGEP_15425",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12305","contig_46",162320,163243,"+","AJBGEP_15420",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12310","contig_46",163237,164499,"+","HFCAGB_15650",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12315","contig_46",164496,165134,"+","AJBGEP_15410",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12320","contig_46",165139,165915,"+","AJBGEP_15405",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12325","contig_46",165955,166905,"+","AJBGEP_15400",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12330","contig_46",166902,168398,"+","HFCAGB_15630",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12335","contig_46",168440,169351,"-","AJBGEP_15390",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12340","contig_46",169460,170668,"+","AJBGEP_15385",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12345","contig_46",170665,171045,"+","BEJGEH_14530",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12350","contig_46",171101,173668,"-","AJBGEP_15375",1,"persistent",2,0,2,"","","","GCF_000171515.1.tsv"
"PKJKAM_12410","contig_46",180932,181375,"-","AJBGEP_15330",1,"persistent",2,1,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12415","contig_46",181734,182483,"+","AJBGEP_15325",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12420","contig_46",182480,184168,"+","AJBGEP_15320",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12425","contig_46",184165,185283,"+","AJBGEP_15315",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12430","contig_46",185308,187365,"+","AJBGEP_15310",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12435","contig_46",187389,187796,"+","AJBGEP_15305",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12440","contig_46",187793,189088,"+","AJBGEP_15300",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12445","contig_46",189066,189509,"+","AJBGEP_15295",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12450","contig_46",189509,190519,"+","AJBGEP_15290",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12455","contig_46",190519,191430,"+","AJBGEP_15285",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12460","contig_46",191420,192094,"+","AJBGEP_15280",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12465","contig_46",192120,192380,"+","AJBGEP_15275",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12470","contig_46",192384,193175,"+","AJBGEP_15270",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12475","contig_46",193162,194232,"+","AJBGEP_15265",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12480","contig_46",194370,194867,"+","AJBGEP_15260",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12485","contig_46",194870,196651,"+","AJBGEP_15255",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12490","contig_46",196679,197908,"+","AJBGEP_15250",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12495","contig_46",197979,199010,"+","LNHIMF_14620",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12500","contig_46",199029,201086,"+","HFCAGB_15475",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12505","contig_46",201105,201353,"+","HFCAGB_15470",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12510","contig_46",201397,201657,"+","AJBGEP_15230",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12515","contig_46",201684,202076,"+","AJBGEP_15225",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12520","contig_46",202087,203694,"+","AJBGEP_15220",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12525","contig_46",203748,204230,"-","AJBGEP_15215",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12530","contig_46",204248,205909,"-","HFCAGB_15445",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12535","contig_46",207000,207929,"-","AJBGEP_15205",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12540","contig_46",208188,209423,"+","AJBGEP_15200",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12545","contig_46",209448,209690,"+","AJBGEP_15195",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12550","contig_46",209709,210014,"+","AJBGEP_15190",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12555","contig_46",210011,210769,"+","AJBGEP_15185",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12560","contig_46",210762,211340,"+","AJBGEP_15180",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12565","contig_46",211297,211977,"+","AJBGEP_15175",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12570","contig_46",211974,212426,"+","HFCAGB_15405",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12575","contig_46",212771,213658,"+","HFCAGB_15400",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12580","contig_46",214043,214798,"+","AJBGEP_15160",1,"persistent",3,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12595","contig_46",215966,216814,"-","AJBGEP_15145",1,"persistent",3,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12600","contig_46",216805,217665,"-","AJBGEP_15140",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12605","contig_46",217662,218483,"-","AJBGEP_15135",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12610","contig_46",218480,219397,"-","AJBGEP_15130",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12615","contig_46",219579,219923,"+","AJBGEP_15125",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12620","contig_46",219985,222063,"-","AJBGEP_15120",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12625","contig_46",222282,223292,"-","AJBGEP_15115",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12630","contig_46",223289,224410,"-","AJBGEP_15110",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12635","contig_46",224410,224682,"-","AJBGEP_15105",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12640","contig_46",224673,225545,"-","AJBGEP_15100",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12645","contig_46",225614,225970,"-","AJBGEP_15095",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12650","contig_46",226180,226641,"+","AJBGEP_15090",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12655","contig_46",226787,227395,"+","AJBGEP_15085",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12660","contig_46",227395,229221,"+","AJBGEP_15080",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12665","contig_46",229224,230147,"+","HFCAGB_15310",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12670","contig_46",230165,231874,"+","AJBGEP_15070",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12675","contig_46",231884,232426,"+","AJBGEP_15065",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12680","contig_46",232426,233193,"+","AJBGEP_15060",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12685","contig_46",233190,233600,"+","HFCAGB_15290",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12690","contig_46",233593,234063,"+","AJBGEP_15050",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12695","contig_46",234090,234899,"+","AJBGEP_15045",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12700","contig_46",235100,235645,"+","AJBGEP_15040",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12705","contig_46",235791,238031,"+","GEGEGB_14445",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12710","contig_46",238128,239261,"-","BEJGEH_14165",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12715","contig_46",239258,240697,"-","HFCAGB_15260",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12720","contig_46",240883,242403,"+","AJBGEP_15020",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12725","contig_46",242400,243365,"-","BEJGEH_14150",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12730","contig_46",243358,244131,"-","AJBGEP_15010",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12735","contig_46",244329,244688,"-","AJBGEP_15005",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12740","contig_46",244764,245543,"-","AJBGEP_15000",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12745","contig_46",245555,245917,"-","AJBGEP_14995",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12750","contig_46",245929,246900,"-","AJBGEP_14990",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12755","contig_46",246897,247460,"-","AJBGEP_14985",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12760","contig_46",247714,248793,"+","AJBGEP_14980",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12765","contig_46",248830,249075,"-","AJBGEP_14975",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12770","contig_46",249271,249768,"+","AJBGEP_14970",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12775","contig_46",249853,250914,"+","AJBGEP_14965",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12780","contig_46",250992,251531,"+","AJBGEP_14960",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12785","contig_46",251767,254397,"+","AJBGEP_14955",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12790","contig_46",254632,254817,"+","AJBGEP_14950",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12820","contig_46",256073,256639,"+","AJBGEP_14920",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12825","contig_46",256636,257061,"+","AJBGEP_14915",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12830","contig_46",257138,258694,"+","AJBGEP_14910",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12840","contig_46",258844,259359,"+","AJBGEP_14900",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12850","contig_46",259705,261075,"+","AJBGEP_14890",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12855","contig_46",261124,262662,"-","AJBGEP_14885",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12860","contig_46",262679,263851,"-","AJBGEP_14880",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12865","contig_46",263978,264508,"-","AJBGEP_14875",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12870","contig_46",265005,266189,"-","AJBGEP_14870",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12875","contig_46",266354,267349,"-","AJBGEP_14865",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12880","contig_46",267419,268483,"-","AJBGEP_14860",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12885","contig_46",268476,269678,"-","AJBGEP_14855",1,"persistent",2,0,1,"","","","GCF_000171515.1.tsv"
"PKJKAM_12890","contig_46",270033,270992,"-","AJBGEP_14850",1,"persistent",2,0,1,"","","","GCF_000171515.1.tsv"
"PKJKAM_12895","contig_46",271003,273120,"-","HFCAGB_15075",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12900","contig_46",273120,273530,"-","HFCAGB_15070",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12905","contig_46",273527,273772,"-","AJBGEP_14835",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12910","contig_46",274044,274475,"-","AJBGEP_14830",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12915","contig_46",274564,275898,"+","HFCAGB_15055",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12920","contig_46",275982,276308,"-","AJBGEP_14820",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12925","contig_46",276470,276820,"+","AJBGEP_14815",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12930","contig_46",276855,277304,"-","AJBGEP_14810",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12935","contig_46",278002,278403,"+","AJBGEP_14805",1,"persistent",2,0,1,"","","","GCF_000171515.1.tsv"
"PKJKAM_12945","contig_46",278751,279278,"-","AJBGEP_14795",1,"persistent",2,0,1,"","","","GCF_000171515.1.tsv"
"PKJKAM_12950","contig_46",279288,279587,"-","AJBGEP_14790",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12955","contig_46",279770,279928,"+","AJBGEP_14785",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12960","contig_46",280028,280477,"+","AJBGEP_14780",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12965","contig_46",280499,281176,"-","AJBGEP_14775",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12970","contig_46",281218,282618,"-","AJBGEP_14770",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
"PKJKAM_12975","contig_46",282748,284031,"-","AJBGEP_14765",1,"persistent",2,0,0,"","","","GCF_000171515.1.tsv"
