"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000022165.1","GCF_000020925.1","GCF_000020885.1","GCF_000007545.1","GCF_000170215.1","GCF_000020745.1","GCF_000171535.2","GCF_000171415.1","GCF_000171515.1"
"GEGEGB_08485","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","494","494","494.0","","","","GEGEGB_08485","","","","",""
"GEGEGB_09740","cloud","Putative outer membrane protein","1","1","1.0","NA","NA","","","","437","437","437.0","","","","GEGEGB_09740","","","","",""
"GEGEGB_09865","cloud","DinI family protein","2","2","1.0","NA","NA","","","","206","278","242.0","","","","GEGEGB_09865","","","","","PKJKAM_01140"
"GEGEGB_09870","cloud","DUF1076 domain-containing protein","1","1","1.0","NA","NA","","","","701","701","701.0","","","","GEGEGB_09870","","","","",""
"GEGEGB_09880","cloud","Phage tail protein","1","1","1.0","NA","NA","","","","1511","1511","1511.0","","","","GEGEGB_09880","","","","",""
"GEGEGB_09885","cloud","DUF2612 domain-containing protein","1","1","1.0","NA","NA","","","","680","680","680.0","","","","GEGEGB_09885","","","","",""
"GEGEGB_09890","cloud","Baseplate protein J-like domain-containing protein","1","1","1.0","NA","NA","","","","1199","1199","1199.0","","","","GEGEGB_09890","","","","",""
"GEGEGB_09895","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","353","353","353.0","","","","GEGEGB_09895","","","","",""
"GEGEGB_09900","cloud","Translation initiation factor IF-2","1","1","1.0","NA","NA","","","","755","755","755.0","","","","GEGEGB_09900","","","","",""
"GEGEGB_09905","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","428","428","428.0","","","","GEGEGB_09905","","","","",""
"GEGEGB_09910","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","731","731","731.0","","","","GEGEGB_09910","","","","",""
"GEGEGB_09915","cloud","Lipoprotein","1","1","1.0","NA","NA","","","","335","335","335.0","","","","GEGEGB_09915","","","","",""
"GEGEGB_09920","cloud","Phage related protein","1","1","1.0","NA","NA","","","","1031","1031","1031.0","","","","GEGEGB_09920","","","","",""
"GEGEGB_09925","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","302","302","302.0","","","","GEGEGB_09925","","","","",""
"GEGEGB_09930","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","650","650","650.0","","","","GEGEGB_09930","","","","",""
"GEGEGB_09935","cloud","Putative bacteriophage protein","1","1","1.0","NA","NA","","","","1952","1952","1952.0","","","","GEGEGB_09935","","","","",""
"GEGEGB_09940","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","452","452","452.0","","","","GEGEGB_09940","","","","",""
"GEGEGB_09945","cloud","DUF3277 domain-containing protein","1","1","1.0","NA","NA","","","","440","440","440.0","","","","GEGEGB_09945","","","","",""
"GEGEGB_09950","cloud","DUF3383 domain-containing protein","1","1","1.0","NA","NA","","","","1145","1145","1145.0","","","","GEGEGB_09950","","","","",""
"GEGEGB_09955","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","548","548","548.0","","","","GEGEGB_09955","","","","",""
"GEGEGB_09960","cloud","Head-tail adaptor","1","1","1.0","NA","NA","","","","389","389","389.0","","","","GEGEGB_09960","","","","",""
"GEGEGB_09965","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","554","554","554.0","","","","GEGEGB_09965","","","","",""
"GEGEGB_09970","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","419","419","419.0","","","","GEGEGB_09970","","","","",""
"GEGEGB_09975","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","368","368","368.0","","","","GEGEGB_09975","","","","",""
"GEGEGB_09980","cloud","DUF2184 domain-containing protein","1","1","1.0","NA","NA","","","","941","941","941.0","","","","GEGEGB_09980","","","","",""
"GEGEGB_09985","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","497","497","497.0","","","","GEGEGB_09985","","","","",""
"GEGEGB_09990","cloud","DUF2213 domain-containing protein","1","1","1.0","NA","NA","","","","1232","1232","1232.0","","","","GEGEGB_09990","","","","",""
"GEGEGB_09995","cloud","Phage head morphogenesis protein","1","1","1.0","NA","NA","","","","608","608","608.0","","","","GEGEGB_09995","","","","",""
"GEGEGB_10000","cloud","DUF1073 domain-containing protein","1","1","1.0","NA","NA","","","","1469","1469","1469.0","","","","GEGEGB_10000","","","","",""
"GEGEGB_10005","cloud","PBSX family phage terminase large subunit","1","1","1.0","NA","NA","","","","1403","1403","1403.0","","","","GEGEGB_10005","","","","",""
"GEGEGB_10010","cloud","Terminase","1","1","1.0","NA","NA","","","","752","752","752.0","","","","GEGEGB_10010","","","","",""
"GEGEGB_10015","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","227","227","227.0","","","","GEGEGB_10015","","","","",""
"GEGEGB_10020","cloud","Phage protein","1","1","1.0","NA","NA","","","","377","377","377.0","","","","GEGEGB_10020","","","","",""
"GEGEGB_10080","cloud","Death-on-curing family protein","1","1","1.0","NA","NA","","","","497","497","497.0","","","","GEGEGB_10080","","","","",""
"GEGEGB_10085","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","179","179","179.0","","","","GEGEGB_10085","","","","",""
"GEGEGB_10090","cloud","Bacteriophage protein","2","2","1.0","NA","NA","","","","266","266","266.0","","HFCAGB_05335","","GEGEGB_10090","","","","",""
"GEGEGB_10095","cloud","dATP/dGTP diphosphohydrolase MazZ domain-containing protein","2","2","1.0","NA","NA","","","","521","572","546.5","","HFCAGB_05330","","GEGEGB_10095","","","","",""
"GEGEGB_10105","cloud","Ead/Ea22-like family protein","2","2","1.0","NA","NA","","","","524","524","524.0","","HFCAGB_05320","","GEGEGB_10105","","","","",""
"GEGEGB_10130","cloud","Cro/Cl family transcriptional regulator","2","2","1.0","NA","NA","","","","236","236","236.0","","HFCAGB_05295","","GEGEGB_10130","","","","",""
"GEGEGB_10135","cloud","Lambda repressor-like, DNA-binding protein","2","2","1.0","NA","NA","","","","404","404","404.0","","HFCAGB_05290","","GEGEGB_10135","","","","",""
"GEGEGB_10140","cloud","Cell division protein FtsZ","1","1","1.0","NA","NA","","","","200","200","200.0","","","","GEGEGB_10140","","","","",""
"GEGEGB_13420","cloud","Transcriptional regulator","3","3","1.0","NA","NA","","","","455","455","455.0","","","","GEGEGB_13420","","LNHIMF_01645","ONMMKP_09300","",""
"GEGEGB_13425","cloud","fimbrial protein TcfD","1","1","1.0","NA","NA","","","","1079","1079","1079.0","","","","GEGEGB_13425","","","","",""
"GEGEGB_13440","cloud","fimbrial chaperone TcfA","3","3","1.0","NA","NA","","","","635","635","635.0","","","","GEGEGB_13440","","LNHIMF_01625","ONMMKP_09320","",""
"GEGEGB_13460","cloud","Ash family protein","3","3","1.0","NA","NA","","","","611","611","611.0","AJBGEP_01615","HFCAGB_01610","","GEGEGB_13460","","","","",""
"GEGEGB_13505","cloud","Type I toxin-antitoxin system SymE family toxin","4","5","1.25","NA","NA","","","","116","242","215.0","","HFCAGB_01580","","GEGEGB_13505","","LNHIMF_01555" "LNHIMF_01570","","","PKJKAM_17255"
"GEGEGB_13510","cloud","SMI1/KNR4 family protein","1","1","1.0","NA","NA","","","","443","443","443.0","","","","GEGEGB_13510","","","","",""
"GEGEGB_13515","cloud","RHS repeat protein","2","2","1.0","NA","NA","","","","2531","2774","2652.5","","HFCAGB_01545","","GEGEGB_13515","","","","",""
"GEGEGB_13520","cloud","Type I toxin-antitoxin system SymE family toxin","2","2","1.0","NA","NA","","","","218","323","270.5","","","","GEGEGB_13520","","","","IKCLMC_10240",""
"GEGEGB_13525","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","677","677","677.0","","","","GEGEGB_13525","","","","",""
"GEGEGB_13555","cloud","Secreted protein","3","3","1.0","NA","NA","","","","461","461","461.0","","","","GEGEGB_13555","","","","IKCLMC_10205","PKJKAM_17345"
"GEGEGB_13580","cloud","Type VI secretion system amidase effector protein Tae4","1","1","1.0","NA","NA","","","","494","494","494.0","","","","GEGEGB_13580","","","","",""
"GEGEGB_13590","persistent","type IVB secretion system protein IcmH/DotU","7","7","1.0","NA","NA","","","","1301","1304","1303.57","AJBGEP_01485","HFCAGB_01475","","GEGEGB_13590","ODDLKH_03855","LNHIMF_01480","","IKCLMC_10175","PKJKAM_17375"
"GEGEGB_13610","cloud","Cytoplasmic protein","1","1","1.0","NA","NA","","","","425","425","425.0","","","","GEGEGB_13610","","","","",""
"GEGEGB_13615","cloud","Type VI secretion amidase effector 2 protein","1","1","1.0","NA","NA","","","","401","401","401.0","","","","GEGEGB_13615","","","","",""
"GEGEGB_13640","cloud","hypothetical protein","3","3","1.0","NA","NA","","","","98","98","98.0","","","","GEGEGB_13640","","LNHIMF_01425","","IKCLMC_10110",""
"GEGEGB_18120","cloud","Phage-related tail protein","1","2","2.0","NA","NA","","","","3077","3077","3077.0","","","","GEGEGB_18120" "GEGEGB_14040","","","","",""
"GEGEGB_18135","cloud","Transcriptional regulator","1","2","2.0","NA","NA","","","","218","218","218.0","","","","GEGEGB_14025" "GEGEGB_18135","","","","",""
"GEGEGB_18285","cloud","Cytoplasmic protein","1","1","1.0","NA","NA","","","","257","257","257.0","","","","GEGEGB_18285","","","","",""
"GEGEGB_18290","cloud","hypothetical protein","5","5","1.0","NA","NA","","","","122","137","134.0","AJBGEP_21845","","BEJGEH_21085","GEGEGB_18290","ODDLKH_00080","","","IKCLMC_01225",""
"GEGEGB_18490","cloud","hypothetical protein","4","4","1.0","NA","NA","","","","122","122","122.0","","","BEJGEH_20885","GEGEGB_18490","","LNHIMF_20830","ONMMKP_13365","",""
"GEGEGB_18515","cloud","Aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","2","2","1.0","NA","NA","","","","1481","1481","1481.0","","HFCAGB_21830","","GEGEGB_18515","","","","",""
"GEGEGB_18520","cloud","alanine racemase 3","2","2","1.0","NA","NA","","","","1106","1106","1106.0","","HFCAGB_21825","","GEGEGB_18520","","","","",""
"GEGEGB_18525","cloud","Serine hydroxymethyltransferase 2","2","2","1.0","NA","NA","","","","1238","1238","1238.0","","HFCAGB_21820","","GEGEGB_18525","","","","",""
"GEGEGB_19895","cloud","Transposase","2","2","1.0","NA","NA","","","","251","335","293.0","","","","GEGEGB_19895","","","ONMMKP_15435","",""
"GEGEGB_19900","cloud","Uncharacterized protein RhuM, Salmonella virulence factor","4","4","1.0","NA","NA","","","","1028","1037","1034.75","AJBGEP_19760","HFCAGB_20050","","GEGEGB_19900","ODDLKH_21060","","","",""
"GEGEGB_19905","cloud","DUF4942 domain-containing protein","1","1","1.0","NA","NA","","","","332","332","332.0","","","","GEGEGB_19905","","","","",""
"GEGEGB_19915","cloud","TIGR02646 family protein","1","1","1.0","NA","NA","","","","596","596","596.0","","","","GEGEGB_19915","","","","",""
"GEGEGB_20080","cloud","Glycosyltransferase family 1 protein","1","1","1.0","NA","NA","","","","383","383","383.0","","","","GEGEGB_20080","","","","",""
"GEGEGB_22290","cloud","Bacterial Ig-like domain-containing protein","1","1","1.0","NA","NA","","","","263","263","263.0","","","","GEGEGB_22290","","","","",""
"GEGEGB_22315","persistent","non-specific acid phosphatase","9","9","1.0","NA","NA","","","","752","752","752.0","AJBGEP_22650","HFCAGB_22800","BEJGEH_21935","GEGEGB_22315","ODDLKH_00960","LNHIMF_22110","ONMMKP_12345","IKCLMC_05640","PKJKAM_05995"
"GEGEGB_22320","cloud","ParA family protein","1","1","1.0","NA","NA","","","","1034","1034","1034.0","","","","GEGEGB_22320","","","","",""
"GEGEGB_22325","cloud","SPI-7-type island replicative DNA helicase","1","1","1.0","NA","NA","","","","1364","1364","1364.0","","","","GEGEGB_22325","","","","",""
"GEGEGB_22330","cloud","Chromosome partitioning protein ParB","1","1","1.0","NA","NA","","","","1799","1799","1799.0","","","","GEGEGB_22330","","","","",""
"GEGEGB_22335","cloud","DksA C4-type domain-containing protein","1","1","1.0","NA","NA","","","","227","227","227.0","","","","GEGEGB_22335","","","","",""
"GEGEGB_22340","cloud","PAAR domain-containing protein","1","1","1.0","NA","NA","","","","260","260","260.0","","","","GEGEGB_22340","","","","",""
"GEGEGB_22345","cloud","DUF2786 domain-containing protein","1","1","1.0","NA","NA","","","","722","722","722.0","","","","GEGEGB_22345","","","","",""
"GEGEGB_22350","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","95","95","95.0","","","","GEGEGB_22350","","","","",""
"GEGEGB_22355","cloud","DUF2857 domain-containing protein","1","1","1.0","NA","NA","","","","557","557","557.0","","","","GEGEGB_22355","","","","",""
"GEGEGB_22360","cloud","DUF2857 domain-containing protein","1","1","1.0","NA","NA","","","","248","248","248.0","","","","GEGEGB_22360","","","","",""
"GEGEGB_23965","cloud","Inner membrane protein","2","2","1.0","NA","NA","","","","143","143","143.0","","HFCAGB_23610","","GEGEGB_23965","","","","",""
"GEGEGB_23970","cloud","Thiol:disulfide interchange protein","3","3","1.0","NA","NA","","","","572","653","626.0","AJBGEP_24155","HFCAGB_23615","","GEGEGB_23970","","","","",""
"GEGEGB_23975","cloud","hypothetical protein","3","3","1.0","NA","NA","","","","185","185","185.0","AJBGEP_24150","HFCAGB_23620","","GEGEGB_23975","","","","",""
"GEGEGB_23980","cloud","Uncharacterized Ca-binding beta-propeller protein YjiK","3","4","1.33","NA","NA","","","","179","899","641.0","AJBGEP_24145" "AJBGEP_24130","HFCAGB_23625","","GEGEGB_23980","","","","",""
"GEGEGB_23995","cloud","Helicase related protein","1","1","1.0","NA","NA","","","","3845","3845","3845.0","","","","GEGEGB_23995","","","","",""
"GEGEGB_24000","cloud","DEAD-box helicase-related protein","1","1","1.0","NA","NA","","","","2537","2537","2537.0","","","","GEGEGB_24000","","","","",""
"GEGEGB_24005","cloud","STY4851/ECs_5259 family protein","1","1","1.0","NA","NA","","","","3299","3299","3299.0","","","","GEGEGB_24005","","","","",""
"GEGEGB_24010","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","194","194","194.0","","","","GEGEGB_24010","","","","",""
"GEGEGB_24020","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","275","275","275.0","","","","GEGEGB_24020","","","","",""
"GEGEGB_24160","cloud","type I restriction-modification system specificity subunit","1","1","1.0","NA","NA","","","","1388","1388","1388.0","","","","GEGEGB_24160","","","","",""
"GEGEGB_24165","cloud","site-specific DNA-methyltransferase (adenine-specific)","1","1","1.0","NA","NA","","","","140","140","140.0","","","","GEGEGB_24165","","","","",""
"GEGEGB_24170","cloud","type I restriction-modification system methyltransferase","3","3","1.0","NA","NA","","","","1397","1589","1525.0","AJBGEP_23710","","","GEGEGB_24170","ODDLKH_02005","","","",""
"GEGEGB_24210","cloud","Chemotaxis methyl-accepting receptor Tar-related ligand-binding domain-containing protein","1","1","1.0","NA","NA","","","","599","599","599.0","","","","GEGEGB_24210","","","","",""
"GEGEGB_24370","cloud","Transposase IS200-like domain-containing protein","2","2","1.0","NA","NA","","","","485","491","488.0","","","","GEGEGB_24370","","LNHIMF_23200","","",""
"GEGEGB_24415","cloud","inosine/xanthosine triphosphatase","1","1","1.0","NA","NA","","","","335","335","335.0","","","","GEGEGB_24415","","","","",""
"GEGEGB_24460","cloud","Putative major fimbrial subunit","1","1","1.0","NA","NA","","","","464","464","464.0","","","","GEGEGB_24460","","","","",""
"ODDLKH_03205","persistent","DUF3300 domain-containing protein","9","10","1.11","NA","NA","","","","773","1628","1456.4","AJBGEP_00840" "AJBGEP_00835","HFCAGB_00830","BEJGEH_00855","GEGEGB_00870","ODDLKH_03205","LNHIMF_00825","ONMMKP_10085","IKCLMC_15215","PKJKAM_03795"
"ODDLKH_03215","cloud","putative restriction endonuclease, HNH family","2","2","1.0","NA","NA","","","","842","842","842.0","AJBGEP_00850","","","","ODDLKH_03215","","","",""
"ODDLKH_05765","persistent","Cytoplasmic protein","8","8","1.0","NA","NA","","","","380","1238","1130.75","AJBGEP_03420","HFCAGB_03770","BEJGEH_03350","GEGEGB_11670","ODDLKH_05765","","ONMMKP_07485","IKCLMC_12410","PKJKAM_01815"
"ODDLKH_09480","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","167","167","167.0","","","","","ODDLKH_09480","","","",""
"ODDLKH_13130","shell","Type I toxin-antitoxin system Ibs family toxin","4","4","1.0","NA","NA","","","","59","59","59.0","","","","","ODDLKH_13130","","ONMMKP_23635","IKCLMC_09375","PKJKAM_20060"
"ODDLKH_20970","persistent","HARLDQ motif MBL-fold protein","9","9","1.0","NA","NA","","","","881","884","882.33","AJBGEP_19670","HFCAGB_19950","BEJGEH_18920","GEGEGB_19995","ODDLKH_20970","LNHIMF_18955","ONMMKP_15505","IKCLMC_13225","PKJKAM_18130"
"LNHIMF_01800","cloud","Zinc finger Ogr/Delta-type domain-containing protein","1","1","1.0","NA","NA","","","","272","272","272.0","","","","","","LNHIMF_01800","","",""
"LNHIMF_01805","cloud","ATP-binding protein","1","1","1.0","NA","NA","","","","983","983","983.0","","","","","","LNHIMF_01805","","",""
"LNHIMF_01810","cloud","S8 family peptidase","1","1","1.0","NA","NA","","","","2444","2444","2444.0","","","","","","LNHIMF_01810","","",""
"LNHIMF_01815","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","167","167","167.0","","","","","","LNHIMF_01815","","",""
"LNHIMF_02000","cloud","autotransporter adhesin EhaB","1","1","1.0","NA","NA","","","","3011","3011","3011.0","","","","","","LNHIMF_02000","","",""
"LNHIMF_02825","cloud","DUF551 domain-containing protein","1","1","1.0","NA","NA","","","","350","350","350.0","","","","","","LNHIMF_02825","","",""
"LNHIMF_02830","cloud","GGDEF domain-containing protein","1","1","1.0","NA","NA","","","","272","272","272.0","","","","","","LNHIMF_02830","","",""
"LNHIMF_02835","cloud","Phage protein","1","1","1.0","NA","NA","","","","299","299","299.0","","","","","","LNHIMF_02835","","",""
"LNHIMF_02840","cloud","Ead/Ea22-like family protein","1","1","1.0","NA","NA","","","","500","500","500.0","","","","","","LNHIMF_02840","","",""
"LNHIMF_02845","cloud","Eae-like protein","2","2","1.0","NA","NA","","","","497","581","539.0","","HFCAGB_02950","","","","LNHIMF_02845","","",""
"LNHIMF_02855","cloud","Bacteriophage HK97 gp40","1","1","1.0","NA","NA","","","","383","383","383.0","","","","","","LNHIMF_02855","","",""
"LNHIMF_02860","cloud","DNA single-strand annealing protein essential recombination function protein Erf","1","1","1.0","NA","NA","","","","605","605","605.0","","","","","","LNHIMF_02860","","",""
"LNHIMF_02865","cloud","recombinase","1","1","1.0","NA","NA","","","","170","170","170.0","","","","","","LNHIMF_02865","","",""
"LNHIMF_02870","cloud","Protein kil","1","1","1.0","NA","NA","","","","152","152","152.0","","","","","","LNHIMF_02870","","",""
"LNHIMF_02875","cloud","Lambda Phage CIII","1","1","1.0","NA","NA","","","","131","131","131.0","","","","","","LNHIMF_02875","","",""
"LNHIMF_02880","cloud","Phage-like protein","1","1","1.0","NA","NA","","","","968","968","968.0","","","","","","LNHIMF_02880","","",""
"LNHIMF_02885","cloud","Prophage protein","1","1","1.0","NA","NA","","","","470","470","470.0","","","","","","LNHIMF_02885","","",""
"LNHIMF_02890","cloud","Transposase","1","1","1.0","NA","NA","","","","224","224","224.0","","","","","","LNHIMF_02890","","",""
"LNHIMF_02900","cloud","Helix-turn-helix domain-containing protein","1","1","1.0","NA","NA","","","","632","632","632.0","","","","","","LNHIMF_02900","","",""
"LNHIMF_02905","cloud","Helix-turn-helix transcriptional regulator","1","1","1.0","NA","NA","","","","215","215","215.0","","","","","","LNHIMF_02905","","",""
"LNHIMF_02920","cloud","Bacteriophage lambda Replication protein O N-terminal domain-containing protein","1","1","1.0","NA","NA","","","","860","860","860.0","","","","","","LNHIMF_02920","","",""
"LNHIMF_02925","cloud","Gp60","1","1","1.0","NA","NA","","","","107","107","107.0","","","","","","LNHIMF_02925","","",""
"LNHIMF_02930","cloud","SF4 helicase domain-containing protein","1","1","1.0","NA","NA","","","","1880","1880","1880.0","","","","","","LNHIMF_02930","","",""
"LNHIMF_02935","cloud","Gp62","1","1","1.0","NA","NA","","","","278","278","278.0","","","","","","LNHIMF_02935","","",""
"LNHIMF_02950","cloud","NinF family protein","1","1","1.0","NA","NA","","","","176","176","176.0","","","","","","LNHIMF_02950","","",""
"LNHIMF_02955","cloud","Crossover junction endodeoxyribonuclease rusA","2","2","1.0","NA","NA","","","","395","395","395.0","","HFCAGB_03070","","","","LNHIMF_02955","","",""
"LNHIMF_02960","cloud","Protein ninH","5","5","1.0","NA","NA","","","","203","203","203.0","","HFCAGB_03075","","","","LNHIMF_02960","ONMMKP_03845","IKCLMC_11770","PKJKAM_15770"
"LNHIMF_02965","cloud","NinZ","4","4","1.0","NA","NA","","","","179","179","179.0","","","","","","LNHIMF_02965","ONMMKP_03840","IKCLMC_11775","PKJKAM_15765"
"LNHIMF_02970","cloud","Antitermination protein Q","1","1","1.0","NA","NA","","","","623","623","623.0","","","","","","LNHIMF_02970","","",""
"LNHIMF_02975","cloud","Endodeoxyribonuclease","1","1","1.0","NA","NA","","","","518","518","518.0","","","","","","LNHIMF_02975","","",""
"LNHIMF_02980","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","272","272","272.0","","","","","","LNHIMF_02980","","",""
"LNHIMF_02985","cloud","SAR-endolysin","2","2","1.0","NA","NA","","","","497","503","500.0","","","","","","LNHIMF_02985","ONMMKP_03815","",""
"LNHIMF_02995","cloud","Spanin, inner membrane subunit","2","2","1.0","NA","NA","","","","467","470","468.5","","HFCAGB_03100","","","","LNHIMF_02995","","",""
"LNHIMF_03000","cloud","DNA-binding protein","1","1","1.0","NA","NA","","","","497","497","497.0","","","","","","LNHIMF_03000","","",""
"LNHIMF_03005","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","257","257","257.0","","","","","","LNHIMF_03005","","",""
"LNHIMF_03020","cloud","Gp5","2","2","1.0","NA","NA","","","","1349","1352","1350.5","","","","","","LNHIMF_03020","ONMMKP_03785","",""
"LNHIMF_03025","cloud","Phage head morphogenesis domain-containing protein","1","1","1.0","NA","NA","","","","959","959","959.0","","","","","","LNHIMF_03025","","",""
"LNHIMF_03030","cloud","Gp7","1","1","1.0","NA","NA","","","","1262","1262","1262.0","","","","","","LNHIMF_03030","","",""
"LNHIMF_03055","cloud","DUF551 domain-containing protein","2","2","1.0","NA","NA","","","","179","188","183.5","","","","","","LNHIMF_03055","ONMMKP_03750","",""
"LNHIMF_03065","cloud","HK97 gp10 family phage protein","1","1","1.0","NA","NA","","","","437","437","437.0","","","","","","LNHIMF_03065","","",""
"LNHIMF_03090","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","224","224","224.0","","","","","","LNHIMF_03090","","",""
"LNHIMF_03095","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","257","257","257.0","","","","","","LNHIMF_03095","","",""
"LNHIMF_03100","cloud","Arc-like DNA binding domain protein","2","2","1.0","NA","NA","","","","326","335","330.5","","","","","","LNHIMF_03100","ONMMKP_03710","",""
"LNHIMF_03105","cloud","Arc-like DNA binding domain-containing protein","1","1","1.0","NA","NA","","","","173","173","173.0","","","","","","LNHIMF_03105","","",""
"LNHIMF_03110","cloud","Bro-N domain-containing protein","1","1","1.0","NA","NA","","","","722","722","722.0","","","","","","LNHIMF_03110","","",""
"LNHIMF_03125","cloud","Transposase","1","1","1.0","NA","NA","","","","272","272","272.0","","","","","","LNHIMF_03125","","",""
"LNHIMF_03130","cloud","DUF1640 domain-containing protein","1","1","1.0","NA","NA","","","","296","296","296.0","","","","","","LNHIMF_03130","","",""
"LNHIMF_03135","cloud","Lipoprotein","1","1","1.0","NA","NA","","","","353","353","353.0","","","","","","LNHIMF_03135","","",""
"LNHIMF_03140","cloud","DNA-binding protein","1","1","1.0","NA","NA","","","","854","854","854.0","","","","","","LNHIMF_03140","","",""
"LNHIMF_03150","cloud","DUF1499 domain-containing protein","1","1","1.0","NA","NA","","","","413","413","413.0","","","","","","LNHIMF_03150","","",""
"LNHIMF_03155","cloud","Lipoprotein SmpA/OmlA domain-containing protein","1","1","1.0","NA","NA","","","","296","296","296.0","","","","","","LNHIMF_03155","","",""
"LNHIMF_03160","cloud","Tape measure protein N-terminal domain-containing protein","1","1","1.0","NA","NA","","","","3170","3170","3170.0","","","","","","LNHIMF_03160","","",""
"LNHIMF_03165","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","239","239","239.0","","","","","","LNHIMF_03165","","",""
"LNHIMF_03200","cloud","Peptidase S74 domain-containing protein","1","1","1.0","NA","NA","","","","1136","1136","1136.0","","","","","","LNHIMF_03200","","",""
"LNHIMF_03210","cloud","Integrase","1","1","1.0","NA","NA","","","","1187","1187","1187.0","","","","","","LNHIMF_03210","","",""
"LNHIMF_03215","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","221","221","221.0","","","","","","LNHIMF_03215","","",""
"LNHIMF_03220","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","305","305","305.0","","","","","","LNHIMF_03220","","",""
"LNHIMF_03225","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","434","434","434.0","","","","","","LNHIMF_03225","","",""
"LNHIMF_03230","cloud","AlpA family transcriptional regulator","1","1","1.0","NA","NA","","","","197","197","197.0","","","","","","LNHIMF_03230","","",""
"LNHIMF_03235","cloud","Rha family transcriptional regulator","1","1","1.0","NA","NA","","","","596","596","596.0","","","","","","LNHIMF_03235","","",""
"LNHIMF_03240","cloud","Arc family DNA-binding protein","1","1","1.0","NA","NA","","","","332","332","332.0","","","","","","LNHIMF_03240","","",""
"LNHIMF_03245","cloud","Host cell division inhibitor Icd-like protein","1","1","1.0","NA","NA","","","","287","287","287.0","","","","","","LNHIMF_03245","","",""
"LNHIMF_03250","cloud","Host cell division inhibitor Icd-like protein","1","1","1.0","NA","NA","","","","161","161","161.0","","","","","","LNHIMF_03250","","",""
"LNHIMF_03255","cloud","DNA primase","1","1","1.0","NA","NA","","","","398","398","398.0","","","","","","LNHIMF_03255","","",""
"LNHIMF_03260","cloud","Transcriptional regulator","1","1","1.0","NA","NA","","","","170","170","170.0","","","","","","LNHIMF_03260","","",""
"LNHIMF_03265","cloud","Cytoplasmic protein","1","1","1.0","NA","NA","","","","227","227","227.0","","","","","","LNHIMF_03265","","",""
"LNHIMF_03270","cloud","Ant2","1","1","1.0","NA","NA","","","","320","320","320.0","","","","","","LNHIMF_03270","","",""
"LNHIMF_03275","cloud","ORF6N domain-containing protein","1","1","1.0","NA","NA","","","","794","794","794.0","","","","","","LNHIMF_03275","","",""
"LNHIMF_03280","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","305","305","305.0","","","","","","LNHIMF_03280","","",""
"LNHIMF_03285","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","383","383","383.0","","","","","","LNHIMF_03285","","",""
"LNHIMF_03290","cloud","Prophage protein","1","1","1.0","NA","NA","","","","647","647","647.0","","","","","","LNHIMF_03290","","",""
"LNHIMF_03295","cloud","DNA primase","1","1","1.0","NA","NA","","","","2141","2141","2141.0","","","","","","LNHIMF_03295","","",""
"LNHIMF_03300","cloud","Single-stranded DNA-binding protein","1","1","1.0","NA","NA","","","","395","395","395.0","","","","","","LNHIMF_03300","","",""
"LNHIMF_03305","cloud","Helix-turn-helix domain-containing protein","1","1","1.0","NA","NA","","","","914","914","914.0","","","","","","LNHIMF_03305","","",""
"LNHIMF_03310","cloud","Antitermination protein","1","1","1.0","NA","NA","","","","803","803","803.0","","","","","","LNHIMF_03310","","",""
"LNHIMF_03315","cloud","Cytoplasmic protein","1","1","1.0","NA","NA","","","","404","404","404.0","","","","","","LNHIMF_03315","","",""
